,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600741.SH,X000568.SZ,X600066.SH,X000338.SZ,X000100.SZ,X002475.SZ,X002241.SZ,X002236.SZ,X600118.SH,X600271.SH,X601877.SH,X600177.SH,X002456.SZ,X600372.SH,X000157.SZ,X002085.SZ,X300124.SZ,X002007.SZ,X600089.SH,X300003.SZ,X002294.SZ,X600699.SH,X600522.SH,X600867.SH,X002180.SZ,X000559.SZ,X000066.SZ,X002508.SZ,X002292.SZ,X600498.SH,X002074.SZ,X002426.SZ,X000623.SZ,X300136.SZ,X000550.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.109885918559456,0.1203628856399,0,0,0,0.0197329529468838,0,0,0,0,0,0.0797892751252436,0,0,0,0,0,0.210251345304943,0,0,0,0,0,0,0,0.00756352771552708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.000203628873453941,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561962861941244,0,0,0,0,0,0,0,0,0,0,0,0.0767021206572011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.183968012862708,0.104891009944882,0,0,-0.0011824917706339,-0.000389261979889225,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0381590715457586,0,0,0,0,0,0,0,0.00363422002096509,0.0763665262446024,0,0,0,0.114920798742911,0,0,0,0,0,0,0.0957256030712709,0,0,0.0392453731076038,0,0,0,0,0.0840984247780745,0.0195603929915914,0,0,0,0,0,0,0,0,0.175251281995535,0,-0.10241694937248,-0.0263782402198295,0,0,0,0,0,-0.0270913830311061,0.018528673059804,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.297893220784678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0802179473698855,0,0,0,0,0,0,0,0,0,0.312159509276668,0,0,0.453850331469488,0,0,-5.42101086242752e-20,-0.070203303612409,0.0168738700881487,0.0216972667333942,0,0,0,0,0,0
X000858.SZ,0.0196583499035466,0,0,0,0,0,0,0,0.118113651647379,0,0,0.0908421365934985,0.0368464708123838,0,0.348295197746552,0,0,0,0,0,0,0,0,0.093546058890949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0742458664573896,0,0,0,0,0,0,0.0199208393832908,0,0,0,0,0.00951342372330509,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0307963091753514,0,0,0,0,0,0.262186588137977,0,0,0,0,0,0,0,0,0,0.219524746984499,0,0,0,0,0,-0.0278995058219692,0,0,0,-0.0913263118254854,0,0,0,0,0,0,0,0,0,-0.00264654177228609,0,0,0,0,0,0.0201260022925523,-0.0451130646924684,0,0.0689303302294391,0,0.00818144722785553,-0.0191147671166424,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0859964015734106,-0.00727551422742617,0,0,0,0,0,0.179103812692765,-0.0529960081132175,0,0,0,0,0,0,-0.0667570219284811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183495516692153,0,0,0,0.01471304375495,0,0,0,-0.00436937024093699,0.0192435826192708,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.0547829523118365,0,0,0,0.396483156782401,0.129933829480783,0,0,0,0,0,0,0,0,0,0,0.0267583951334216,0,0,0,0.0461179075603012,0,0,0,0,0,0,0.0357792573739579,0,0,0.0754417288983348,0,0,0,0,0,0,0,0.0524627675955254,0,-0.0291158834825909,0.0066197255496225,0,0,0,0,0,0,0
X000625.SZ,0,0.144449135242936,0,0.149635895420656,0.0630553565822378,0,0,0,0,0,0,0.0137528160363385,0.0830656435407961,0.0607945989068139,0,0,0,0,0,0,0,0,0,0.0234062625250116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,-0.0116445672793943,2.16840434497101e-19,0,0,0,0,0,0
X000063.SZ,0.0819815150281633,0,0,0.105919017655522,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.126927563732973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240048580344831,0,0,0,0.15323298014294,-0.0172493712464039,0,0,0,0,-6.89929785685758e-05,0,0,0,0,0,0
X600690.SH,0,0,0,0.194262809395647,0.0269338623989643,0,0,0,0,0,0,0,0,0,0,0.0239974649523394,0,0,0,0,0,0,0,0.0225392345898811,0,-0.0726557022535428,0.0719693625922888,0,0,0,0,0,0,0,0,0.040114600669786,0,0,0,-0.00991362970918922,0,0,0,0,0,0,-0.0138786753203811,0,0,0,0,-0.00727385494755875,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.18261103998776,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195795292662764,0,0.0398345182146611,0,0,0,0.34073507279346,0,0,-0.0516904524857156,0,0,0,0,0,0,0,0,0,0,0,0,0.0448411148920663,0,0.317937571029691,0.0082787108722235,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.0460577671490804,0.0863111084421462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36298559915671,0,0,0,0.12007325330121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0613683624247061,-0.00490314923052893,0.00895368521251142,0,0,0,0,0,0
X600741.SH,0,0.501545040530885,0,0,0.142718632715135,0,0,0,0,0,0,0,0,0,0,0.0508024672846998,0.109757723863794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0274260960064241,-0.00222032648355359,-0.00457788117856708,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.351391409998172,0,0,0.359756806519625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138291049027579,0,0,0.0447390554756808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442681154014101,0,0.0523933506073863,0,0.0455814870825631,0,0,-0.00542614030934991,-0.00164301698978801,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145424398274795,0,0,0,0,0,0,0,0,0,0,0,0.116800330731266,0,0,0,0,0,3.46944695195361e-18,0.143875830832655,0,0,0,0.0242586742691808,0,0,0,0,0,0.117895575012179,0.0480193236739614,0.00575788494679459,0,0.00555654393852635,-0.0282213681011054,0.0137775968352789,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423884913698013,0,0,0,0,0.3213286070435,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0813002718759119,0,0.153916722917998,0,0.0191328144908321,-0.0122672448194331,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0.0589638108315921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0617478503753886,0.0416787880687202,0,0,0,0,0,0,0,0,0,0,0.0487176940623115,-0.0127788068291445,0,0,0,0,0,0
X002475.SZ,0.0840093193499748,0,0,0,0,-0.240034493583714,0,0,0,0,0,0,-0.0815474971517628,0,0,0,0,0,0,0,0,0,0,0.107493453031167,0,0.246629078450577,0,0,0,0,0,0,0,0,0,0,0,0.0637720914694923,0,0,0,0,0,0,0,0,0.208561408425891,0,0,0,-0.0278616686349949,0.00748771878248407,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,-0.00868640935264609,0,0,0,0,0.0418828537954511,0,0.105605771573531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577945064414221,0,0,0,0,0,0,0,-0.0612034380509893,0.174172315348127,0.248334201819698,0,0.0220062526407384,-0.0266588293222111,0.00905969448143247,0,0,0,0,0,0
X002236.SZ,0,0,0,0.0875145782324442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0777127315573981,0,0,0,0,0.138768343938174,0,0,0,0,0,0.0592428505956438,0,0,0,0,0,0,0.194893538318216,0,0,0,0.0581907213717224,0.0339795296274846,0,0,0.0710830639624408,0.00305294808288835,0,0,0,0,0,0,0
X600118.SH,0,0,0,0.00997964131129629,0,0,0,0,0,0,0,0,0.188901554530666,0,0,0,0.121658964039717,0,0,0,0,0,0,0,0,0,0.226980402350066,0,0,0,0,0,0.040051357963257,0,0,0,0,0,0.085682060579243,0.0329279580367201,0,0.0444638711320365,0,0.00346327210770177,0,0,0,0.0294222496474484,0.0364883339488623,0,0,-0.00664153642912579,0,0,0,0,0,0
X600271.SH,0,0,0.031101987992145,0.0247936039893528,0,0,0,0,0,0,0,0.0878060787245097,0.0394300625435396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126345096431371,0,0,0,0,0,0,-0.0389209781862281,0,0.0227727569505418,0,-0.0436052512696374,0,0,-0.164922393632004,0.0177389203906701,0.00908510593500662,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0.124284701633891,0,0.0147117849493355,0.101039133141561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0813207579712922,0,0,-0.0377086627423135,0,0,0,0,0,0.0703013325799313,0,0.12674549214652,0,0,0.0597238034857028,0,0,0.0131575579819204,0,0,0,0,0,0
