,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X600031.SH,X000568.SZ,X002304.SZ,X600809.SH,X000725.SZ,X000063.SZ,X000661.SZ,X003816.SZ,X600690.SH,X002241.SZ,X000338.SZ,X000596.SZ,X600703.SH,X002007.SZ,X300124.SZ,X300014.SZ,X300142.SZ,X000100.SZ,X600741.SH,X002371.SZ,X002049.SZ,X000625.SZ,X002129.SZ,X601877.SH,X000157.SZ,X002236.SZ,X300003.SZ,X600584.SH,X000800.SZ,X002414.SZ,X600183.SH,X300136.SZ,X002179.SZ,X000066.SZ,X000977.SZ,X601799.SH,X600118.SH,X002456.SZ,X002185.SZ,X000050.SZ,X002294.SZ,X600066.SH,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.013566573107606,0,0,0,0,0,0,0.186909000058539,0,0.278988160620375,0,0,0,0,0,0,0,0,0.0529348636934533,0,0,0,0,0,0,0,0.00387839863368948,0,0,0,0,0,0,0.0384034449351211,0,0,0,0,0,0,0,0,0,0,0,0,0.098127031873911,0,0,0,0,0.000711184831042128,0,0,0,0,0,0
X000858.SZ,0.146706453158185,0,0,0,0,0,0,0,0,0.181431292129221,0.411316417374536,0,0,0,0,0,0.0413106532070204,0,0.000899013754977623,0,0,0,0,0,0,0,0.00816103088999684,0.00243831950965792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220978582414207,0.0113378511101206,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.103893820991894,0,0,0,0,0,0,0,0,0,0.0122294515436763,0.00376842580539391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00974985253973687,0,0,0,0,0,0,0,0,0.198813715376877,0,0,0,0,0.00357755449768566,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243195128783667,0,0,0,0.0563434234942201,0,0,0,0,0,0.0717021176683446,0.0183830176057793,0,0.0223210198401653,0,0,0,0,0.168210269478099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0784312605990167,0,0,0,0,0,0,0,0,0,0,0,0.0154430051505332,1.73472347597681e-18,0,0,0,0,0,0,0,0.0625803546337663,0,0,0.0688727225467448,0,0,0,0,0.249420146854414,0,0,0,0,0,0.0289904542379061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0279461287970159,0.132027635807986,0,0,0,0,0,0.169345631600457,0,0,0,0,0,0,0,0,0,0,0.011644660772258,0.0274369358812496,0,0,0,0,0.00683543052228502,0,0,0,0,0,0,0,0,0,0,0,0,0.0288866726096888,0,0,0,0.133310642650905,0,-0.0297171573510287,-0.0151112434638444,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0572395093470352,0,0,0,0,0,0,0,0,0,0.115368255122475,0,0,0,0,0,0,0,0.119496504901873,0.0129188001306043,0,0,0,0,0,0,0,0,0.154778091674911,0,0.10246975701358,0,0,0.013549218041696,0,0,0,0,0.0123087471164691,0,0,0,0,0,-0.00793817039813359,0.0270015271532137,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0474055680935764,0,0,0,0,0,0,0,0.39445772882927,0,0,0,0,0,0,0,0.0539731992192235,0,0,0,0,0,0.292513184401495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014948171496041,0.0324463746373838,0,0,0,0,0,0
X000568.SZ,0,0.263002909027793,0,0,0,0,0,0,0,0.304065919614843,0.144100554350455,0,0,0,0,0,0.0318554392157673,0,0.0221953073673434,0,0.0597905439027587,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486023716248107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0204003147640251,0.0115781905460779,0,0,0,0,0,0
X002304.SZ,0,0.217137988548966,0,0,0,0,0,0,0.247513565237552,0,0.0680401302793535,0,0,0,0,0,0,0,0.0936424865543081,0,0,0,0,0,0,0,0,0,0,0.184003939614025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031224334863685,0,0,0,0,0,0
