,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000625.SZ,X000568.SZ,X002236.SZ,X600031.SH,X002475.SZ,X002241.SZ,X000338.SZ,X600066.SH,X002456.SZ,X601877.SH,X000100.SZ,X300124.SZ,X002508.SZ,X002085.SZ,X002008.SZ,X300136.SZ,X300003.SZ,X600089.SH,X600177.SH,X600271.SH,X600522.SH,X002294.SZ,X000157.SZ,X600487.SH,X600118.SH,X000981.SZ,X600699.SH,X600867.SH,X600372.SH,X600566.SH,X600809.SH,X002074.SZ,X000050.SZ,X002007.SZ,X000559.SZ,X000066.SZ,X300115.SZ,X002465.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0343010811139198,0,0,0,0,0,0.339636948532363,0,0,0,0,0,0,0,0,0,0,0,0.039143309077313,-0.0343716911382198,0,0.0657003189939545,0.0541902791316925,0,0,-0.0375065729038634,0,0,0,0,0,0,0,0,0,0.220355065804184,-0.0454366520184744,0,0,0,0,0,0,0,0.00277421081663948,-0.0280523741256746,0,0,0,0,0,0
X600104.SH,0,0,0,0.136904088138017,0,0,0,0.0291949501207163,0,0.151694884828827,0,0.343938792630234,0.17307574746922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.083015237012116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131801026581332,-0.0239017107737986,0,0,0.0338060881616058,0.00738636209060657,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.180461856098789,0.0679324062907145,0,0,0,0,0,0.139093632549918,0,0,0.332913303547073,0,0,0,0,0,0,0,0,0,0.16850463252717,0,0.0331883939132416,0.0220564759882378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00541903846745441,0.0489681412975238,0,0,0,0,0,0
X000651.SZ,0,0.0746861263203658,0,0,0.221163084669059,0.0612186466899812,0,0,0,0,0,0,0,0,0.107178095928176,0,0,0,0,0.0742355654442445,0,0,0,0,0.0355211696096538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183454515387816,0,0,0,0,0,0,0,-0.00801253634157614,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.757131188817862,0.0515924430299356,0,0,0,0,0,0,0.0718890205478517,0,0,0.0123794233605747,0,0,0,0.0628587168402693,0,0,0,0,0,0,0,0,0,0,0,0,0.00613272074674146,0,0,0,0,0,0,0,0,0,0.0058296151677042,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0922974949440101,0,0,0,0,0,0.108350598704334,0,0.0251204909864265,0,0,0,0,0,0,0,0.0676031441923983,0,0,0,0,0,0,0.0258279001012454,0,0,0,0.187948617652816,0,0.660517740591779,0,0,0,0,0,0,0,0,0,0,0.012766580674028,0,0.0383368137851479,0,0,0,0,0,0,0,0.0653859422397529,0,0,0,0,0,0
X600276.SH,0,0.228006074933788,0.086323093269137,0,0.0379038651152388,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.195365328296453,0,0,0,0,0,0,0,0,0,0,0,0,-0.0848112183762595,0.0177643793454845,0,0,0,0,0,0,0,-0.0167409030558412,0,0,0,-0.0270805572173403,0,0,-0.134593920448766,0,0,0,0.0149452370154112,-0.0308594458837703,0,0,0,0,0,0
X002304.SZ,0,0.110765293281747,0,0,0.396462867559531,-0.0117756747394724,0,0,-0.0582260788129303,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2627363589913,0,0,0,0,0,-0.0659878873955975,0,0,0.00640842609963068,-0.0593575602324126,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.00621248102007408,0,0,0,0,0.266628989320351,0,0,0.0362611289956256,0,0,0,0,0,0,0.15173345423243,0,0,0.0328005584200461,0,0.0801037201742568,0.0666575634727817,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00139151139766328,0,0,-0.0104040952932152,0,0,0.116230663705048,-0.00951214004184031,0,0,0,-0.0445305251617673,0.0534158232529976,0,0,0,0,0,0
X600690.SH,0,0.152897872337545,0,0.33623665769696,0,0,0,0,0,0,0,0.204150087439224,-8.67361737988404e-19,0,0.0977914972177326,0,0,0,0,0,0,0,0,-0.0203814687532436,0,0,-8.67361737988404e-19,-0.086702127648502,0,0,0,0,0,0.249810703562343,0,0,0,0,0,0,0,0,0,0,0,0.0165409142436713,0,-0.0906104560964718,0,0,0,0.0201599190630841,-0.0102446131865223,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0577602919921682,0,0,0.0500857025589325,0.0326725234189887,0,0,0,0,0.0240999950685618,0,0,0.31013072294471,0,0,0,0,0,0,0,0,0,0,0,0.0283119079723076,0,0,0,0,0,0.173426940854904,0,0,0,-0.103309911863977,0,0,0,-0.0170938562795039,0,0,0,0,0,0,0,0.0345529600325416,-0.0214255340915685,0,0,0,0,0,0
