,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002475.SZ,X002304.SZ,X000063.SZ,X000568.SZ,X000725.SZ,X600031.SH,X600690.SH,X000338.SZ,X000661.SZ,X600809.SH,X600741.SH,X002241.SZ,X600703.SH,X000596.SZ,X300003.SZ,X600183.SH,X601877.SH,X002007.SZ,X002236.SZ,X000100.SZ,X000157.SZ,X300142.SZ,X000066.SZ,X002179.SZ,X300124.SZ,X300136.SZ,X002008.SZ,X600271.SH,X300014.SZ,X002463.SZ,X000977.SZ,X000625.SZ,X002371.SZ,X600177.SH,X002506.SZ,X002129.SZ,X002456.SZ,X600066.SH,X600867.SH,X002049.SZ,X600498.SH,X002508.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.127669635777833,0,0,0,0,0,0.156003701233145,0,0,0.361071034687637,0,0,0,0,0,0,0,0.0281655877556329,0,0.0547784837723767,0,0,0.0347061752147543,0,0,0,0,0,0,0,0,0,0,0,-0.0156549213326263,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114397359479366,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.055527290672359,0,0,0.394317257813146,0,0,0,0,0,0.107530486957646,0,0,0,0,0.0060851283912125,0,0,0,0.000305223157644877,0,0,0,0.0163275511999038,0,0,0,0,0,0,0,0.0233368356114291,0,0,0,0,0,0.0424425577252319,0,0,0,0,0,0,0,0,0,0,0,0,-0.00726055130110695,0,0
X600276.SH,0,0,0,0,0,0,0,0.13398850083346,0,0,0.253268208576928,0,0,0,0,0.0237131962620873,0,0.101155708055539,0,0,0,0.012392464848227,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0678969859094315,0,0,0,0.0252046986054839,0,0,0,0,0,0,0,0,0,0,0,-0.00609554313099745,1.73472347597681e-18,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224233063626565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00469471221416742,0,0,0,-0.0410747268623189,0,0,0,0,0,0.255114789827955,0.0929851086136022,0,0,0,0,0,0.104204907294033,0,0,-0.00695076356295953,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0395282121681837,0,0,0,0,0,0,0,0,0,0,0,0,0.0173685822479442,0,0.509371733774608,0,0,0,0,0,0,0,0,0,0,-0.0362698207911862,0,0,0,0,0,0,0,0,0,0,0,0.0424490219776304,0.0152949657151698,0,0,0,0,0,0,-0.0458598929733141,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167644923694582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000565722061189162,0,0.0045990878640144,0,0,0,0,0,0,0,0,0,0,0.0456085794307933,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591537318890517,0,0.0733544031881905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400819877460902,-0.0484095027759328,0,0,0,0,0,0,0,0,0,0,0,0,0.059409615900566,0,0.0376806192562535,0,0,0,0,0.109551041400905,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.0890202407623186,0,0,0,0,0,0,0,0.0293551390749544,0.0559673189581635,0,0,0,0,0,0,0,0,0,0,0,0.134411491592857,0,0,0.187996326753335,0.10968483191085,0,0,0,0,0,0,0,0,0,0.16934855418027,0,0,0,0,0,0,0,0,0,0,0,0,-0.032413981275461,0,0
X002304.SZ,0.221265245751841,0,0.0879884379494645,0,0.0418132790845757,0,0.152098288052105,0.0513577971471036,0,0.0424883489547478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110899328567889,0,0,0,0,0,0,0,0,-0.0468144731598889,0,0,0.0677204617165032,0,0,0,0,0,0,0,0,0,0,-0.03560495898537,0,0
X000063.SZ,0,0,0,0,0,0,0,0.118046621125321,0,0,0,0,0,0,0,0,0.0936032496441559,0,0.0362892619321419,0.13647257360435,0,0,0,0,0,0.0718585163677767,0,0,0,0,0,0,0,0,0.0740711915357403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0166917179717079,0,0
