,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002475.SZ,X002304.SZ,X600276.SH,X600690.SH,X300014.SZ,X600104.SH,X002129.SZ,X000651.SZ,X000625.SZ,X300124.SZ,X002371.SZ,X000725.SZ,X002049.SZ,X600031.SH,X003816.SZ,X000596.SZ,X002241.SZ,X000063.SZ,X600703.SH,X000338.SZ,X002179.SZ,X600089.SH,X000661.SZ,X600522.SH,X601877.SH,X002074.SZ,X002180.SZ,X300142.SZ,X600884.SH,X600741.SH,X000100.SZ,X000733.SZ,X600460.SH,X600702.SH,X000157.SZ,X600584.SH,X000799.SZ,X601799.SH,X600418.SH,X002236.SZ,X600563.SH,X002414.SZ,X002176.SZ,X000800.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.317027085095005,0,0,0,0,0,0,0,0,0,-0.0487526015645865,0,0,0,0,-0.0287864320256795,0,0,0,0,0,0,0,0,0.0236248751605415,0,0,0,0,0,0,0,0,0.0504279992094647,0.0491600699799764,0,0,0,0,0.0325978230609121,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00227360158427335,0,0
X000858.SZ,0,0,0.234879653245724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605145376929741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272930983568604,0,0,0,-0.0322035095144448,0,0,0,0,0.0301719613735611,0,0,-0.0108680721574472,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.557462378476276,0,0,0,0,0,0,0,0,0,-0.0788266629910974,0,0,0,0,0,0,0.0857192308893268,0,0,0,0,0,0,0,0,0,0.0232547551383461,0,0,0,0,0,0,0.033647348834998,0,0,0,0,0,-0.0196061242511945,0,0,0,-0.0208800279601477,-0.0169642609029515,0,0,0,0,0,0,0,-5.63392029179494e-05,0,0
X000568.SZ,0.0438998842199467,0.0132072439177412,0.143800451469431,0,0,0.0451899768533195,0,0,0.00970274341657128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285328763489445,0,-0.0413965956786616,0,0,0,0,0,0,0.0755995511059488,0,0.416674272843895,0,0,0,0,0,0,0,0,0,0,0,0,-0.0353913605187783,0,0,0,0,-0.0120131539530926,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0404345049484835,0,-0.0122978471177454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0744656273355338,0,0,0,-0.0921730511523122,0,0.656721801043109,0,0,0,0,-0.0156615907455217,0,0,0,0,0,0,0.021035032563205,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290077896260762,0,0.132224185866373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295812442822852,0,0.222423679333096,0,0,0,0.0355890153533761,0,-0.0399481122091286,0,0,0,0,-0.00553939609706882,0,0
X002304.SZ,0,0.0401281496556,0,0.287648947448225,0,0.00141141715608445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025851625829821,0,0,0,0,0.0176806058604685,0,0,0,0,0,0,0,0,0,0,0.0665542807703023,0,0.149197958296556,0,0,0,0,0.0053294807654845,0.0258563250149116,0.0438353263512078,0,0,0,0,0,0,0,0,0,0,-0.020669288204807,0,0
X600276.SH,0,0,0,0,0.093882628315673,0,0,0,0,0,0,0,0,-0.0081571577303755,0,0,0,0,0,0,0,0,0,0.0917298581500435,0,0,0,0.121271603679798,0,0,0,0.105458030968696,0.0214595481926654,0,-0.0170623638337549,0,0,0,0,0.071731958578361,0,0,0,0,0.338743750793445,0.05498625431931,0,0,0,0,0,0,0.0458441796835715,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.058733979001889,0,0,0,-0.0356068705373867,0,0,0.163038035807602,0,0,0,0,0,0.128430723891818,0,0,0.0845685731140455,0.10945971231548,0,0,0,0,-1.73472347597681e-18,0,-0.0403687860305392,0,0,0.0313557516966764,0,0.12819571309084,0.0530559965015679,0,0,0.0764280425654313,0,0.0606857147603714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00335378907828885,0,0
X300014.SZ,0,0,0,0,0,0.142046666997443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0597727383068574,0.111666824969213,0.111658164648837,0,0,0.137815702088112,0,0,0,0,0.0389147163431328,0,0,-4.33680868994202e-19,0.132759154896078,0.0761272169540623,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0
