,X600519.SH,X600104.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000063.SZ,X000625.SZ,X600690.SH,X600703.SH,X600118.SH,X000100.SZ,X600271.SH,X600031.SH,X600372.SH,X000157.SZ,X600089.SH,X000338.SZ,X002241.SZ,X002236.SZ,X002475.SZ,X002292.SZ,X600741.SH,X000559.SZ,X600066.SH,X002129.SZ,X300124.SZ,X600582.SH,X600177.SH,X601877.SH,X600839.SH,X300003.SZ,X002456.SZ,X600435.SH,X000016.SZ,X000568.SZ,X002465.SZ,X002294.SZ,X002008.SZ,X000550.SZ,X000800.SZ,X600498.SH,X002498.SZ,X000623.SZ,X600060.SH,X000977.SZ,X000869.SZ,X600198.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0392313399577267,0,0,0.0150890358983238,0.013000348415633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104565370506688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0.00597814091912014,0,0,0,0.107499562164349,0,0.28078532811627,0,0,0.0897093574272498,0,0,0,0,0,0,0,0,0,0,0,0,0.0507527439021229,0,0,0,0.17407176004247,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,-0.0511024418872855,0,0,0,0,0,0,0,0,0,0,0.00436067423389279,0.0113237069923579,0,-0.0190208689511242,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.153964410387573,0.176574116349744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0846485726734804,0,0,0,0,0.023202545027496,0,0,0,0,0,0,0,0,0,0,0,0.0928186763256653,0,-0.00715965485760861,0.002538769107526,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0475058680235901,0,0,0,0,0,0.0711800235975626,0,0,8.67361737988404e-19,0.0880543938703918,0,0,0,0,0,0,0,0.03092800842949,0,0,0,0,0.020425151182277,0,0,0,0,0,0,0.43663966697239,0,0,0,0,0,0.0428040632776909,0,0,0,0,0,0.00641329906115793,0,-0.0226762547000397,0,0,0,0,0,0,0
X002415.SZ,0,0,0,1.73472347597681e-18,0,0,0,0,0.0840736204802431,0,0,0,0.00950969190336951,0,0,0,0.173867850278788,0,0,0,0,0,0,0,0,0.0989170573935475,0,0,0,0,0.0501877467659843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152101555676825,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.171456182816926,0.0629401824121399,0,0,0,0,0,0,0,0,0,0,0,0.142480971248538,0,0,0,0,0.00493667512089942,0,0,0,0,0,0.0245415114602109,0,0,0,0,0,0,0.535565923578244,0,0,0,0,0,0,0,0,0,0,0.148487986158473,0,0,-0.00469955641488895,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.368036894334401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1475774604308,0,0,0,0,0,0,0,0.0631716910878108,0,0,0,0,0,0,0,0,0,0,0.135518320813275,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0169717743301209,0,0.00154657269105211,0.013343886842122,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.129708320293793,0,0,0,0,0,0,0,0,0,0,0,0.163614073992879,0,0.0169566381940475,0,0,0,0.0599480768179227,0,0,0,0,0,0,0,0,0,0,0.135499678116235,0,0,0,0,0.053745382635224,0,0,0,0,-0.00222238531529302,0.0142905995569622,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.11478952984709,0,0,0,0,0,0,0,0,0,0.160175968830139,0,0,0,0.323718869658134,0,0,0,0,0,0.0663863173641055,0,0,0,0,0,0.0309149550207662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075303467729075,0,0,0,0,-0.017917783298531,-0.0299101323452396,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0.0562376642460118,0,0.0315499070356973,0,0,0,0,0,0.118526236282801,0,0,0.0459595717535799,1.38777878078145e-17,0,0.0710041160040692,0,0,0,0,0.0226018285320376,0,0.00554609490593992,0,0,0,0.128547573555053,0,0,0,0,0,0,0.149190794015712,0,0,0,0,0.0492414321988943,0,0,0.0506188850627526,0,0,0,0,0,0.00703130913457965,0,0,0,0,0,0,0
