,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600066.SH,X600703.SH,X002236.SZ,X000568.SZ,X600271.SH,X000100.SZ,X600031.SH,X600118.SH,X002241.SZ,X600177.SH,X002292.SZ,X000338.SZ,X002007.SZ,X002475.SZ,X600372.SH,X000559.SZ,X002180.SZ,X002456.SZ,X002074.SZ,X002506.SZ,X300003.SZ,X600522.SH,X000157.SZ,X600867.SH,X002426.SZ,X002294.SZ,X002508.SZ,X000981.SZ,X600089.SH,X300124.SZ,X002085.SZ,X000869.SZ,X601877.SH,X002465.SZ,X000050.SZ,X600498.SH,X002179.SZ,X002249.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.270357125142806,0,0.0370334140295697,0.145081786614604,0,0,0,0.152682898033027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511905845082633,0,0,0,0.0332132231285053,-0.057995778729249,0.0483385307013635,0,0,0,0,0,0,0,0,0,0,0.0853834021351097,0,0,0,0,0,0,0,0,0,0.000363504414012946,0,0,0,0,0,0,0
X600104.SH,0.180657829620816,0,0,0,0,0,0,0.163331158521435,0.0193599056357726,0,0,0,0,0,0,0,0,0,0,0,0,-0.00382701651295098,0,-0.00471818764569244,0,0,0.0398575632565912,0,0,0,-0.0212976544865016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357309512374241,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.00758562223666651,0,0,0,0,0.0735059263472047,0,0,0,0,0,0,0,0,0,0.105135954291588,0,0,0,0,0.0693624996218204,0.052629042660827,0,0,-3.46944695195361e-18,0,0.101440899874323,0,0,0.0298826321163604,0,0,0,0,0,0,0,0,0,0.0481865087741425,0,0,0,0,0,0,0,0.0253683645734602,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.261912438649333,0,0,0,0.306728542209116,0,0,0,0,0,0.224722308475947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0914289302329451,0,0,0,0,0,0,0,0.00353707428384876,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.518662563887061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131515818235885,0,0,0,0,0,0,0,0.137316226358513,0,0,0.00423899271882806,0,0,0,0,0,0,0.0440810853185291,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.16893635484932,0,0,0.0546393502954679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,-0.0163344871165427,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0067895716868451,0,0,0,0.213577279219589,0.0937111986394038,0,0,0,0.00407608289173768,0.0437023290448408,0,0,0.0656931927034979,0,0.0231855054820724,0,0,0,0,0,0,0,0,0,0,0.0330651997407716,0,0,0,0,0,0,0,0,0,0,0,-0.0410131452926898,0,0,0,0,0,0,0
X000625.SZ,0,0.0268367757454244,0,0,0.00211131782268556,0,0,0,0.282528436756667,0,0.0833787537447285,0,0,-1.35525271560688e-20,0,0.105602239135543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123933064004495,0,0,0,0.00406268503932804,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.137443742596862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145920067494531,0,0,0,0,0,0,0,0,0.0542348631391466,0,0,0,0,0,0,0,0,0,0,0,0,0.0939441519495585,0,0,0,0,0,0.0687520191599975,0,0,0,0,0,0
X000063.SZ,0,0,0.0307400187680772,0.085305652168155,0,0,0,0,0.0197084321400662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470639113075001,0.0386103832756682,0.0962937373767159,0,0,0,0.0581054364337264,0,0,0,0,0.0285705293107148,0.128994518792181,0,0,0,0,0,0,0.0416789098996962,0,0,0,0,0,0,0,0,0,0,0,0
