,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600031.SH,X000568.SZ,X600066.SH,X002475.SZ,X002241.SZ,X600271.SH,X002236.SZ,X000338.SZ,X002456.SZ,X600118.SH,X600177.SH,X002085.SZ,X000157.SZ,X002292.SZ,X600372.SH,X300124.SZ,X000623.SZ,X000559.SZ,X002007.SZ,X002426.SZ,X300003.SZ,X600867.SH,X002294.SZ,X002180.SZ,X600089.SH,X600522.SH,X002506.SZ,X601877.SH,X000981.SZ,X002074.SZ,X600498.SH,X002508.SZ,X000869.SZ,X000550.SZ,X300136.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.155366515322914,0,0,0.00285725117378932,0,0,0,0,0.0896285253809395,0,0.0873049517611749,0,0,0.0435775183571271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261388683679349,0,0,0,0.0370857923385495,0,0,0,0.0423713168175158,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0615290834491326,0,0,0,0,0,0,0,0.122027092138301,0,0,0,0.00136260908849449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116017711841283,0.0500055720133721,0,0,0,0,-0.107469456906691,0,0,-0.0070282831168958,-0.0174320312940784,0.157991411566165,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0198881529158631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206530183149076,0,0,0.0886105252702353,0,0,0,0,0,0,0,0.198566073915481,0,0,0,0,0,0,0.0434674581975228,0,0,-0.044249522358591,0.0905380836973315,-0.0410697174394285,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662083039959428,0,0,0,0,0,0,0.0723692870411576,0,0,0,0.0131076253886855,0.0590865589035836,0,0,0,0.0441937664642704,0,0.0532433184689661,0.0211485096645535,0,0,-0.0217005222086323,0,0,0,0,0,0.0850848126795624,0,0,0.515739836354815,0,0,0,0,0,0.0125267315936019,0.00813426280687383,0,0,0,0,0,0
X000858.SZ,0.139354626750463,0,0,0,0,0,0,0.00302693377295668,0.0228589823874641,0,0.0645263484543507,0,0,0.0892328352685164,0.353053634223281,0,0,0,0,0,0,0,0,0,0.0019044178559722,0,0,-4.33680868994202e-19,0,0.00455971109216383,0,0.17405364139371,0,0,0,0,0,0,0,0,0,0,0.0195658468442402,0,0,0.0837194908941641,0,0,0,0,0,0.0416385340994347,0,0,0,0,0,0
X600276.SH,0,0,0.0302492316574262,0,0,0,0,0,0,0,0,0,0,0,0.139352397962573,0,0,-0.0440914101569603,0,-0.0739864217688474,0,0.0681353375191172,0,0,-0.0329247415600977,0,0,0,0,0.0528239169998042,0,0,0,0,0,0.263117409077478,0.0354806500555051,0,0,0,0.0722028808725279,0.086649926779437,0.00657702494454319,0,0,0,-0.0944073692118151,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.307575641997068,0,0,-0.0176560921100149,0,0,0,0.0254353749456406,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.00389145661366807,0,0,0,0,0.066559189635003,0,0.0667041476237757,0,0,0,0,0,0,0,0,-0.0224575595975933,0,0,-0.00773749157457815,0,0.139438499374593,0,0.0412503482843485,0,0,-0.0142482469085151,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0950047368653504,0,0,0,0,0,0,0.0353385732493897,0.0620697550728441,0,0,0.0611226317457866,0,0,0,0,0.037076828861362,0,0,0,0,0,0,0,0,0,0,0,0.00397622432510667,0,0.0765309567725321,0,0,0.0918572379420992,0.0175841382045758,0,0,-0.0463787540286654,0,0,0,0,0,0,0
X000625.SZ,0,0.0385231965678437,0.068757669381981,0,0.098746733981848,0,0,0,0,0,0,0.220955882174824,0,0,0,0,0,0,0,0,0,-0.00993719379494042,0,0,0.0190259090243243,0.129662160449812,0,0,0,0,0,0.133670672001428,0,0,0,0,0,0,0,0,0.0631601743134278,0,0,0,0,0,0,0,0,0,0.0358885279786085,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0305112005880432,0,0,0,0,0,0,0,0,0,0,0.0198880694572892,0,0,0,0.0653527945751144,0,0,0.0765929959631959,0,0,0,0,0,0,0,0,0.249989810168354,0.0394695617169046,0,0,0,0.0794874471651211,0,0,0,0,0,0,-0.0264790821599219,0,0,0,0,3.46944695195361e-18,-0.0320555125287988,0,0,-0.0527206596864955,-0.0375732455918246,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.182217532373282,0,0,0,0,0,0,0,0,0.0906106551120558,0,0,0,0.112035807020557,0,0,0,0,0,0.17493613161907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0766110859859092,0.0834979437558011,0,0,0,0,-0.118089629713097,0,0,0,0,0.0335354422971893,0.0472872649743487,0,0,0,0,0,0
X600741.SH,0,0.0359419385982086,0,0,0,0,0,-0.0579542845279594,0.246665979827332,0,0,0,0,0,0,0,0.0229473543289253,0,0,0,0,0,0,0,0.00849710754830969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202532481655326,0.0575282356591415,0,0.0333190610834679,0,0.214326086727283,0,0.0244410299064585,0,0,0.0190558028198239,-0.021378124417199,0,0,0,0,0,0
X600703.SH,0.0474591716549058,0,0,0.10048814785132,0,0,0,0,0.318683892152523,0,0,0,0,0.110892839331428,0,0.104329782566115,0,-0.0789136562977903,0,0,0,-0.0284244096582075,0,0,-0.0105151630317163,0,0,0,0,0,0,0,0,0,0,0,-0.0329847508804804,0,0,0,0,-0.0200231320159601,0.00336153169733796,0.065932892635427,0,0,0,0,0,0,0.0186774874270088,0.0466610718380429,0,0,0,0,0,0
X600031.SH,0,0,0,0.166043318931893,0,0,0,0.0995534409953003,0,0,0.126417883270525,0,0,0,0,0,0,0,0,0,0.11478034956429,0,0.0186499039016533,0.0727743695059006,0.0315472085915397,0.224010272179096,0,0,0,0,0,0,0,0,0,0,0,0.418629855878661,0,0,0.093194090431677,-0.0741382115184749,-0.0304911560358611,0,0,0,0,0,0,0,0,-0.0392319410811751,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.393479620508586,0,0,0,0,0,0,0,0,-0.0809689635903231,0,0,0,0.0472337165136952,0,0,0,0,0,0,0.0626616990947642,0,0,0,0,0,0.188372815514508,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,1.0842021724855e-19,0,0,0,-0.037695488315445,-0.00849914632299841,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0395433323300293,-0.0407587223746721,0,0,0,0.0403512683824598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0974686679505931,0.0515779756978434,0,0,0,0,0,0.0780983919532298,0,0.0212371619714367,0,0,0,0,0,0,0,0,0,0,0
