,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X600276.SH,X002304.SZ,X002475.SZ,X600104.SH,X000651.SZ,X000725.SZ,X600031.SH,X300124.SZ,X003816.SZ,X002129.SZ,X300014.SZ,X002371.SZ,X000338.SZ,X002241.SZ,X002049.SZ,X000063.SZ,X600703.SH,X000596.SZ,X300142.SZ,X002179.SZ,X000625.SZ,X600089.SH,X601877.SH,X000100.SZ,X000661.SZ,X000157.SZ,X600741.SH,X002180.SZ,X600460.SH,X000733.SZ,X600884.SH,X600522.SH,X600702.SH,X000799.SZ,X002074.SZ,X002236.SZ,X600584.SH,X002414.SZ,X000800.SZ,X600779.SH,X002432.SZ,X000977.SZ,X600183.SH,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.219099809092788,0,0,0,0.190325007652063,0,0.121151704571465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0849572054923905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0364553862409396,-0.0222141203652448,0.0258915205353985,0,0,0,0,-0.0236428615552965,0,0,0,-0.0225712039763376,0,0
X000858.SZ,0,0,0,0.0271107620727392,0.184521561572632,0.106966041169337,0,0.162426270726992,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0968318749801854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0726112642890251,0,0.096976360527937,0,0.00895893215553908,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,-0.00898130009709653,0.00984563651824605,0,0,0,0,0,0
X002415.SZ,0,0,0,0.137833431870026,0,0,0,0.0236697002792213,0.0961505693050204,0,0,0,0,0,0,0,0.100679187862065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319542447655003,0.0989992504386936,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.212227147757575,0,0,0.0135858949828065,0,0.00830632186780836,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.585317505650592,0,0,0,0,0,0,0,0,0,0,0,0,0.00578419071358111,0,0,0.0535762383507392,0,0,0,0,0,0,0,0,0,0.0733787976295966,0,0,0,0,0.110604666138096,0,0,0.146843776494154,0.0333526011276772,0,0,0,0,0,0,-0.0555167750599257,0,0,0,0,0.0214835168677572,-0.00339552965018419,0,0,0,0,0,0
X000568.SZ,0.228117188330134,0.0979343506382183,0,0.0399024365555473,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868552609044541,0,0,0,0,0,0.193013914406339,0,0,0,0,0,0,0,0,0,0.109020445256334,0,0,0,0,0,0,0,0,0,0,0,0,0.0227913166890861,0,0,0,0,0,0.0466916470928538,0,0,0,0,0,0
X600690.SH,0.116299659449656,0.0487871052171836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131654368055864,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00282420008022561,0,0,0,0.0532475199209354,0,0,0,0,0,0,0,0.23702982104493,0,0,-0.014069414146817,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.222108581533546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218806619898296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114465439929891,0,0,0,0,0,0,0.0490664973461278,0,0,0,0,0,-0.017760074839801,0,0,0,-0.0448023834819034,0,0
X002304.SZ,0.0695331420497695,0.0774095413714683,0,0,0.0630849674310388,0.0524593447676299,0,0,0,0,0,0,0.00249503940257297,0,0.0924033583552835,0,0,0,0,0,0,0.0797409136472953,0,0.260031001993103,0,0,0,0,0,0,0,0,0.182228573809444,0,0,0,0,0,0,0,0,0,0,0,0.00820467567551847,0.011218366395963,0.0276412445169842,0,0,0,0,0,0,0,0,0,0.0195714533365468,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213881407805461,0,0.454290183586103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238344368860571,0,0,0,0,0,0
X600104.SH,0.0319542499526209,0,0,0,0,0,0,0.0903567368669849,0,0,0,0.0275998781577642,0.0288448469529529,0,0.118077659038692,0,0,0,0.0172954554457414,0,0,0.0239551240304155,0,0,0,0,0.166027649544157,0,0,0,0,0.0860377421257366,0,0.0221261280990676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00707302839466422,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.139656622423677,0,0,0,0,0.128354597077112,0.0735101920762396,0.0180200802320181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16496727784302,0,0,0,0,0,0,0,0,0,0,0,0.0526346973837041,0,0,0.0544193847312099,0,0,0,0,0,0,0,-0.0300970495277395,0,0,0,-0.018330905743954,0,0
X000725.SZ,0,0,0,0,0,0,0,0.0122865826812893,0,0,0,0,0,0,0,0,0,0,0.207426085804254,0,0,0,0,0,0,0,0.138874223990782,0,0,0.115873378030315,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522696892471387,0,0,0.0455753765807274,0,0,0,0,0,0.00154812508022889,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159113988111813,0,0,0,0.0289111941525783,0.306889803800247,0.0618557273089469,0,0,0,0,0.0389037398551603,0,0,0,0,0,0.0231687921574193,0,0,0,0,0,0,0,0,0,0,0,0,0.09250155200381,0,0,-0.0132011013022176,0,0,0,0,0.01043053516211,-0.025495485796854,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0.0184975652667239,0,0,0,0,0.255095387436428,0,0,0,0,0,0,0,0.151636048982194,0.0456179409829121,0,0,0,0,0,0,0,0,0,0,0,0.0638435791868233,0,0,0,0,0.133367160568444,0,0,0,0.0655404980448664,0,0,0,0,0,0.117701785674235,0,0,0,0,0,0,0,0,0,0
