,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600276.SH,X000063.SZ,X600690.SH,X600031.SH,X600372.SH,X000338.SZ,X000157.SZ,X002241.SZ,X600741.SH,X600089.SH,X600703.SH,X000100.SZ,X601877.SH,X002236.SZ,X000623.SZ,X000581.SZ,X000550.SZ,X600271.SH,X000559.SZ,X600118.SH,X000568.SZ,X002475.SZ,X000050.SZ,X600066.SH,X600177.SH,X002294.SZ,X300124.SZ,X002456.SZ,X600839.SH,X002129.SZ,X000869.SZ,X002007.SZ,X000800.SZ,X000400.SZ,X002292.SZ,X300003.SZ,X300146.SZ,X600435.SH,X000970.SZ,X002038.SZ,X600809.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432159792932813,0,0.0981933770942089,0,0,0,0,0,0.141115339953414,0,0,0,0,0,0,0,0,0,0,0,0,0.0144184475510141,0,0.0314844610655976,0,0,0,0.0171700326175227,0,0,0,0,0.0773204650900575,0,0,0,0,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,0.198068264939084,0.16117432346843,0,0,0,0.0665939678601035,0,0,0,0,0,0.103373353771184,0,0,0,0,0,0,0,0.156958594559146,0,0,0,0,0,0,0,0,0,0,0,-0.059466268624082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018789331914986,0,0,0,-0.055205476646836,0,0
X000651.SZ,0,0.0476525415920876,0,0,0,0,0,0,0,0,0.0767061932296621,0,0,0,0,0,0,0,0,0.0141037251267461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000208407368710144,0,0,0,0,0,0,0,0,0,0.0207782366135036,0,0,0,0.0013510248708118,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465904665456012,0.33672838886631,0,0.133333749694431,0,0,0,0,0,0,0,0,-0.0354416367149262,0,0,0,0,0,0,0,0,0.074330175981776,0,0,0,-0.136000667169675,0,0,0,0,0,0,0,0.0116349813661295,-0.016549100521115,0,0,0,0,0,0
X002415.SZ,0,0,0.115599911240019,0,0,0,0.00132006180725231,0,-0.00206246679641677,0,0,0,0.145412757501887,0,0,0,0,0.0115696347863436,0,0,0,0.281432265610109,0,0,0.109878039730316,0,0.0147076341145912,-8.67361737988404e-19,0,0,0.00220468447970789,0,0,0,0,0,0,0.155881030133391,0.0409783226090804,0,0,0,0,0,0,0,0,0,0,0,0,-0.00370473753387196,0,0,0,0,0,0,0
X000858.SZ,0,0.0635308311612598,0,0,-1.0842021724855e-19,0,0.0704125617149619,0,0,0,0.0518637295712785,0.01277473196571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271309367145512,0,0,0,0,0,0,0,0,0,0.0379568931274078,0,0,0,0,0,0,0,0,0,0.15694558301593,0,0,0,0.00739609648247994,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.102222341314967,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156790313226472,0,0,-0.071494945982163,0,0,0,0,0,0,0,-0.0637409066659232,0,0,0,-0.0332787006358397,0,0,0,0.035308951537263,0,0,0,0,0,0,0,0,0.1726408415854,0.326090061940658,0,0,0,0.0192248501785545,0,0,0,0,0,0
X000625.SZ,0.135756726623693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120086728068863,0.0644197016813125,0,0,0,0.0829048168274637,0,0,0.0623359342002118,0.00387105971610083,0,0.110441705695472,0,0,0,0,0,0,0,0,0,0,0,0.0629947857022063,0,0,0.0997127182497083,0,0,-0.071701272412952,0.0587434183023605,0,0,0,0,-0.00453257675864815,-0.00534405446588976,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.110308659839312,0,0,0.0522482796555195,0,0,0.0484784090405397,0,0,0,-0.112948870517521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297483204096922,0,0,0,0.200823607467236,0,0,0,0,0,0.00356234035463955,0,0,0,0,0,0.00416345381289232,0.00744674669477094,0,0,0,-0.048072216925542,0,0
X000063.SZ,0.175921857596324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0699738396261293,0,0,0.048540420869635,0,0,0,0.0159929746508416,0,0.00738377694215126,0,0,0,0,0,0,0.0452509910860751,0,0,0.0276389333601535,0,0.0878169207720444,0,0,0,0,0,0,0,0,0,0,0,0.000917722918835776,0,0,0,0,0,0,0
