,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600690.SH,X000568.SZ,X600276.SH,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X300124.SZ,X000725.SZ,X002371.SZ,X002304.SZ,X000338.SZ,X600031.SH,X000625.SZ,X000596.SZ,X000063.SZ,X000100.SZ,X002179.SZ,X300014.SZ,X600089.SH,X000157.SZ,X600703.SH,X002463.SZ,X600372.SH,X000977.SZ,X002236.SZ,X002241.SZ,X600066.SH,X000921.SZ,X002028.SZ,X600741.SH,X600522.SH,X600183.SH,X002049.SZ,X000661.SZ,X601877.SH,X600584.SH,X002129.SZ,X002180.SZ,X000800.SZ,X002085.SZ,X002223.SZ,X002074.SZ,X600487.SH,X600177.SH,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.017066828009988,0,0,0.202099946959363,0,0,0,0,0,0,0,0,0.0351834175918811,0,0,0.0156355024588833,0.0928631844422921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409786067729307,0,0,0,-0.0105853293682252,0,0,0,0,0,0,0,-0.0123683730836757,-0.00127183025933324,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.37835507240766,0,0,0,0,0,0,0,0,0.192296729996278,0,0,0,0.0894699300735709,0,0,0,0.0133606378498717,0,0,0,0.0208392102773296,0,0.00998483038646231,0,0,0,0,-0.0291110576921448,0,0,0,0,0,0,0,0,0,0,0.00381415666619807,0,0,0,0,0,0,0,-0.0291420993001321,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.374788702625838,0,0,0,0,0,0.0857470931607235,0,0.0543608284479701,0,-0.0338688142804754,0,0,0.0131103990028993,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.042959571845146,0,0,0,0,0,0,0,0,0,0.0459255879997772,0,-0.0131485732118848,0,0,0,0,0,0,-0.0568795519843353,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0560533530229157,0,0,0.053873642865955,0,0,0,0,0,0.133476193812341,0,0,0,0,0,0,0,0,-0.0501111772110445,0,0,0,0,0,0.132950237157017,0,0,0,0,0,0,0.0188006480919558,0.0603213904935435,0,0,0.0460929391428268,0,0.0195395429379657,0.0935474617628704,0,0,0,0,0,0,0,0,-0.00926855339669306,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.0645403439050244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00990310939278756,0,-0.0288621654095367,0,0,0,0.281001249837393,0.0408185852724667,0,0,0,0,0,-0.0254444151162187,0,0,-0.0751728805342064,0,-0.0360853830647634,0,0,0,0,0,0,-0.0134547935934631,0,-0.0405859130315263,0,0,0,0,0
X000568.SZ,0,0.804019905582497,0.361661655741614,0,0,0,0,0,-0.0159126273644658,0,0,0,0,0,0,0,0,0,0,0,0.0128990013445702,0,0,0,0,0,-0.154654272142165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100732477281157,0,0,0.0483757819945487,0,0.0206995472035767,0,0,0,0,0,0.0314681157998647,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599668241604859,0.11431032784219,0,0,0,-0.0242937681148335,0,0,0,0,0,-0.00355647559690646,0,0,0,0,0,0,0,0.231380879100793,0,0,0,-0.0423552480169516,0,0,0,0,0.274347501150939,-1.73472347597681e-18,0.0232906681781337,-0.0034767210942313,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.217869602838079,0.08059564058392,0,0,0,0,0,0,0,0,0,0.0176553664518567,0,-0.212427481571765,0.0568562894505424,0,0.150152140173151,0,0,0.117569846779575,0.0448785555741345,0,0,0,0,0,0,0,0.176680879776738,0,0,0,0,0,0,0,0,0,0.00832523710472556,0,-0.010680651044415,0,0,0,0,0,0,0,-0.00194961518164375,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250308021393903,0,0,0,0,0,0,0.186288485769974,0,0,0,0,0,0,0,0,0.432687496599048,-0.0133789224999444,0,0,0,0,0.0102813140535481,0,0,0,0.0526682166923976,0,0,0,0.0508462331296607,0,0,0,0,0.0169269963170691,0,0,-0.0174295396391041,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.214566512219484,-0.0297341709817535,0,-0.0663376922985684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102731906022017,0,0,0,0,0,0,-0.0105139809568847,0,0,0,0,8.67361737988404e-19,0,0.0685415103628202,0,0,0,0,0,0,0,0,0,0,0.0105601238119083,0,0.0619480463170494,-0.0911176672492763,-0.00828126721034626,0,0,0,0,0,0
