,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X600104.SH,X000651.SZ,X600276.SH,X300124.SZ,X000725.SZ,X300014.SZ,X600031.SH,X003816.SZ,X002129.SZ,X002371.SZ,X002241.SZ,X000063.SZ,X002049.SZ,X000625.SZ,X000596.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X300142.SZ,X601877.SH,X600741.SH,X600460.SH,X600522.SH,X000100.SZ,X000661.SZ,X000733.SZ,X002180.SZ,X002074.SZ,X000157.SZ,X600702.SH,X002236.SZ,X600884.SH,X000799.SZ,X601799.SH,X600584.SH,X000800.SZ,X600372.SH,X002414.SZ,X002176.SZ,X002056.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0561666760172963,0,0,0.226788926002884,0,0.0770945334735348,0,0,0,0,0,0,0,0,0,0,0,0,0.0442520432960025,0,0,0.0740655312675161,0,0,0,0,0,0,0.0508224334610235,0,0.0104685154660198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137335588992107,-0.0243546067895343,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.182575079113273,0,0,0,0,0,0,0,0,0,0.0662546809621156,0,0,0,0,0.0693407284695373,0,0,0.111101553733807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261702746384624,0,0,0,0,0,0,0,0,0,0.0306340630039362,0,0,0,-0.0239806854302767,0,0,0,0,0,0
X002415.SZ,0,0,0,0.129119285359446,0,0,0,0,0,0,0,0.179385748677084,0,0,0,0,0,0,0.147388113948243,0,0,-0.349921518985592,0,0,0,-0.039714310528033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.538701111328165,0,0.0625442309074276,0,0,0,-0.0556139983747442,0,0.106709574382198,0,0,0,-0.031404348408349,0.0529101973119451,0,0,0,0,0,0
X600809.SH,0,0,0.0905850743959102,0,0.357885897635142,0,0,0,0,0,0,0,0,0,0,0,0,0.023316451190023,0,1.38777878078145e-17,0,0,0.169748791574178,0,0,0.131805695026069,0,0,0,-0.106484735021738,0,0,0,0,0.0927784511147654,0,0.0020939787233844,0,0.200184097102229,0,0,0,0,0,0,0,0,0.0244042242412533,0,0,0,0,0.00632055579746198,0,0,0,0,0,0
X000568.SZ,0,0.241231070828937,0,0,0,0,0.102904970808516,0,0,0,0,0,0,0,0,0,0,0.127296632130569,0,0.0425251672564805,0,0,0.101854308250788,0,0,0,0,0.0306408558562057,0,0,0,0,0,0,0,0,0,0,0.033204777306416,0,0,0,0,0,0,0,0,0,0.0320887622324111,0,0,0.0180998050989086,0,0,0,0,0,0,0
X600690.SH,0,0,0.00180235504357306,0,0.01714794428829,0,0.124383458913509,0,0,0,0,0,0,0,0.132707974528234,0,0,0,0,0.0745790382183722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,-0.0283620736911494,-0.0148233645146715,0,0,0,0,0,0
X002304.SZ,0,0,0,0.00558279115360192,0.199755453308866,0,0,0,0,0,0,0.138045865627066,0,0,0,0.221064224493596,0,0,0,0.081026540830799,0,0,0.0899607818967744,0,0,0,0,0,0,0,0,0.0274781416891294,0,0,0,0,0,0,0.155202887294009,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0601581781217104,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148378492390431,0.413950250851292,0,0,0,0,0,0,0.00329972372721357,0,0,0,0,0,0.0306233316616457,0,0,0,0,0,0,0,0.106633187337564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174951989834613,0,0,0,0,0,0.128127769739811,0,0,0,0,0,0,0,0.148202894301603,0,0,0,0,0,0.0397561652071191,0,0,0,0,4.33680868994202e-19,0,0.0428445636208527,0,0.0863129513116445,0,0,0,0,0,0,-0.00794830065617161,-0.00246724260196629,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.141330206105128,0,0,0,0.0280394687929219,0,0,0,0.187778208301168,0,0,0,0,0,0,0.0107067773449238,0.01203366326839,0,0,0,0.0999085929408565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0634841116316769,0,0,0,0,0,0,0,-0.029638148854131,-0.0139296983535654,0,0,0,0,0,0
