,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X000559.SZ,X600118.SH,X600271.SH,X000100.SZ,X600066.SH,X600372.SH,X000157.SZ,X002241.SZ,X600741.SH,X002292.SZ,X002475.SZ,X002236.SZ,X600089.SH,X000338.SZ,X300124.SZ,X002465.SZ,X600839.SH,X600177.SH,X000568.SZ,X002074.SZ,X300003.SZ,X002129.SZ,X002294.SZ,X002276.SZ,X000977.SZ,X600867.SH,X000800.SZ,X600498.SH,X600582.SH,X002506.SZ,X000869.SZ,X002008.SZ,X002085.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.124279855142544,0,0,0,0,0.0945253353157419,0.36123490736432,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019799378194229,0,0,0,0,0,0,0,0,0,0.00663502750434377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225588791967746,0,0.00246231455636228,0,0,0,0,0
X600104.SH,0.0583221163269245,0,0,0,0,0,0,0,0.349565007850844,0,0,0.00646850350726801,0.0403575473339269,0,0,0,0,0,0,0,0,0,0,0.204872284503012,0,0.141398183406636,0,0,0,0,0,0.0893828802484634,-0.00794699210808789,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0563626874383548,0,0.0154626767197528,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,-0.0359227610247813,0,0,0,0,0,0,0.0179792986914652,0,0,0,0,0,0,0.0857522625951667,0,0.193680833457447,0,0,0,0,0.0529124439238423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369188324694704,0,0,-0.101778363874692,0,0,0.0498421604919533,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0871884278299488,0,0,0.274617832574753,0,0,0.0270453269033564,0,0,0,0.085416691337481,0,0,0,0,0,0.00193905343847446,0,0,0,0,0,0,0,0,0,0.0727183095811854,0,0,0,0,0.0972093779158638,0.0135253980857043,0,0,-0.0358470254258598,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00530794755923563,0,0,0.091472828113113,0,0,0,0,0.179232962219295,0,0.0013763873809779,0,0,0,0.0865803388937645,0,0,0,0,0,0,0,0,0,0.015220301361809,0,0,0,0.156826127918169,0,0,0,0,0,0,-0.00919199442701704,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.0923688531105378,0.0289314935457807,0.0772683113385214,0,0,0,0,0,0,0,0,0,0.0480895869633206,0.0857258571197824,0,0,0,0,0.0403213020426047,0,0,0,0.0189911461703977,0,0.231654200479942,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.0507778559941836,0,0,0,0,0,0,0,0,0,0,0,0,0.230192728141045,0,0,0,0,0,0,0,0,0,0.405518195544953,0,0,0,0,0,0,0,0,0,0,0,0.134237633283242,0,0,0,0,-0.00085693193627499,0,0,0,0,0,0,0
X000625.SZ,0,0.0178810445794907,0,0,0,0,0,0,0,0,0.070491941011145,0,0,0.0684464142173978,0,0,0,0,0,0,0.139235543516187,0.22579695305394,0,0,0,0,0.148655113133004,0,0,0,0,0.0816088229253731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.234779071816297,0.00809446460682952,0.0779838791085393,0.208423399393872,0,0,0,0,0,0.0676815881820802,0,0,0,0,0.0521163843827234,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.017197381233846,0,0.0169307799040593,0.00474957550399997,0,0,0,0.155042859624752,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.0451366235744994,0.135317932685824,0,0,0,0,0,0,0,0,0,0,0,0.100424877836362,0.179365488195731,0,0,0,0.20048480506436,0.0204399159378411,0,0,0,0,0,0,0,0,0,0.0703672069195158,0,0,0,0,0,0,0,0,0,0,0,-0.0395423576461644,0.0133167820509186,0,0,0,0,0,0
X600703.SH,0,0.0244184839102919,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.187949666969595,0,0,0,0,0,0,0,0,0.314621974423341,0,0,0.0172999572295694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277532442718046,0,0,0,0,0,0,0,0,-0.0141250989106729,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162032159779057,0,0,0,0,0.36584021754662,0,0,0,0,0,0,0,0,0,0.0131500782055709,0,0,0,0,0,0,0,0.001993339321658,0,0.0532971657756328,0,0,0,0,0.216860243621335,0,0,0,-0.004993426345222,0,0,0,0,0,0,0
