,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600066.SH,X600741.SH,X002241.SZ,X002236.SZ,X000568.SZ,X600031.SH,X000100.SZ,X600271.SH,X002456.SZ,X002475.SZ,X600118.SH,X600177.SH,X002292.SZ,X000338.SZ,X000157.SZ,X002180.SZ,X002007.SZ,X000559.SZ,X600372.SH,X300003.SZ,X600867.SH,X601877.SH,X002506.SZ,X600498.SH,X002085.SZ,X300124.SZ,X002074.SZ,X002294.SZ,X600522.SH,X002508.SZ,X002426.SZ,X600089.SH,X000977.SZ,X000050.SZ,X600418.SH,X002249.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0483540695618769,0.0837367388691417,0,0.0438710317172346,0,0.375961738819751,0,0,0.0790535458304467,0,0,0,0,0,0,0.0172671482339987,0,0,0,0,0,0,0,0,0,0,0,0.0987698727500879,0,0,0,0,0,0,0,0,0,0.0254863276915813,0,0,0,-0.0288446206139114,0,0,0,0,0,0,0,0.0975060912829197,0,0,0,0,0,0,0
X600104.SH,0.158421139841071,0,0.0798033287845893,0,0,0,0,0,0.393235771010926,0.0601873390731933,0,0,0,0,0.0395589353406428,0,0,0,0,0,-0.0179823711300028,0,0,0.0312398171874499,0,0,0,0.0396890459751737,0,0,0,0,0,0.0192039925965716,0,0,0,0,0,0,0,0,0,0,0.0193203785772733,0,0,0,-0.011830561221706,0,0,-0.0634652511981712,0,0,0,0,0,0
X002415.SZ,0,0,0,-0.0434015466734096,0,0,0,0,0,0,0,0,0,0,0.000757035583895182,0,0.10147807773763,0,0,0,0,0.115925624719443,0,0.0253373220269677,0,0,0,0,0.0921952380784228,0,0,0,0,0.012553400231775,0,0.0976798754088759,0,0,0,0.233676150534882,0,0.171820193585713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0244623657797144,0,0,0,-0.0633535800505451,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.108191783345137,0,0,0,0,0,0,0.426562492043074,0,0,0,0,0,0,0,0,0,0,0.00466498009482678,0.104232299321418,0,0,0,0,0,0,0.0660711350885836,0,0,0.0100360511090774,0,0.0223534432470644,0,0,0,0.0843509180464761,0,0.0590066177163225,0,0,0,-0.00198924161906477,0,0,0,0,0,0,0
X600276.SH,0.0833715169567227,0,0,0,0,0,0,0,0,0,0,0,0,0.0346833246324727,0,0.00246135789786616,0.110306753255597,0,0,0,0,-0.0449181610007635,0,0,0,0,0,0.0638831588661845,0,0,0,0,0,0.0977589313815854,0,0,0,0,0.0855523474941453,0,0,0,0,0,0,-0.0437151116441124,0,0,-0.00196705789609742,0,-0.0209509985462159,-0.067929837580113,0,0,0,0,0,0
X002304.SZ,0.0382953181105171,0,0,0,0.00039846249562695,0,0,0,0,0,0,0,0,0,0,0,0.310543880873411,0,0,0,0,0,0,0,0.00329514522945944,0,0,0.0829751703183232,0,0,0.135667292908493,0,0,0,0,-0.0847467206229143,0,0,0,0,0.150786119709381,0,0,0,0,0,0,0,0,0,0.0107375150296008,0.0735388252923054,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233330968734068,0,0.0844920571108411,0.146820703048278,0,0,0,0,0,0.0304901128800129,0,0.0336407314056771,0,0.00426912978863586,0,0,0,0,0,0,0,0,0,0.081629967545505,0,0,0,0,0,0,0,0,0,0.0246342400906655,0,0,-0.0577398622383886,0,0,0,0,0,0,0
X000625.SZ,0,0.0934078802521857,0,0,0,0,0,0,0,0.0239942267340743,0,0,0.0224525583803116,0.112319655536977,0,0.0972959838647825,0.0340916535328628,0,0,0,-0.0070126914466075,0,0,0,0,0,0,0,0,0,0.0993241154055109,0,0,0,0,0,0,0,0,0,0.0467611460063146,0,0.0227221054493361,0,0,0,0,0,0.0265979784599521,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.108486869586788,0,0,0,0,0,0,0,0,0.0907933421692495,0.0288053965209267,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151336943828604,0,0,0,0,0,0,0.0019629415558864,0,0,0,0.0593647995817196,0,0.0859149734471672,0,0,0,0,0,0,0.0114047913020376,0,0,0.0385152333305184,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.021518819780863,0,0.119215836542976,0,0,0,0,0,0,0,0.0518551211679851,0,0,0,0,0,0.14501284829947,0,0,0,0,0,0,0,0,0.0353208815885002,0,0,0,0.00992971723848201,0,0.116852557425806,0,0,0,0,0.0155972684843143,0,0.110132824784163,0,0,0.0312773042215253,0,0,0,0,0,0.0131237355449318,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0412811763519326,0,0,0.196572165983944,0,0,0,0,0,0,0,0,0,0.0144235102828187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0956217997179908,0,0.0303947725131733,0,0,0,-0.0316596222828459,0.0624988336905801,0,0,0,0,0,0
X600066.SH,0,0.0994720120715409,0,0,0,0,0,0,0,0.0113833513671771,0,0,0,0.165346705617674,0,0,0.0152933784540286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580456882986708,0.137812073111541,0.0684392331732261,0,0,0,0,0,0.00849855051765956,0,0,0.0163547675160266,0,0,0,0,0,0
X600741.SH,0,0.302130953610229,0,0,0.09876380644104,0,0,0,0.164600881796515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134653937937013,0,0,0,0.0480607233572526,0,0,0,0,0,0,0,0,0.0137191727619561,0,0,0,0,0,0,0,0.0702833817779032,0,0.145391984008279,-1.73472347597681e-18,0,0,0,0.0766773264726986,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0769331990859407,0,0,0,0.136941770533044,0,0,0,0,0,0.00297160228752385,0,0,0.0227659666692045,0,0,0.0771911106072206,0,0,0.0472710433117088,0,0,-0.0860282569562996,0,0.0613729816809277,0,0.256458420796867,0,0,0,0,0,0,0,0.18242470468817,-0.0317264493240835,0.116446046736413,0,0,-0.0233902078734286,0.0565986658111681,0,0,0,0,0,0
X002236.SZ,0,0,0.13898966444227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609121186475268,0,0,0,0.0419191200132403,0,0,0,0.0655908553548222,0.153494315354337,0,0,0,0,0,0,0,0,0,0,0.0381194803575267,0,0,0,0,0.106105373354698,0.108877258412963,0,0.0320382977883936,0,-0.0333899078857759,0.00808882048730477,0,0,0,0,0,0
X000568.SZ,0,0,0.129826495004227,0,0.359852965983928,0,0.101385533752391,0,0,0,0,0,0,0,0.014723423012726,0,0,0,0,0,0,0,0,0,0,0,0,0.0222296025178451,0,0,0,0,0.0375245280970705,-0.0555401856216232,0,0,0,0,0,0,0,0.069451580489777,0,0,0,-0.0885745354652498,0,0,0,0,0,0,0.00964084409162355,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.0845271168165807,0,0,0,0,0,0,0,0,-0.00483573552733144,0,0.0676166364720601,0,0,0,0,0.0642185656085775,1.73472347597681e-18,0,0,0,0,0.0936058254454294,0,0,0,0,0,0,0,0,-0.0231810439607056,0,0,0.0685146499328406,0,0,0,0,-0.0267338617405077,-0.0455661194698929,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0.0982999818424444,0,0,0,0,0,0,0,0,0,0.016264603325991,0,0,0,0,0,0,0,0,0,0,0,0,0.0285388007566031,0,0,0,-0.0189140940212235,0,0.0385343843836112,0,0,0,0,0,0,-0.0139500486128376,0,0,0,0.00190607919230362,0.0802118006138005,0,0.00416445618908634,0.00864048886070116,0,0,0.104004555798124,0.0402708179048141,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27321708028627,0,0.0300256608039661,0,0,0,-0.0984679416595814,0.0964481085161197,0.103452147043522,0,0,0,0,0,0,-0.0397050928269547,-0.0519907857381185,0,0,0,0,0,0.060032610944466,0,0,0.0696474746937476,0,0,0,0,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204147602587324,0,0,0.160508509175147,0,0,0,0,0,0,0,0,0.0536109224694127,0,0,0.257010275290749,0,0,0,0,0,0.0959817355199152,0,-0.00690316597876146,0.322583231090527,0,0,0,0,-0.145481087228631,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,-0.358333308102501,0,0,0,0,0,0,0,0,0.113345694939852,0,0,0,0,0,0.201631498728849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0641825967891968,0,0,0,0,0,0,0,0,0,0.236365482015641,0,0,-0.0397703123361834,0,0.0410538972797972,0.0109648607960285,0,0,0,0,0,0
X600118.SH,0,0,0,-0.0513909214996759,0,0,0,0,0.0655207774944913,0,0,0,0,0,0,0,-0.00488876480423308,0,0,0.141503414224679,-0.00328076191460105,0,0,0,0,0,0,-0.0303533623383243,0,0,0.311160534308602,0,0,0.047616788698766,0,0.0359598002981111,0,0.0565953931371744,0,0,0,0,0,0,0.10511116578803,0.0516358493234714,0,0,0,0,0.0295688821386489,0,0,0,0,0,0,0
