,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002475.SZ,X300014.SZ,X002304.SZ,X600690.SH,X600104.SH,X000651.SZ,X002371.SZ,X600031.SH,X000725.SZ,X002241.SZ,X300124.SZ,X600703.SH,X003816.SZ,X002129.SZ,X000063.SZ,X002049.SZ,X000338.SZ,X000596.SZ,X000625.SZ,X000661.SZ,X002179.SZ,X601877.SH,X300142.SZ,X600460.SH,X600089.SH,X000100.SZ,X002074.SZ,X600741.SH,X600702.SH,X002236.SZ,X000799.SZ,X600779.SH,X000733.SZ,X601799.SH,X600884.SH,X000157.SZ,X600584.SH,X600563.SH,X002414.SZ,X600522.SH,X002180.SZ,X600183.SH,X002007.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.533634424950332,0,0,0,0,0,0,0,0,0,0,0,0,-0.0352618989100822,0,0,0,0,0,0,0,0,0,0,0,0,0.0182002498873473,0,0,0,0,0,0,0.0767657808402867,0,0,0,0,0,0,0,0,0,0,-0.00347930978046701,0,0,0,0,0,0.0005308866175863,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.202250326669493,0,0,0,0.0578703718872481,0,0,0,0,0,0,0,0,0,0,-0.0633011905888849,0,0,0,0,0,0,0.0556034781811261,0,0,0,0,0,0,0,0,0.0881773020006487,0,0.202388036440595,0.0790120311609942,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0178895960563285,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.125498196103704,0.194545843731655,0,0,0,0,0,0,-0.00658154035449136,0,0,0,0,0,0,0,0,0,0,-0.030466505793658,0.0525339724811648,0,0,0,0,0,0,0,0,0,0,0,0.0137966049682032,0,0,0,0.0619299298358511,0,0,0,0,0,0,0.0100361938143917,0.00773771390803079,0,0,0,0.035772308140376,0,0
X600809.SH,0,0.166485314937174,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100471914803241,0,0,0,0,0,0,0,0,0,0.0435343001256235,0,0,0,0.0450762807004423,0,-0.126750826504095,0,0,0,0,0.350384263622805,0.0399870041661138,0,0,0,0,0,-0.071887675337217,0,-0.081418409932789,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,0,0.0232644554667144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256188333089194,0,0,0,0,0,0,0,0,0,0,0.00568106417641198,-0.032570950519711,0.130273049855447,0.20222203844943,-0.109383920424623,0,-0.119256281218591,0,0,0,0,-0.117154770022651,0,0,0,0,0,0.0268805988919434,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.162017788366989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458518407699539,-0.031284016987742,0.119445649537969,0.0126210417254785,-0.0233253389368845,0,0,0,0.120392528946175,0,0,0.129832360971576,0,0,0,-0.241556607846722,0,0,0,-0.0314472439438853,0,0,0,0,-0.0313474821304581,0,0,0.00461099438813081,0,0,0,0,0,0
X002475.SZ,0,0.0505030780504615,0,0,0,0,0,0,0.0726141388643642,0,0,0,0.0680414469179375,0.0686862714482606,0,0,0.198396253847184,0,0,0,0,0,0,0,0,0,-0.143333809603669,-0.0474841420401833,0,0.134101455683554,-0.0329058962993091,0,0,0.0904256077833902,0,0,0,0,-0.0177161258847979,0,-0.0181071118995159,0,0,-0.0580830949603859,0,0,0,0,0,0,0,0,-0.000380369837992157,0,0,0,0.133912957511528,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805968985105745,0,0,0,0,0,0,0,0,0.0588048982313782,0,0.123843431837429,0.122758952099786,0,0,0,0.141135818047778,0,0.109113918160907,0,0,0,0.0305174697861396,0,0,0,0,0,0,-0.0442400652525976,0,0,0,0,0,0,0.0886931009025664,0,0,0,0.0717574611619837,0,0
X002304.SZ,0,0.102545832299966,0.179090285109769,0.225724360722018,0,0,0,0,0,0.0874732217408397,0,0,0,0,0,0,0,0,-0.097576423348329,0,0,0,0,0.0385627347235144,0,0,0,0,0.0294165633359621,0,0,0,0,0,0,0.133108945076731,0,0.127463523357005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00997155388384113,0,0,0,0,-0.0901760767883849,0,0
X600690.SH,0,0,0,0,0.0504791553157531,0.0312556774178584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192214603316868,-0.134973662210609,0.0120546333292458,0.100649535554063,0,0,0,0,0,0,0,0,-0.0144237740790514,0,0,0.0617562360457554,0,0,0,0.0763305975460903,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,-0.0377904025809308,0,0,0,0,0,0,0,0,0,0.0799479380963097,-2.16840434497101e-19,0,0,0,0,0,0,0,0.048057241321674,0,0,0,-0.0379856880032275,0,0.0222095266962048,0,0.0534861667927238,0.0359073658446715,0.0103854242930917,0,0,0,0,0,0.0234677100028746,0.0750559463548228,0,0,0,0,0,0,0,0,0,0.0311043826402325,0,0,0,0,-0.0581103060275322,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.241322802622251,0,0,0.0907509525552841,0,0,0.0325654874333266,0,0,0,0,0,0,0,0,0,0,0,-0.0667751980063152,-0.0709446756857417,0,1.73472347597681e-18,0,0,0,0.133029556430835,0,0,0,-0.0293943989224235,0,0,0,0,0,0,0,0,0,0.0596158203329931,0,0,-0.00451031652726314,0.0213972883334191,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0.105387523145198,-0.176184952979823,0,0,0,0,0,0,0,0,0,0,0,0.375512712997193,0.017362988001439,0,0,0.106964031865993,0,0,-0.0593274805088756,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,-0.0949242539590811,0,0.431368907802598,0,0.458185930609324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340501507222387,0,0
X600031.SH,0,0,0,0.0333301061400978,0,0,0.130844716175417,0,0,0,0,0,0,0,0,-0.0263703531999084,0,0,0,0,0,0,0.080789293844252,0,0,0,0,-0.0504150994901693,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495980868170975,0,0,0.0745211645588879,0,0,0,0,0,0,-6.7762635780344e-21,0.0118233426206908,0,0,0,0.048579918692607,0,0
X000725.SZ,0,0,0,0,0,-0.0321753457654409,0,0,0,0,0,0,-0.00761183589617802,0,0,0,0,0,0,0,0,0,0.0426031714637525,0,0,0,0,-8.67361737988404e-19,0.0602456506134462,0,0,0.303423132933151,0.0399258972833096,0,0,0,0,0,0,0,0,0.0420352464325632,0,-0.0243190949952623,0,0.0131176551422452,0,0,0,0.0343161411212215,0,0,-0.0136737815994077,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0.128466031033228,0,0,0,0,0,0,0,0,0,0.087607908225335,0.00460578438827206,0,0.039869854226388,0,0,0.345161776596573,0,0,0,0,0,0,0.10988486011917,0.0491123957825541,0,-0.120078855814582,0,0,0,0.114827227179856,0,0,0,0,0,0,0,0,0.0940176918913878,0,0,0,0.325923060405658,0,0,-0.010472517825118,0,0,0,0,0,0
