,X600104.SH,X600519.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X000063.SZ,X600031.SH,X600690.SH,X600276.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X600089.SH,X600703.SH,X000100.SZ,X600066.SH,X600271.SH,X600118.SH,X000550.SZ,X601877.SH,X002236.SZ,X000581.SZ,X000623.SZ,X002475.SZ,X300124.SZ,X000568.SZ,X000800.SZ,X002294.SZ,X002129.SZ,X000400.SZ,X600582.SH,X600177.SH,X000869.SZ,X600839.SH,X000559.SZ,X000977.SZ,X002456.SZ,X002292.SZ,X000050.SZ,X600312.SH,X002007.SZ,X002465.SZ,X600252.SH,X300003.SZ,X002038.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.100397583234038,0,0,0,0.118779172311736,0.0689973751041143,0,0,0,0,0.535642127536207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10406311215021,0,0,0,0,0,0,0,-0.00952819420749699,-0.0693272649952781,0,0,0,0,0
X600519.SH,0,0,0,0,0,0,0.229417252800922,0,0,0,0.187458118874894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.038653102174697,0,0,0,0,0,0.00714371473925341,0,-0.0333953640500245,0,0,0,0,0,-0.0654710298360322,0,0,0,0,0,0,0,-0.0040676641661563,0,0,0,0,0,0
X000651.SZ,0.037250156642866,0,0,0,0.163062777335895,0,0,0,0,0,0,0,0,0.0422717427760677,0,0.211572306025466,0,0,0,0,0,0.166717803011202,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0795353152931402,0,0.0135715334743348,0,0,0.00764690888657599,0,0.0438166663687134,0,0,0,0,0,0,0,0,0,0,-0.0405578652990637,-0.030930616819481,0,0,0,0,0,0
X002415.SZ,0,0,0.089924080114449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214999873868033,0,0,0.07595862722794,0,0.213597171943865,0,-0.0393351145374994,0,0,0,0,0,0,0,0,-0.0508374314449122,0,0,0,0,0,0,0.0158555249573397,0,0,0.0462603172670214,0,0,0,0,-0.00658941607794674,-0.00277994099398841,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.134616990192192,0,0,0,0,0,0,0,0.164441310804491,0,0,0,0,0,0,0.071391033399334,0,0,0,0,0,0,0,0,0.0154236303457373,4.6870905054604e-05,0,0,0,0,0.314499956330539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00908842259095967,0,0,0,0,0,0
X000625.SZ,0.333749957431462,0,0,0.0944832185920622,0,0,0,0.0442458404172947,0,0,0,0,0,0,0,0,0,0.00897463507096471,0,0,0,0,0,0.0197361127633767,0,0,0,0.136174481835931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522355872972292,0,0,0,0,0,-0.0406621762556386,-0.00861714335273776,0,0,0,0,0,0
X000858.SZ,0,0,0.0700819003622086,0,0,0,0,0,0,0,0,0,0.249487710972716,0,0,0,0,0,0,0.0224598276555114,0,0,0,0,0,0,0,0,0,0,0.0137400553765871,0,0,0,0,0,0.0153688565301232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00557822324904594,-0.0227110461326703,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.342550843531747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213447620681303,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00871627208479911,0,0,0,0,0,0,0
X000063.SZ,0.0757139118322061,0,0,0,0,0,0,0,0,0,0,0,0.0205830998682655,0,0.187889373231361,0,0,0,0.0883775099570542,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.202657431210276,0,0,0.0260905916556706,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103956773159728,0,0,0,0,0,0
X600031.SH,0.0564209965997953,0,0,0,0,0,0,0,0,0,0,0,0,0,0.938210151200054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0475301694723629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X600690.SH,0,0.0433328900480611,0,0,0,0,0.331991730774777,0,0,0,0,0,0.109724794450728,0,0,0.154472267991087,0,0,0,0.164426623249328,0.0785419375704714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00954597535578003,-0.00763743514237745,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.133823734793594,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00451150722051341,0,0,0,0,0,-0.0971564985521943,0,0,0,0,0,0,0,0.00157717254135749,0,0,0,0.196202257419369,0,0,0.172629373269725,0,0,0.0871244502864064,0,0,0,0,0,-0.0345648562379798,0.00172027339554893,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574231811670724,0,0,0,0,0,0,0,0,0,0,0,0,0.045091428442768,0,0,0,0,0,0,0,0,0,0,0,0.0286642207471631,0,0,0,0,0,0,0,0.141090534823657,0,0,0,-0.0258563113082268,0,0,0,0,0,0,0
X600372.SH,0,0,0.0509416954480942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049384103425802,0.0257322142787532,0,0,0,0,0.103932710280217,0,-1.73472347597681e-18,0,0,0,0.23193607392779,0,0,0,0,0.0729409214709834,0,0,0,0,0,0,0,0.0968005168157558,0,0,0,0,-0.0126583948308942,0.0255239661645784,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0.421961919057468,0,0,0.258259888432017,0,0,0,0,0.0741730895694249,0,0,0,0,0,-0.0149482921907008,0,0,0,0.030473851414845,0,0,0,0,0,0,0,0.140109011143655,0.0226226262458873,0,-4.33680868994202e-19,0,0,0.0516040535500076,0,0,0,0.0385445333394592,0,0,0,0,0,-0.0311081489879812,-0.0274138517123305,0,0,0,0,0,0
X600741.SH,0.190169542793031,0,0.075215269474958,0,0,0,0,0,0,0,0.019687060321759,0,0.0355419786407416,0,0,0,0,0.184594997504895,0,0,0,0,-0.0483356725626242,0.130242264827548,0,0,0,0.141184901666064,0,0,0,0,0,0,0,0,0,0,0,0,0.0752099547203961,0,0,0,0,0,0,0,0,0,0,-0.0422000738052361,-0.0215487842499547,0,0,0,0,0,0
X002241.SZ,0,-0.0320931843724329,0.126734428382349,0,0,0,0,0,0,0,0,0,0,0.0141573364883365,0,0,0,0,0,0,0,0.0284972894650169,0,0,0,0,0,0,0,0.0536702612555276,0,0,0,0,0,0,0,0,0,0,0.140544405124341,0.120501252553718,0.0449709608124768,0,0,0,0.054865492313391,0,0,0,0,0,-0.00408518483523413,0,0,0,0,0,0
