,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600031.SH,X600741.SH,X002241.SZ,X002475.SZ,X002236.SZ,X600066.SH,X000338.SZ,X601877.SH,X000100.SZ,X002456.SZ,X600118.SH,X600271.SH,X002085.SZ,X000157.SZ,X300124.SZ,X600089.SH,X600522.SH,X600177.SH,X002508.SZ,X002007.SZ,X600372.SH,X300136.SZ,X000066.SZ,X300003.SZ,X000981.SZ,X600487.SH,X600699.SH,X600867.SH,X002294.SZ,X002180.SZ,X002292.SZ,X000559.SZ,X600809.SH,X002008.SZ,X000623.SZ,X000596.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0144718801507602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0657477824944263,0,0,0,0.0948709810506265,0,0,0,0,0,0.0213903299294328,0.130421777101433,0,0.0988714650281986,0,0,0,-0.0179336955513876,0.00711471058526002,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,-0.0390281226499542,0,0,0,0,0,0,0,-0.000664682017901598,0,0,0,-0.0309732855588445,0,0,0,0,0,0,0.0643599843223269,-0.0242979877693482,0,0,0.240308576029302,0,0,0,0,0,0,-0.102398786750468,0,0,0.103832034349535,0,0,0,0,0,0,0,0,0,0,0,0,0.0164964261669092,-0.00967452220155068,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0691935498423956,0,0,0,0,0,0,0,0.0395189693682892,0,0,0,0.0816766507136504,0,0,0,0.0619913472771368,0,0,0,0,0,0,0,0,0,0,0,0,-0.0755410442500239,0,0,0,0,0,-0.0433163923139927,0,0,0,0,0,0.0176546024988966,0.0775586755112162,0,0,0,0,0,-0.0134889295882932,0.00850121229292672,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0244692405202452,0,0,0,0,0.220949419532374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160866986186884,0,0,0,0,0,0,0.0108671888029593,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0598784049360966,0,0.1301902944479,0,0,0.0750320085123049,0,0,0,0.252686037772952,0,0,0,0,0.0816118953542359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109065094954731,0,0,0.0362809010593256,0,0,0,0,0,0,0.0377445569168771,0,0,0,0,0,0.010671771942221,0.0026460764583246,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0121345231820965,0.0161519810384818,0,0,0,0,0,0,0,0.162132778287538,0.0813789333896049,0,0,0,0,0,0,0,0.181851823913184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346221982381559,0,0,0,0,0,0,0,0,0,0.160554712726024,0,0.164620626047357,0,-0.0193785752681777,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.162952904763357,0,0,0,0,0,-0.0419029609981177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0957238066499511,0,0,0,0,-0.0523615248648399,0.00264529581245459,0.0044651596789472,0,0,0,0,0,0
X000725.SZ,0,0,0,0.283626124675769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155941930220031,0,0,0.0286192569933888,0,0,0,-0.0266916913094414,0.00575651643738305,0,0,0,0,0,0
X000625.SZ,0,0.153884925700393,0,0,0.152770701130877,0,0,0.025760557318039,0,0,0,0,0,0,0.195333306945843,0,0,0.0510317325066845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363766738358314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000159844319569134,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00277987302748253,0,0,0,0,0,0,0,0.0730705994050367,0,0,0,0,0.172702923934283,0,0,4.33680868994202e-19,0,0,0,0,0,0,-0.0102013050563088,0,0,0,0.0945668152011008,0.00446151843913398,0,0,0,0.00820891949244658,0.00596629725680012,0,0,0,0,0,0
X600690.SH,0,0,0,0.0329306733486181,0.0032447382522697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0897600732913397,0,0,0.0742590416092603,0.133171925939031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00360628109205374,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.146923675436945,0,0,0,0,0,0,0,0,0,0,0.111147643729234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0818014255784363,0,0,0.179018332734262,0,0,0,0,0,0,0,0,0,0.116770093985488,0,0.242015620989935,-0.0140406647847002,0.0117695699312526,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.753176961035556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127650439329853,0,0,0,0,0,0,0,0,0,0.12826242540417,0,0.0531598785194976,0,0.0526641376148732,0,-0.00494606911577032,-0.00338013978444793,0,0,0,0,0,0
X600031.SH,0,0,0,8.67361737988404e-19,0,0.0692598473234323,0,0,0,-0.0207961030528943,0,0,0,0,0,-0.080034059231933,0,0,0,0,0,0,0,0,0.0527648023811191,0,0,0.237796446693898,0,0,0,0,0,0,0,0,0,0,0.299143766863491,0,0,0,0,0,0,0,0,0,0,0,-0.099600601007877,0.00428184728996028,-0.00065765518221435,0,0,0,0,0,0
X600741.SH,0,0.119210459820187,0,0,0.243499611478208,0,0,0,0,0,0,0.11961997537442,0,0,0,0,0,0,0,0.088895127399726,0,0,0,0,0,0,0,0,0,0,0,0.0510781691952789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00555967658167141,-0.00315258380965827,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,-0.0103730556948218,0,0,0,0,0,0.0880445875998968,0,0,0,0,0,0,0,0.126777715371134,0,0,0.0834928142707393,0,0,0,0,0,0.0400124916899859,0,0,0.090619029823615,0,0,0,0.0392980845220207,0,0,0.0932433872787568,0,0,0,0,0.00502782907405913,0,0,0,-8.67361737988404e-19,0,0,0.0302462346132855,-0.00575262361384181,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.240908272537046,0,0,0,0,0,0,0,0,0,0.0247950850279518,0,0,0,0,0.0501890431866752,0,0,0,0,0,0,0,0,0,0,0,0.351657552583837,0,0,0,0.0931507148178775,0,0,0,0,0,0,0,0,0,0,0,0,-0.00923079036026158,-0.000163274947092828,0,0,0,0,0,0
X002236.SZ,0,0,0.288201660940512,0,0,0,0,-0.0713936212690037,0,0.060169940158488,0,0,0,-0.0797537217452428,0,0,0,0,0,0,0,0,0,-0.0941599952997509,0,0.0476997282314866,0,0,0,0,0,0,0,0,0,-0.074297541283836,0,0,0.0879526631838529,0,0.0327574523942613,0,0,0.304959904668188,0,0.100738970461948,0,0,0,0,0,0.00506262184925198,-0.00656096918892518,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0.0755332303342885,0,0,0.175940949858823,0,0,0,0,0,0,0,0,0.0560407971883665,0,0,0,0,0.0124947560991964,0,0,0,0,0,0,0,0,0,0,0,0.0375823064315276,0,0,0,0.123161476652199,0,0,0,-0.0740105004855296,0,0,0,0,0,0,0,0,-0.0240376096668231,0.00581846893785665,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0.0282188852333006,0,0,0,0,0.0526261321165985,0,0,0,0,0,0,0,0,0,-0.253565300849817,0.360974391141955,0,0.0685697509709665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144938067182916,0,0,0,0.00814673312492282,-0.00858209495694348,0,0,0,0,0,0
X601877.SH,0,0,0,0.190602181150567,0,0,0,0.0422618209094888,0,0,0,0,0.057233605692182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00572960337999482,0,0,0.0425932564875725,0,0,0,0,0,0,0,0,0,0,0,0,0.0362999620645989,-0.00394459710634898,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0.0441584325681572,0,0.172408343021574,0,0,0,0,0.0378055054947281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419160448786601,0,0,0,0,0.0687001292740206,0,0,0,0,0,0,0,0.0260556867244498,-0.00113387386702375,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350555935870931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176634310498747,0.062379287284696,-0.0100872200034892,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,-0.0146524635670829,0,0,0,0.0485082222409673,0,0,0.103421106062479,0.0578978587913986,0,0,0,0,0.0525220633093182,0,0,0,0,0,0,0,0,0,0,0.0264306287657746,0,0,0,0.341726330832534,0,0.0548027109036648,0,0,0,0,0,0,0,0,0,-0.0160509989643979,0,0,0,0,0,0.00621012298875382,-0.00316681480552433,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0.0529677367544706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127773340077805,0.169154106238237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269001443983526,0,0,0,0,-0.141459600355684,0,0,0.000428720615293333,0.00552921481816368,0,0,0,0,0,0
X002085.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555379789714003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252347518926016,0.0117093158750055,0,0,0,0,0,0
X000157.SZ,0,0,0,0.027389187523132,0,0,0,0.0239332409899876,0,0,0,0,0,0.0672664185725711,0,0,0,0,0,0.0930279021445352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367262841182733,0,0,0,0,0.0796745649882546,0,0,0,0,0.0239880573314673,0.00562528989322116,0,0.0147087494560421,-0.00651109364242423,0,0,0,0,0,0
X300124.SZ,0,0,0,0.0346243155413414,0,0,0,0,0,0,0.105706479670671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0607354877509095,0.0689245938309984,0,0,0,0.0916875610033227,0,0,0,0,0.11027056906562,0,0,0.0255387025897243,0,0.0696853255818675,0.00165188669360811,-0.119866238715205,-0.00127648612151585,-0.00384707253145797,0,0,0,0,0,0
