,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X002236.SZ,X000338.SZ,X300003.SZ,X600031.SH,X601877.SH,X002008.SZ,X300124.SZ,X002456.SZ,X600867.SH,X600809.SH,X000625.SZ,X600271.SH,X600066.SH,X600487.SH,X002294.SZ,X000100.SZ,X000596.SZ,X600566.SH,X000981.SZ,X002241.SZ,X300142.SZ,X300136.SZ,X002180.SZ,X000661.SZ,X000050.SZ,X002508.SZ,X000157.SZ,X600522.SH,X002007.SZ,X002038.SZ,X002179.SZ,X600498.SH,X002049.SZ,X600089.SH,X600177.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0411752948646302,0.366647814571994,0,0,0,0,0,0,0.0473522172892106,0,0,0,0,0,0,0,0,0,0,0,0,0.0379265048925405,0,0,0,0.0237928277288201,0,0,0,0,0,0,0,0,0.0240320065707949,0,0,0,0,0,0,0,0,0.0315673471573472,0,0,0,0,0,0,0.00807394941808996,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.049296054778288,0,0,0,0,0,0.127959740889101,0,0,0,0,0.148449652498004,0,0.00956753471192005,0.011526822343512,0,0,0,0,0.0708225436438429,0,0.101121577213386,0,0,0,0,0,0,0,0,-0.0898006826565639,0,0,0,0,0,0,-0.0576043407305306,0,-0.00892459500378875,0,0,0,0,0,-0.0388900689725753,-0.0623018760862888,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112936447936684,0,0,0,0,0.108601756952415,0,0,0,0,0,0,0,0.200858203434857,0,0,0,0.140389257764026,0,0.209698241379426,0.00289403430522169,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.0124794831583713,0,0,0,0,0,0
X000858.SZ,0.251653615915561,0,0,0,0.123732723681001,0,0.0187762825139126,0,0,0.0234732088478631,0.405839083120939,0.0176365930327479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034324518169022,0,0.0204948801087185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00827992454916137,-0.00663977327984706,0,0,0,0,0,0
X000651.SZ,0,0,0,0.160143091675319,0,0,0,0,0,0.66146757241781,0,0.0816000980262,0,0,0.0436573134823009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00775805542294614,0,0.0829612945280122,0,0,0,-0.00575629192064311,0,0,0,0,0,0,-0.110199268132866,0,0.0328400220386858,0.0667689574787706,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0178377701481174,0,0,0,0,0,0.0284013540278182,0,0,0,0,0,0.139113367830406,0,0,0,0,0,0.132140040615273,0.0870395983045434,0,0,0,0,0.0451972809128941,0,0,0,0,0,0,0,0,0.23364631649267,0,0,0,0.00193377383413719,0,0,0,0,0,0,0,0,0,0,0.0644735619313148,0,0,0,0,0,0
X002304.SZ,0.0275757224473062,0,0.0943630438755832,0,0,0,0,0,0,0,0,0,0.111745221070915,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.223675873409519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633589204461104,0,0,0,0,0,0,0,0,0,0,0,0.00244768781683972,-0.0301714209051496,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.0518195226960393,0,0,0,0,0,0,0,0,0,0.127500947645864,0,0,0,0,0,0,0,0,0,0,0,0.119522992984226,0.0523825911788596,0,0,0,0,0,0.0786880737023332,0,0.0948268078761573,-0.111049056671918,0,0.00688246227937226,0,0,0,0,0,0,0,0,0,0,0,0,-0.0016853620268409,0.0286330617645255,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715509669193231,0,0,0,0,0,0,0.0593328558121514,0,0,0,0.0231110419527645,0,0,0,0,0.0305008378362736,0,0.123822698148439,0,0,0,0,0,0,0,0.0338099681192608,0,0,0,0,0.0384326591975573,-0.00823387526554903,0,0,0,0,0,0
X600690.SH,0,0,0,0.455788036118932,-1.73472347597681e-18,0,0.104248900895969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0981233827851428,0,0,0,0,0,0,0,0,0,0,0,0.00232351283556068,-0.00964172820715442,0,0,0,0,0,0
X000568.SZ,0.477402186782712,0,0,0.122410399062294,0.0612800938580832,0.144226737877589,0,0,0,0,0,0,0,0.0510231956779741,0,0,0,0,0,0.037576299889173,0,0,0,0.063499320005046,0,0,0,0,0,0,0,0,0,0,0,0,0.0383168283256928,0,0,0,0,0,0,0,0,0,-0.0455911391077819,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.134391751883138,0,0,0,0,0,-0.0519811156654808,0,0,-0.0275835649664891,0,0,0,0,0.284083180144044,0,0,0,0,0,0.17100849953451,0,0,0,0,-0.0682443612434746,0,0,0,0,0,0.137463952615373,0,0,0.16099356078863,0,0,0.282877906561833,-0.0585253715072327,0,0,0,0,0,-0.002311643333265,0,0,0,0,0,0,0
X600741.SH,0,0.307295259281399,0,0.313660193344992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0231231779385041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0396910006371128,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0.105207457979214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428512662528133,0,0,0,0.00783736185466248,0,0,0,0,0,0,0,0,0,0.124726250637756,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0
