,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600703.SH,X600066.SH,X002236.SZ,X000568.SZ,X002241.SZ,X600271.SH,X600031.SH,X000100.SZ,X600118.SH,X600177.SH,X002292.SZ,X002456.SZ,X002007.SZ,X600372.SH,X002475.SZ,X000338.SZ,X000559.SZ,X000157.SZ,X002180.SZ,X300003.SZ,X000981.SZ,X002074.SZ,X600867.SH,X002506.SZ,X600522.SH,X300124.SZ,X002085.SZ,X002294.SZ,X002426.SZ,X600089.SH,X000869.SZ,X002508.SZ,X601877.SH,X600498.SH,X002249.SZ,X002465.SZ,X000050.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.404179547161775,0,0,0.173926682777459,0,0,0,0.0302500368117997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610351090219847,0,0,0,0.0456047297420069,0,0.0243898121602995,0,0,0,0,0,0,0,0.166557509536575,0,-0.070146829001699,0,0,0,0,0,0,0,0,0,0,0.0138945117158841,0,0,0,0,0,0,0
X600104.SH,0.177503017480979,0,0.0245291073167722,0.0379875850814437,0,0,0,0.107485615593501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241002381842904,0,0,0,0,0.0483480378885016,0,0,0,0,0,0,0,0,0,0,0,0,0.0162685244960406,0,0,0,0,0,0,0,0.0609370992484275,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0292037985794627,0,0,0,0,0.109356655057407,0,0,0,0,0,0.055735200497324,0,0,0,0,0.0230116924632248,0,0,0,0.0613630310609538,0.0602447928733143,0.105076954060916,0,0,0,0,0,-0.017213175144793,0,0,0,0,0,0,0,0,0,0,0.0821140929597622,0,0.0400615105107725,0,0,0,0,0,0.014077788167219,0,0,0,0,0,0,0
X000858.SZ,0.0986577331144249,0,0,0,0.201007707320936,0.0669251858914957,0,0,0.218914254778021,0,0,0,0.038499211771634,0,0.338480175238597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0641287246613683,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.320455050963922,0,0,0,0,0,0,0,0,0,0,0.288385101439351,0,0,0,0,0,0,0,0,0,0.0847876096053546,0,0,0,0,0.062289125746564,0,0.0392358318320372,0,0,0.0268324685480895,0.0398393277487004,0,0,0,-0.0215203261618677,0,0.101396984666501,0,0.0369912207868413,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.0586299450622357,0,0,0.077909747616818,0,0,0,0,0.0351369393004467,0,0.0382538604397682,0,0,0.0910502337901797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026211299176149,0.0672292609879854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00432762189306624,-0.00273152147247669,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0130494720300228,0,0,0,0,0,0,0,0,0,0.05792369342536,0,0,0,0,0,0,0,0.0255438533564202,0,0,0.0457718036824494,0,0,0,0,-0.01390543705693,0,0,0,0,0,0,0,0,0,0,0,0,0.0889909336964618,0.0828773305470482,0,-0.0364496446363147,0,0,0,0,0,0,0
X000625.SZ,0,0.1464592100562,0.0847294230943654,0,0,0,0,0,0,0,0.00378024402731018,0,0.0415865490385872,0.0368009761920378,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.0154671849199252,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0854938743992588,0,0,0,0,0,0,0,0,0,0,0,0,0.000626628529040588,0,0.0112283266666296,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.130360896832542,0,0,0,0,0,0.0261427410880287,0.0494399487221101,0,0,0,0,0,0,0,0,0,0,0,0,0.146472397073224,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0536126284472228,0,0,0,0,0,0,0,0,0,0,0,0.076840143744266,0,0,0,0.0665981774842537,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0712831543895765,0,0,0,0,0,0,0,0,0,0.000446153432984961,0.108164866803435,0,0,0,0,0,1.73472347597681e-18,0.0919564396372776,0,0,0,0,2.16840434497101e-19,0,0.0771032760216022,0,0,0,0,0,0.0680824681507913,0,0,0,0,0,0,0,0,0.0881441511639051,0,0,0.0675453309828705,0,0,0,0,0,0,0,0,0,0
