,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600066.SH,X600703.SH,X000568.SZ,X002241.SZ,X002236.SZ,X000100.SZ,X600271.SH,X600031.SH,X600118.SH,X600177.SH,X002292.SZ,X002475.SZ,X002456.SZ,X002007.SZ,X600372.SH,X000338.SZ,X000559.SZ,X300003.SZ,X600867.SH,X000157.SZ,X002506.SZ,X002074.SZ,X600522.SH,X002180.SZ,X300124.SZ,X002294.SZ,X002085.SZ,X002426.SZ,X600089.SH,X000981.SZ,X601877.SH,X002508.SZ,X002465.SZ,X000869.SZ,X000050.SZ,X002249.SZ,X600498.SH,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.301610128492092,0,0,0.201481674405948,0,0,0,0.172068634029149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370129309639876,0,0,0,-0.00689549463073937,0,0,0,0,0,0,0,-0.0213088343240705,0,0,0,6.9961064431685e-05,0,0,0,0,0,0,0
X600104.SH,0.142921938207141,0,0,0.0024361490332103,0,0,0,0.450836170313283,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00692610307821882,0,-0.0521022434540193,0,0,0,0,0,0,0,0,0,0,0.0709158688378523,0,0,-0.0103451778111946,0,0,0,0,0.000422535152874832,0,0.0300982274965954,0,0,0,0,0,0.000267583635663295,0,0,0,0,-0.308883636394071,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0188371966759854,0,0.0104090602598101,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.100515257543157,0,0.047461170347555,0,0.058058470165135,0,0,-2.16840434497101e-19,0,0,0,0,0.090646145996138,0,0.0319644451033627,0,0,0,0,0,0,0,0,0,0.0562705751772078,0,0,0,0,0,0.0214919485401328,0,0,0,0,0,0,0
X000858.SZ,0.0601667140536755,0,0,0,0,0,0,0,0.047448377178192,0,0,0.0246398838568966,0,0.302770352658914,0,0,0,0,0,0,0,0,0,0,0.0746079982865509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175892966188333,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0.0981315847711353,0,0,0.387684093138993,0,0,0,0,0,0,0,0,0,0.266669436934646,0,0,0,0,0,0,0,0,0,0,0,0.101936087929655,0,0,0,0,0,0.0779379435372758,0,0.00473397446202987,0.0704286351785485,0,0,0.0440178150811812,-0.00590481592807685,0,0.0258430017791752,0,0,0,0,0,0,0,0,0,-0.00863689935716092,0,0,0,0,0,0,0
X600276.SH,0.0628776146325829,0,0.0223174351277093,0.0598953407403654,0,0,0,0,0,0,0.0670853425177231,0,0,0,0,0.0727819039968094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532472450718704,0,0,0,0,0,0,0,0,0.0117214022405226,0,0,0,-0.0371298969698218,0,0,0,0,-5.42101086242752e-20,-0.0197893086833979,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0110461194489062,0.0761391455692506,0,0,0,0,0,0,0,0,0,0,-0.0228341528977684,0,0.101373348019588,0,0,0,0,-0.0324026949886694,0,0,0.00910151742645626,0,0,0,0,0,0.0137408968204691,0,0,0,0,0.111107040901359,0,0,0,0,-0.0563008384305287,0.00911173677892648,0,0,0,0,0,0
X000625.SZ,0,0.192382017204528,0,0,0,0,0,0,0,0,0.0360953883583663,0.0427452550096402,0,0,0,0.0858306590759041,0,0,0,0,0,0,-0.0275674340937454,0,0,0,0,0,0,0,0,0,0,0.0848807265608432,0,0,0,0,0.00846049243972292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.102911356503911,0.0169657359570688,0,0,0,0,0,0.119440142992218,0.124598066597945,0,0,0.0503448139788757,0,0,0,0,0,0,0,0,0,0,0.0938272839999968,0,0,0,0.0315233346340562,0,0,0,0,0.0569789009571591,0.00278384659654132,0,0,0,0,0,0,0.0236170939951151,0,0,0,0.00223861200977518,0,0,0,0,0,0.0911677547763664,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0321178917240125,0.00480045249166177,0,0,0,0,0,0,0,0,0,0.127668827938658,0,0,0,0,0,0,0,0,0.135856671555159,0,0,0,0.0764218067109192,0,0,0,0,0,0.109891618629342,0.0392533046760538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118924777731488,0,0,0,0,0,0,0
X600741.SH,0,0.386190832095423,0,0.12972846729716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240386517827037,0,0,0.00148077221641246,0,0,0,0,0,0,0,0,0.0822872618075565,0,0.103650188779463,0,0,0,0,0,0,0,0,0,0,0,0.0544805356024108,0,0,0,0,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0.0422169311517387,0.086874542467806,0,0.0998358587085037,0,0,0,0,0,0,0,0,0,0,0,-0.0569990646500773,0,0,0,0,0,0,0,0,0,0,0.111299386245151,0,0,0,0,0.154855047829423,0,0,0,0,0,0.0588042865113825,0,0,0,0,0,-0.00782694259949987,0.0637876647001104,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055287134153959,0,-0.0316143297827157,0,0,0,0,0,0,0,0,0,0.14308881275405,0,0,0,0,0,0.0179105356514013,0.0715943204402595,-0.092968308095262,0.126549475891903,-0.0357404445702247,0,0,0,0,-0.0738423632831442,0,0,0,0,0.167261624713848,0,0,0,0,-0.0133288758476923,0,0,0,0,0,0,0
X000568.SZ,0.115754735548073,0,0.00811569095424625,0.512387376160612,0.198054805337668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143802350678064,0.0507824020225248,0,0,0,0,0,0,0,-0.0291515928000594,0,0,0,0,0,0,0.0398362294193478,0,0,0,0,0,0,0,0,0,0,0,0.0191706898147906,0,0,0,0,0,0,0
