,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X002292.SZ,X600703.SH,X600741.SH,X000100.SZ,X600031.SH,X600066.SH,X600118.SH,X002236.SZ,X002506.SZ,X002241.SZ,X000559.SZ,X002475.SZ,X000157.SZ,X000568.SZ,X600372.SH,X600177.SH,X002085.SZ,X000338.SZ,X300003.SZ,X002074.SZ,X300124.SZ,X600089.SH,X002294.SZ,X002456.SZ,X002465.SZ,X600867.SH,X600498.SH,X601877.SH,X002426.SZ,X000050.SZ,X000869.SZ,X002049.SZ,X002007.SZ,X000977.SZ,X002180.SZ,X300001.SZ,X002512.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0388764460388715,0,0,0.415699611754293,0,0,0,0,0,-0.0346334296127081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145816057972,0,0.0355882364348626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714887964790349,0,0,0,0,0,0
X600104.SH,0,0,0.0715674464610878,0,0,0,0,0,0,0,0,0,0,0.0971165378914171,0,0,0,0,0,0,0,0,0,0,0,0,0.181690275008876,0.0228770908396093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108458086704542,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013493542563587,0,0,0,0,0,0,0,0,0.135755144855938,0,0,0,0.182894984796721,0,0,0,0,0,0.0978239696836512,0,0,0,0.0990276803220323,0,0,0,0,0,0.0235026548907025,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0488918345246064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00843980664084553,0,0,0,0.0175891313395125,0,0,0,0,0,0,0.0936857435446633,0.0240806880196741,0,0,0,0.0607131467983186,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.147955340929233,0,0,0.0943076029877011,0,0,0,0,0,0,0,0.00779313700406644,0,0.0849624346045506,0,0,0,0,0,0,0,0,0,0,0,0,0.0886851882920851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00437627572928174,0,0,0,0,0,0,0
X002304.SZ,0,0.122792619658358,0.0442978761722431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117055715171424,0.11701350905724,0,0,0,0,0.175416422245293,0,0,0,0.00855025896279973,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0.0317073251711084,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.138085578489779,0,0,0.0251448259957025,0.0257762432640093,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642478752141757,0,0,0,0.0717136151300336,0,0,0,6.93889390390723e-18,0,0,0.050549527709841,0,0,0,0,0,0,0,0,0,0,0,0,0.0100290178795813,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171582973604554,0,0,0,0,0.090103647006775,0,0,0,0,0.170299430706162,0,0,0,0,0,0.0925182111803151,0,0,0.0278680104209208,0,0,0,0.0516118278075688,0,0,0,0,0,0.00890232582997435,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.0545427690157679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217599703862897,0,0,0,0,0,0,0,0.0206956994336495,0,0,0,0,0,0.0944833709890111,0,0,0.103518208802133,0,0.0238117537871543,0.0780379066544024,0.0615538921829851,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.118065934589296,0,0,0,0,0,0,0,0,0,0,0,0,0.0408243155453202,0,0,0,0,0.429386684555924,0.027089216948334,0,0,0,0,0,0,0.0906346144197704,0,0.0401928773505091,0,0,0,0,0,0,0,0,0.0384807768573392,0.0376940129415904,0,0,0,-0.0131951255117122,0,0,0,0,0,0,0
X600690.SH,0,0,0,-0.0485940156749538,0,0,0,0,0,0,0,0,0,0,0,0.367390517467592,0,0.180647668200106,-0.09951350092156,0,0,-0.0181756416530583,0,0,0,0,0,0,0,0,0.0903174371480437,0,0,0,0,0.0558757516762735,0,0,0,0,0,0,0,0,0,-0.161723498761523,0.00367126098918382,0,0,0,0.0389921857637346,-0.27995356208802,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114060887827096,0,0.181625733162262,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.251682508327638,0,0,0,0,0,0.484374187300566,0,0,0,0.0508956721752023,0,0,0,0,0,0,0
