,X600519.SH,X000858.SZ,X002475.SZ,X002415.SZ,X600276.SH,X600690.SH,X003816.SZ,X600809.SH,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000625.SZ,X000725.SZ,X600031.SH,X000063.SZ,X300124.SZ,X000338.SZ,X002304.SZ,X000596.SZ,X002241.SZ,X300014.SZ,X000100.SZ,X002463.SZ,X002179.SZ,X600089.SH,X600584.SH,X000157.SZ,X600703.SH,X600372.SH,X000977.SZ,X600183.SH,X600066.SH,X002236.SZ,X600741.SH,X600522.SH,X002028.SZ,X002049.SZ,X600418.SH,X601877.SH,X000921.SZ,X600487.SH,X002180.SZ,X000800.SZ,X000661.SZ,X002223.SZ,X601799.SH,X002156.SZ,X002129.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.283873604295257,0,0,0,0,0,0.188240161272827,0,0.0846821929719365,0,0,0,0,0,0,0,0.0116014934269287,0,0.0466980595903869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.029459970406655,0,0,-0.0527487904082518,0,0,0,-0.0265808188719182,0,0,-0.0213143904385948,0,0.0480970452971374,0,0,0,-0.028577807351251,0,0,0,0,0,0,0
X000858.SZ,0.181597452522709,0,0,0,0,0,0,0,0,0.324046803893724,0,0,0,0,0,0,0,0,0.0195955194663267,0.040008634146962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046731699525081,-0.00766028815710141,0,0,0,0,0,0,0,0,0,0,0,0.012984718395376,0.0349783255610013,0,0,0,0,0,0,0,0.0344830978675178,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0189029061458662,0,0,0,0,0,0,0,0.43929112836712,0.135696478751745,0,-1.73472347597681e-18,0,0,0.095464874266137,0,0,0,0,0,0.0787283851723028,0,0,0.0847216219143713,0.0236615634101941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370447667643748,0,0,0,-0.0108353823437891,0,0
X002415.SZ,0,0,0,0,0.0624915857362749,0,0,0,0,0,0,0,-0.158395320747343,0,0,0,0,0,0,0,0,0.0138222480658808,-1.0842021724855e-19,0,0,0,0,0,0,0,0.0130909100218903,0.0213580540838555,0,0,0,0,0,0.0509748092268458,0,0,0,0,0,0,0,0,0,0,0.151322741245686,0,0,3.46944695195361e-18,0.000746326898657209,-0.145407102998007,0,0,0.0654746361417417,0,0
X600276.SH,0,0,0,0,0,0,-0.05119243303919,0,0,0,0.0828278628922836,0,0,0.0518546765014183,0,0,0,0,0,0.00607093593142658,0,0.214854733458151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553474693426097,0,0,0,0,0,-0.000576484822066904,-0.0421324245184647,0,0,0.0457198037710298,0,0
X600690.SH,0,-0.126546700908926,0,0,0,0,0,0,0,-0.180297634762098,0,0,-0.0715186305250992,0.123112521772701,0,0,0,0.0573395890965474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409786964351426,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,-0.079454814135543,0,0,0.0819349007935116,0,0
X003816.SZ,0,0,0,0,-0.00601348510853253,-0.0105905626243283,0,-0.150725330473525,0,0,0,-0.199533830050685,0,0,0,0,0,0,0,0,0,0,0,-0.166909353380008,0,0,0,0,0,0,0,-0.0409675803792512,0.0479006244115657,0,-0.00777117769801412,0,0,0,0,0,0,0,-0.0202157228250312,0,0,0,0.117795114688271,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0.0387997192356535,0.0117387462921449,0,0,0,0,0,0,0.0588943174717254,0,0,0,0,-0.0249942883927481,-0.0933970831434857,0,0,0,0.229397551283054,0,0,0,0,0,0,0,0,0,0,0,0,0.0227628337437164,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,-0.00193680928213952,0.0643265296178548,0,0,0.0079407943038349,0,0
X000651.SZ,0,0,0,0,0,0.0478993806022533,0.0522051691863488,0,0,0,0,0,-0.023271704971373,0,0.0817603599085291,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0407247330939733,0,0,0,0,0,0,0,0,0,0,0,0.173373021643063,0,0,0,0,0,0,0,0,-0.000972824987090988,0,0.00701371478085303,0.0256328506798322,0,0,0,0,0,0
X000568.SZ,0.333408500844675,0.478961529429675,0,0,0,0,0,0,0,0,0.0960382302041015,0,0.0360343173381918,0,0,0,0,0,0,0.181380763894797,-0.0196928341923346,0,0,0,0,0,0,0,0,0,0,-0.0236243173606255,0.0745559854937197,0,0,0,0,0,0,0,0,0,0,0,0.0412119309632234,0,0,0,0,0,0,-0.0380781939047129,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.159417730588646,0,0,0,0,0,0,0,0,0,0,0.00622620172423952,0,0,0.175901412353398,0,0,0,0,0,0,0,0,0,0,0.202386592275149,0.117385279800615,0,-0.011660885960267,0,0,0,0,0,0,0,-0.0258764565713223,0,0,0,0.0274153781139883,0,0,0,0,0,0
X600104.SH,0,0,0.0389440694883398,0,0,0,0,0,0,0,0,0,0.131468185799955,0,0,0,0,0,0,0,0,0,0.0546502523169306,0,0,0,0,0,0,0,-0.0252739482659265,-0.0318130092025874,0,0,0,0,0,0,0,0,0,0,0.0520677183459832,0,0,0,0,0,0.0428418954407127,0,-0.0369761306936251,-0.0447151888779207,0,0,0,0,0.0287087888560205,0,0
X000625.SZ,0,0,0,0,0,-0.0124115042711292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267645538386869,0,0,0,0,0,0,0,0,0.130378125021792,0,0,0,0,0,0,0,0,0.38873336314256,0,0,0,0,0,0,0,0,0,0.0169396106662126,0.114623137095682,0,0.0606384141302253,0,0,0,0,-0.00241272562728966,0,0
