,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X003816.SZ,X002304.SZ,X000725.SZ,X000661.SZ,X000568.SZ,X000338.SZ,X600690.SH,X600809.SH,X600703.SH,X300003.SZ,X002007.SZ,X000596.SZ,X600183.SH,X002371.SZ,X600741.SH,X300014.SZ,X300142.SZ,X000100.SZ,X002241.SZ,X000977.SZ,X300124.SZ,X601877.SH,X000157.SZ,X002236.SZ,X000800.SZ,X002463.SZ,X000625.SZ,X002129.SZ,X600118.SH,X002179.SZ,X002456.SZ,X300136.SZ,X600498.SH,X002223.SZ,X600271.SH,X002414.SZ,X600584.SH,X000066.SZ,X002049.SZ,X002185.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293184102939392,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0097887194477436,0,0,0,0,0,0,0,0.0263779707249085,0,0.0197106312906038,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024024484710024,0.0162978824798346,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0331421621443335,0.132011877772521,0,0,0,0,0,0,0.425407307969598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0301496398131833,0.0200357881610677,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0326647444576364,0,0,0,0.139992251090292,0,0.0130311889263393,0,0,0,0,0,0.037726163582443,0,0,0,0.0623921248097074,0,0,0.0173089942144526,0,0,0,0.00746135949637117,0,0.0439007551825009,0,0.00653658210906247,0,0,0,0,0,0,0,0,0,0,0,0.00871979553328531,0,0,0,0,0,0,0
X000651.SZ,0,0.28277888596656,0,0,0,0.0266050264776409,0.0144471901106921,0,0.02666389707343,0,0,0,0.0859488645682023,0,0,0.202333940379971,0,0,0,0,0,0,0,0,0.0558543468903685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00258248051917521,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0140869791782084,0,0,0,0,0,0,0,0.0720974439252614,0.17384499852377,0,0,0,0,0,0,0,0,0,0.0970409727193758,0,0,0,0,0,0,0,0,0,0,0.03819136516281,0,0,0,0,0,0,0,0,0,0.0996847711715601,0,0,0,0,0,0.0118932294824321,0.00103282012125242,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176662479705828,0,0.0687436102400895,0.276421545006535,0,0,0,0,0,0,0,0.0088016025841796,0,0,0,0,0.135199824267169,0,0,0,0,0,0,0,0,0,0,0.0366945225425117,0,0,0,0,0,0,0
X600104.SH,0,0.196153131227896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273939218457403,0,0.126711446036099,0,0,0,0,0,0,0,0,0,0,0,0,0.0267750765398319,0,0.258284001081571,0.0563210903211747,0,0,0,0,0,0,0,0,0,0,0.0181767722761714,0,0,0,0.0193493915521941,0.0261914946656122,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175315217551649,0,0,0.0609535217880618,0,0,0,0,0,0,0,0,0,0,0.171626021072992,0,0,0,0,0.104348790903006,0.124590763597731,0,0,0,0,0,0,0.0363765139409872,0,0,0.0166323226453065,0.0212198036885046,0,0,0,0,0,0
X600031.SH,0,0.0434331188773034,0,0.0318825906985849,0,0.0224384718831288,0,0,0,0,0,0,0.050144315583463,0,0,0,0,0,0,0,0,0,0,0,0.0690325878544764,0,0,0,0,0,0,0.554439940389053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211998091267196,0.0216988344605472,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130379872435199,0.0232512631557357,0,0,0,0,0,0,0,0,0,0,0,0.0798280038021101,0.128876838463111,0,0.0245076609773039,0,0,0.0111141494035535,-0.00890455598881026,0,0,0,0,0,0
