,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000568.SZ,X000625.SZ,X002236.SZ,X600031.SH,X002475.SZ,X002241.SZ,X000338.SZ,X600066.SH,X002456.SZ,X601877.SH,X300124.SZ,X000100.SZ,X002508.SZ,X002085.SZ,X300136.SZ,X300003.SZ,X600089.SH,X600271.SH,X002294.SZ,X002008.SZ,X600177.SH,X600522.SH,X000157.SZ,X002007.SZ,X600487.SH,X600118.SH,X600867.SH,X600809.SH,X600566.SH,X000981.SZ,X600372.SH,X600699.SH,X000559.SZ,X002074.SZ,X000050.SZ,X600498.SH,X300115.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.00966964440575133,0,0,0,0.0584382573482958,0,0,0,0,0.176882072286573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449638773736981,0,0,0,0,0,0,0,0.064071531362886,0,0,0.314655123579473,0,0,0,0,0,0,0,0,0,0,0,2.15982326878403e-05,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.231514891106381,0,-0.0242947003169673,0,0,0,0.123306727721343,0,0.238251641542683,0,0.0734758083159818,0,0,0,0,0,0.0192623438002953,0,0,0,0,0,0,-0.307759567979481,0,0,-0.0459735928909311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118963498646566,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.248601092641321,0.132766745902564,0.0850892543108009,0,0,0,0,0,0,0,0.373488181892002,0,0,0,0,0,0,0,0,0,0.15658451284396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000197451383452718,-0.0833519170738517,0,0,0,0,0,0,0,0.0214389618343831,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.100134167493713,0,0,0,0,0.232844072716342,0,0,0,0,0.088412473308611,0,0,0,0,0.0254746746700892,0,0,0.0796796400325081,0,0.0938344876983066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134565103656951,-0.00626135558410236,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0178390959707423,0,0,0,0,0,0,0.667965798395692,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109064579667399,0,0,0,0,0,0,0,0,0,0,0,0,0.0610242695686932,0,0,0,0,0,0,0.0417218173231961,0,0,0,0,0.00820103995751152,0.00239946553093666,0,0,0,0,0,0
X000725.SZ,0,0,0.101021315861012,0.0295703207730859,0,0,0,0,0.0398296489738494,0,0,0,0,0,0,0,0,0,0.0291238075815333,0,0,0,0,0,0,0.0349091726359405,0,0,0.222864113581808,0.654216823631363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0763027470820746,0,0,0,0,1.0842021724855e-19,0.0694627658699542,0,0,0,0,0,0
X600276.SH,0,0.0850083457561325,0.167349255574624,0,0,0,0,0.0223342898663074,0,0,0,0.151746951717243,0,0,0,-0.210351654010905,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.156700010239373,0,0,0,0,0,0,0,0,0,0,0,0,-0.00117911491229801,0,0,0,-0.0349554954191539,0,-0.0184129324553667,0,0,0.0101823325694501,0,0,0,0,0,0,0
X002304.SZ,0.121750033987522,0.0137315412043581,0,0,0.512532963495676,0,0,0,-0.0738433546984046,0.0695630915364723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.046358118615067,0.0138174563977718,0,0,0,0,0.0292339949126338,0,0,0.162142191255473,0,0,0,0,0,0,0,0,-0.11235666308306,0,0,-0.00408283415912616,-0.0226081828868494,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0207056501506775,0,0,0,0,0.12045148969834,0,0,0,0,0,0,0,0,0,0.118187519925433,0,0.197147027473336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0878912772523978,0,0,0,0,0,0,0.0117890581590968,0,0,0.145971378959453,0,0.0393000766261254,0,0,-0.0119298449948084,-0.00790894314495809,0,0,0,0,0,0
X600690.SH,0,0.297848673083319,0,0.142455940224368,0,0,0,0.0509137712571747,0,0,0,0.280580327119286,0,0,0.153441426380801,0,0,0,0,0,0,0,-0.0556316510323957,0,0,0,-0.0291327345939906,-0.162254791185303,0,0,0.0761119440598275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256402849770994,0,0,0.0203949287145733,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0630281492782331,0,0,0.112305283661015,0,0,0,0,0,0.00678891509948894,0,0,0,0,0,0.100101998046902,0,0,0,0,0,0,0,0.00382292845040716,0,0,0,0,0,0,0,0.160980590403845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264129503468209,0.017184478915561,0,0,0,0,0,0
X600741.SH,0,0.315304504007062,0,0,0,0,0,0.108523997320172,0,0.104305089890765,0,0,0,0,0.170694014792529,0,0,0,0,0,0,-0.13515448221142,0,0,0,-0.0586510447435094,-0.0326333833465403,0,0,0,0,0,0,0,0,0,0,0,0,0.0246905986018867,0,0,0,0,0,0,0,0,0,0,0,-0.00296302998541794,0.0169370396577229,0,0,0,0,0,0
X000568.SZ,0.0536104454823472,0,-1.73472347597681e-18,0.125641602793762,0.611861584727559,0,0,0,0,-0.0374858445901892,0,0,0,0,0,0,0.0205012046304679,0,0,0,0,0,0,0,0,0,0.0589332343431856,0,0,0,0,0,0,0.0711054155675657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00795793027824884,0,0,0,0,0,0,0
X000625.SZ,0,0.12718956855333,0,0,0,0,0,0,0,0,0,0.205063744580401,0,0,0,0,0,0,0,0,-0.0647344271915863,0.140398179303427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0078464666872298,0,0,0,0,0,0,0,0,0,0,0,-0.0120869438624751,0.0142690310901407,0,0,0,0,0,0
