,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X300124.SZ,X000651.SZ,X600104.SH,X300014.SZ,X002129.SZ,X000725.SZ,X003816.SZ,X600031.SH,X000596.SZ,X002371.SZ,X002049.SZ,X000625.SZ,X000063.SZ,X002179.SZ,X000338.SZ,X600703.SH,X600089.SH,X002180.SZ,X300142.SZ,X000661.SZ,X600522.SH,X000733.SZ,X002241.SZ,X601877.SH,X000100.SZ,X002074.SZ,X600741.SH,X600460.SH,X000157.SZ,X600702.SH,X600584.SH,X300003.SZ,X600884.SH,X000066.SZ,X002414.SZ,X600487.SH,X002294.SZ,X000799.SZ,X002007.SZ,X600563.SH,X002236.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0373663414819768,0.111409783722674,0,0.277452136750298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.133213392349052,0.0121414312692202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560824593772371,0,0,0,0,-0.00184358937196642,0,0,0,0,0,0,0
X000858.SZ,0.307768124545839,0,0.0145577696016686,0,0.271502022804254,0.0208598362956947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606761660361899,0,0.0392273690607594,0,0,0,0,0,0,0,0,0,0.128534354219609,0,0,0,0,-0.0591492350298891,0,0,0,0.0175528817582813,0,0,0,-0.0183380578257476,0,0,0,0,0,0,0
X600809.SH,0.31721224423741,0,0,0,0.451225182740475,0,0,0,0,0,0,0,0,0,0,0,0,0.0198672652023831,-0.0311332194922112,-0.166549954465231,0,0,0,0,0,0,0,0,0.0102694006796667,0,0,0,0,0,0,0,-0.0176091232618271,0,0.187451099352115,0,0,0,0.0220712383382929,-0.0285179476567604,0,0,0,0,0,0,0,0.00386466446694625,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123127536815216,0,0,0.0489477706056873,0,0,0,0.102860036283432,0,-0.017869016565452,0,0,0,0,0.094912930987647,0.00545286189058225,0,0,0,0,0,0,0,0,0.136293921677367,0.10286158583478,0.0355399741997552,0,0.182167730544952,0,0,0,0.0160445571641447,0,-0.0110828987279592,-0.0289889442919349,0,0,0,0,0,0
X000568.SZ,0.365703846928371,0.212122110956044,0.660691665249761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00875503512010537,0,0,0,0,0,0,0,0,0.0103519157310001,0,0,0,0,0,0.0329591082477877,0,0,0,0,0,0,-0.0153262147056435,0,0,0,0,0,0,0
X600276.SH,0,0.0679429943263498,0,0,0,0,0,0,0,0,0,0,-0.0288716395509119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473414751983363,0.0833085828741061,-0.154488686341666,0,0,0,0,0,0,0.0140022943009307,0,0,0,0.106059345702309,0,0,0,0,0.0773021927685579,0,0.041366334010177,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.174123362169934,0,0,0.0411090862285344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0379494486169228,0,0.343598604379621,0,0,0,0,0,0,0.148488698386105,0,0,0,0,0.0718721275093433,0,0,0,0,0,0,0,0,0.0158073234501515,0,0,0,0,0,0
X600690.SH,0.170757705847402,0,0,0,0.271695756923802,0,0,0,0,0,0.0685773022610076,0,0,0.0396039370520098,0,0,0,0,0,0,0,0,0,0,0.0162816820695341,0,-0.0282691278089121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133950513600115,0,0,0,0,-0.0253674496970391,0,0,0,0,0,0,0
X002304.SZ,0.228334412304302,0.125577081409142,0,0,2.77555756156289e-17,0,0.122095049153427,0,0,0,0,0,0,0.0523382453849957,0,0,0,0.0176750926734373,0,0,0.0483039749331851,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303284093539872,0.0210183306599543,0,0,0.144827248227463,0,0,0,0,-0.230380975013571,0,0,0,0,0,0,0,-0.0150099630249902,-0.0350270716287421,0,0,0,0,0,0
X300124.SZ,0,0,-0.163535566704161,0,-0.0328442869848839,0,0.266980014123588,0,0,0,0,0,0,0,0,0,0,0,-0.0608163952501353,0,0,0,0,0,-0.0309208897681848,0,0,-0.00569718792121309,0.218346319805269,-1.73472347597681e-18,0,0,0,0,0.183854893177696,0,0,0,0,0,0,0,0,0,0,0,0,-0.116349336249919,0.120700126127696,0,-0.201858620515705,0,0,0,0,0,0,0,0
