,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X600690.SH,X002475.SZ,X002304.SZ,X000651.SZ,X000063.SZ,X300124.SZ,X600104.SH,X002371.SZ,X003816.SZ,X000725.SZ,X600031.SH,X000596.SZ,X002129.SZ,X000625.SZ,X300014.SZ,X000338.SZ,X002179.SZ,X000977.SZ,X600089.SH,X600703.SH,X002049.SZ,X002236.SZ,X000100.SZ,X600372.SH,X002241.SZ,X600584.SH,X601877.SH,X600741.SH,X000157.SZ,X000661.SZ,X600522.SH,X002180.SZ,X002074.SZ,X000733.SZ,X000066.SZ,X600702.SH,X300003.SZ,X600460.SH,X300142.SZ,X002463.SZ,X300146.SZ,X002007.SZ,X000800.SZ,X000988.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.219087739936602,0,0.0295669649259914,0.0645207281702927,0,0,0,0,0,0,0,0,0.0505386976092707,0,0,0,0.0608408483914758,0,0,0,0,0,0,0,-0.0560155614626038,0,-0.00364766943980081,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365272073946304,0,0,0,2.16840434497101e-19,0,0,0,0,0,-0.00277460735093086,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.30136615867515,0,0.0600596293664222,0,0,0,0,0,0,0,0,0,0,0.0566756151059188,0,0,0,0,0,0,-0.00654314119393973,0,0,0.0368409133048824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119462506730713,0,0,0,0,0,0,0,0,0,-0.0446586710118273,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0497377903452001,0,0,0.0272802235701241,0,0,-0.0662616370787126,-0.14438981472756,0,0,0,0,0,0.127732955952125,0,0,0,0,0.271306459350958,0,0.251080352572899,0,0,0,0,0,0,0,0,0,0,0,0,0.0282512310197591,0,0,0,0,-0.128737137101822,0,0,0,-0.102730226618064,0,0.00884401887955677,0,0,0,0,0,0,0
X000568.SZ,0,0.245387425132423,0,0,0,0.0542177440441387,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.0202007277900474,0,0,0,-0.0920559053391108,0,-0.0436914988837898,0,0.0950671375272049,0,0,0,0,0,0,0,0,-0.0359513734736875,0,0,0,0,0.103962820222587,0,-0.0564630407255298,0,0,0,0,0,0,0,0.00030193557610233,0,0,0,0,0,0,0
X600276.SH,0,0,0.253553089225784,0,0,0,0,-0.0498999350942217,0,0,0,0,0,0,0,0,0.0183764255879036,0,0,0,0,0,0,0,0,-0.125086066300613,0.124227674038932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.256084522091634,0,0.0222296578245147,0,0.0893151020914207,0,0,0.00928065875665532,0,0,0,0,0,0
X600809.SH,0,0.0746554546588463,0,0.178489165105277,0,0,0,0,0,0.114542196343951,0,0,0,0.0207299028035003,0,0,0,0,-0.192195494931925,0,0,0,0,0.0259647964764343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958790054484614,0,0.0897131458322683,0,0,0,0,0,0,-0.171699884968661,0.00968251331148443,0,0.154458344703156,-0.00354345775799798,-1.0842021724855e-19,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.171532995968125,0,0,0,0,0.245884972558242,0,0,0,0,0,0.122224224984054,0.130095562075069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656801045386146,0.00567860019132564,-0.111453924158473,0,0,0,0,0,0,0,0,-0.0327933143186046,0.0454327107987059,0.0403614297680736,0,0,0,0,0,0,0
X002475.SZ,0,0,0.0344500330876701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0634703782302272,0,0,0,0.068228829586834,0,0,0.354102102682371,0.0711179389711011,0,0,0,0,0,0,0,0,0,0.0161192660549641,0,0,0,0,0,0,0,0.0423795044123641,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.155878565719405,0,0.198009739764464,0,0,0.067071052764936,0,0,0.0341147227813989,0,0,0,0,0,0,0.0347966406095994,0,0,0,0,0,0,0,0,0,0,-0.118152859664682,0,0,0,0.0428657625000142,0,0,0,0,0,0,0,-0.0261173095160793,0,0.171776252409257,0,0,0,0.0251648491795628,0,0,0,0,0.0101981421048688,0,-0.0195368261588363,0,0,0,0,0,0
X000651.SZ,0,0,0,0.175663560554375,0,0,0,0,0,0,0.105495249989402,0,0,0.0388412524608907,0,0,0,0,0,0,0,-0.0730618486393917,0,0,0,0,0.0548662483289259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0992647961548181,0,0,0,0,0,0,0,0,0,0.0117811954288513,0,0,0,0,0,0,0
