,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X600276.SH,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X000338.SZ,X002475.SZ,X600031.SH,X300003.SZ,X002236.SZ,X600809.SH,X002008.SZ,X300124.SZ,X000063.SZ,X600867.SH,X601877.SH,X600271.SH,X000596.SZ,X000625.SZ,X002456.SZ,X600487.SH,X600066.SH,X600566.SH,X000661.SZ,X002294.SZ,X000100.SZ,X002241.SZ,X000157.SZ,X000977.SZ,X002179.SZ,X000981.SZ,X300142.SZ,X002007.SZ,X002180.SZ,X300136.SZ,X000050.SZ,X002508.SZ,X600498.SH,X000869.SZ,X600177.SH,X600779.SH,X002049.SZ,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.261509090619284,0,0.144495723194063,0,0,0,0,0,0,0.040620669261045,0,0,1.73472347597681e-18,0,0,0,0,0.00287017911506929,0,0,0,0,0,0,0.0104536446463325,0,0,0,0,0,0,0,0,0,0,0.0531803560127653,0,0,0.0111349420551837,0,0,0.0580700709342082,0.0897262674453484,0,0,0,0,0,-2.16840434497101e-19,0.0121100048207295,0,0,0,0,0,0
X600104.SH,0,0,0,-1.73472347597681e-18,0,0,0,0,0.151688986620474,0,0,0.339807528683633,0,0,0.021438071071407,0,0,0,0.0297123240460991,0.194479118768195,0.0290996123114184,-0.0656496078029965,0,0,0,0,0,0,4.33680868994202e-19,0,0.0494432451165349,0,0,0,0,0,0,0,0,0,-0.0538525612035127,0,0,0,-0.0871939130348774,0,0,0,0,0,0,0.0231959044039303,-0.043110075536936,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123931768183144,0,0,0.0783044360551197,-0.0108308701834037,0,0,0,0,0,0,0.218315796403104,0,0.00455265919489957,0,0.000911818691734052,0,0,0,0,0,0,0,0,0,0,0,0.212019329012926,0,0,0,0,0,0,0,0,-0.00190040798295267,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.106903051054738,0.0616832430506928,0,0.184663255426196,0,0,0,0,0,0,0,0.0568238170531896,0,0,0,0,0,0,0,0.107538242606898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191862826139858,0,0.010698694428304,0,0.00714976873653099,0.0173198046975002,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.16066700122761,0,0,0,0,0.0721222961504743,0.191585362509111,0,0,0,0,-0.149309926316325,0,0,-0.0382152860902197,0,0,0,0,0,0.0471298615499283,0.188919239068236,0.186916664784333,0,0,0,0,0,0.0305583221937226,0,0,0,0,0,0,0,0,0,0.0415778876047122,0,0,0,0,0.0253216603592877,0,0,0,0,0,0
X000651.SZ,0,0,0,0.02617239813526,0,0,0,0,0.341171253372565,0,0,0,0,0.276462850816404,0,0,0,0.0778517234655322,0,0,0,0,0,-0.0200017249127376,0,0,0,0,0,0,0,0,0,-0.00921043306673393,0,0,0,0,0,0,0,0,0.0669373013705411,0,0,0,0,0.0769724343058294,0,-6.93889390390723e-18,0,-0.0613269783211483,0.0964190289234054,0,0,0,0,0,0
X002304.SZ,0,0,0.139116214100399,0,0,0,0,0,0.294699475192002,0,0,0,0,0,0,0,3.46944695195361e-18,0.175674798263165,0,0,0,0,0,0.0282497306552821,0,0,0,0,0,0,0,0.0339868208765686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203777806650935,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112494020990478,0,0,0,0,0,0,0.0701549192725629,0,-0.113927581697935,-0.129065606302338,0,0,0.0958408139437319,0,0,0,0,0,0,-0.0639984461293583,0.0251832793723281,0.227881012914214,0,0.0987290573709965,0,0,0,0,0.152017965003119,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.158639720105221,0,0,0.0400929441209353,0,0,0,0,0,0,0,0,0,0,0.0284146332863766,0,0,0,0,0,0,0.079891225320118,0,0,0,0,0,0,0,0,0,0,-0.0411243659825189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208375609590862,0.00437235979098872,0,0,0,0,0,0
X000568.SZ,0,0,0,0.0681861537855749,0.15129283439108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210574955988836,0,0,0.0613988455375601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447419499750182,-0.0900210921444571,0,0,0,0.0575904398181254,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.341179575953956,0,0,0,0,0,0,0,0,0,0,0,0,0.585035143983206,0,0,0,0,0,0,0,0,0.00411255767180874,0.066787823748569,0,0,0,0,0,0.144091681784844,0,0,0,0,0.199254015070381,0.0447302038072227,0.0414253207477781,0,0,-0.0168679751527652,0,0,0,0.0509688117437425,0,0
X600741.SH,0,0.403153709482241,0,0,0,0,0,0,0.0664398046032389,0.117124195621582,0,0,0,0.072171196711474,0,0,0.0188239816287188,0.0151071291619432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0636016696416439,0,0,0,0.0151533308761848,0,0,0,0.0670769783761077,0,0,0.0128403071853989,0,0,0,0,0,0,0
X000338.SZ,0.0423982303312212,0,0,0,0,0,0,0.0250183446617091,0,0.0190513256469231,0,0,0,0,0.164028951345149,0,0,0.0152776371070463,0,0,0.102944600233445,0,-0.00619570691268815,0,0.0340587466326451,0.123170377145689,0,0,0,0,0,0,0,0,0,-0.0851585653838384,0,0.182112597247687,0,0,0,0,0.176718094655093,0,0,0,0.0178859244980326,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0204502169019144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591482990603255,0,0,0,0,0,0,0,0,0,0,0,0,0.0676539267366418,0,0.182594116599587,0,0,0,0,0,0,0,0,0,0.000157067558789386,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0811229673829746,0,0,0.0618587614307503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115918354316363,0,0,0,0,0,0.056616252669544,0,0,0,0,0,0,0,0.107428693993262,0,0,0,-0.155827550604563,0,0,0,0.0042355226149301,0,0.00436281842915357,0.0263832128895573,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0970973345948063,0,0,0,0,0,0,0,0.11498211822082,0,0,0,0,0,0,0,0.0780067535759695,0.187648753963365,0,-0.0878105777357145,0,0.106808618321537,0,0,0,0,0.0961660303867413,0,0,0,0,-0.0280979684273963,0,0,0,0,0,0
X002236.SZ,0,0,0.431952060225621,0,0,0.0381153692653741,0.126504041318393,0,0,0,0,0,0,0,0,0,0,0,0.112203378708755,0,-0.0291551617492739,0.147784050646469,0.122853438909002,0,0,0,0.109928019300588,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0457330848696995,0,0,0,0,0,0,0,0,0,0,0.00232964333681528,-0.0436379022019487,0,0,0,0,0,0
