,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002304.SZ,X600690.SH,X600104.SH,X002475.SZ,X000651.SZ,X600031.SH,X000725.SZ,X002371.SZ,X300014.SZ,X300124.SZ,X003816.SZ,X000338.SZ,X000063.SZ,X002241.SZ,X600703.SH,X002129.SZ,X000625.SZ,X002049.SZ,X601877.SH,X000596.SZ,X300142.SZ,X600089.SH,X000661.SZ,X002179.SZ,X000100.SZ,X000799.SZ,X600460.SH,X000157.SZ,X600741.SH,X002236.SZ,X002074.SZ,X600702.SH,X600884.SH,X002414.SZ,X600584.SH,X600779.SH,X601799.SH,X000800.SZ,X600183.SH,X002007.SZ,X002176.SZ,X000733.SZ,X300003.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.346379784367107,0,0,0,0.0533308330522657,0,0.0831156885398751,0,0,0,0,0,0,0,0.0911446448814676,0,0,0,0,0,0,0,0,0.0201369012240282,0,0,0,0,0,0,0,0,0,0,0,0,0.0391983880201476,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00361721404382624,-0.0151692636713508,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.122621735684015,0.317872953656016,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0164454912771512,0,0,0,0,0,0,0,0,0.0861740532263231,0,0,0.0332627008544987,0,0.0282555106779621,0,0,0.0117762013978124,0,0,0,0,0.184824029566501,0,0,0,0,0,0,0,0,0,0,-0.0122541600011172,0,0,0,0,0,0
X002415.SZ,0,0.176296247105564,0,0,0,0,0,0.0852864562570628,0,0.0659356375000692,0,0,0,0,0,0,0,0,0,0,0.0577566673727463,0,0,0,0,0.00665308902510036,0.0734228958925848,0,0,0,0,0,0,0,0,0.059435039486798,0,0,0.0889207015309781,0,0,0.0377779896045891,0,0,0,0.0348482978168634,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.0295793554973366,0,-0.0519261548116579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0270439813318018,0,0,0,0,0,0,0.58141121811675,0,0,0,0,0.000377736944897015,0.192401070655984,0,0,0,0.0129490919870921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.399859559185253,0,0,0,0,0,0,0,0,0,0,0,0,0.0553706165892261,0.135635136203652,0,0,0,0,0,0,0,-0.18061079393428,0,0,0,0,0.0899809886341371,-0.0667570498403129,0,0.0529393733364148,0,0,0,0,0,0,0.102397873578845,0,0,0,0,0,0,0,0,0,0,0,0,-0.0505922743514937,0,0,0,0,0,0,0
X000568.SZ,0,0.406380889092055,0,0.0163408395065291,0,0,0.0214910236645874,0,0,0,0,0,0,-0.0307847126236163,0,0,0,0,0,0,0,0,0,0,-0.040052778130832,0,0,0,0,0,0,0.22807939762149,0,0,0,0,0,0.0161909010479275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.179893032118289,0,0.0333104926859551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11224476813168,0,0.11811422515241,0,0,0,0,0,0.125506184484872,0,0,0.0435792978066418,0,0,0,0,0,0,0.0164198513483192,0,0,0,0,0.0492063692580725,0,0,0,0,-0.0223710148622531,0,0,0,0,0,0,0
X600690.SH,0,0.106379395955296,0,0,0.0908994004821811,0,0,0,0,0,0,0.105262357994246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111755646698917,0,0.0911153060291441,0,0,0,-0.0186934615914664,0,0.0157820612540332,0,0,0,0,0,0,0.148508447322295,0,0,0,0,-0.0395364681981881,0,0,0,0,-0.00352041853012426,0,0,0,0,-0.0152425107597806,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432497493017235,0.121204858065568,0,0.0120281986865859,0,0.0813671079750488,0,0,0,0,0.0488786947361758,0,0.0519766571364609,0.0808959572060541,0,0,0,0,0,0,0,0,0,0,0,0.0275543047118941,-0.0364326150898249,0,0,0,0,-0.0399364186327904,0,0,0,0,0,0
X002475.SZ,0,0,0.0377292582464808,0,0,0,0,0,0,0,0,0,0,0.0751755132543042,0,0,0,0,0,0.0745564794069763,0,0,0,0.117493942476474,-0.0729457299659226,0,0,-0.1583550253278,0,0,0,0,0.0386664574600519,0,0,0,0,0,0,0,0,0,0.00436902719619822,0,0,0.0330181541245213,0,0,0,0.108072950813171,0,-0.0101050141651798,0,0,0,0,0.0494668001411136,0,0
X000651.SZ,0,0.169038887226133,0,0,0,0,0,0.0324828384935171,0,0,0,0.0949590811798602,0,0,0,0,0,0,0,0,-0.0594515375470631,0,-0.0282275726839396,0,0.00844601102639024,-0.0977084874191697,0,0,0.0471336329154877,0,0.0368114034430126,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.127552045458943,0,0,0,0,0,0,0.0346752577437598,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.192604271516552,0,0,0,0,0,0.0959011762240655,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0139051712825895,0.349788448087854,0,0,0.0268325867495525,0.0207654744437505,0,0,0,0.00855983391584823,0,0,0,0.0329125754348357,0,0.0415710188560789,0,0,0,0,0,0,0,0,0.166388894064793,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138745158287269,0.0434017272090855,0,0,0.0553453995688758,0.0147546279852169,0,0,0,0.331547020123436,0,0,0,0.0695068060764015,0,0,-0.0484427658507376,0.00749461203290047,0,0,0,0,0.0549779250067707,0,0,0.018959022455708,0.000252488491239609,0,0,0,0,0,0,0,0,0,0,0
