,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X000625.SZ,X300124.SZ,X002304.SZ,X600104.SH,X003816.SZ,X000725.SZ,X000063.SZ,X000596.SZ,X002371.SZ,X000338.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X600703.SH,X600089.SH,X002241.SZ,X002236.SZ,X600372.SH,X002129.SZ,X000661.SZ,X002049.SZ,X000157.SZ,X600584.SH,X000977.SZ,X600741.SH,X601877.SH,X600522.SH,X600183.SH,X002007.SZ,X000800.SZ,X002463.SZ,X601799.SH,X002028.SZ,X600460.SH,X600418.SH,X002074.SZ,X002294.SZ,X000066.SZ,X300142.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.106133576985986,0.396778272115879,0,0,0,0.00833061035548557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168661695369276,0.00979597586664624,0,0,0,0,0,0,0,0.126867412455795,0,0,0.00910841466973039,0,0,0,0,0,-0.00191526228622272,0,0,0,0,0,0,0
X000858.SZ,0.159337592867634,0,0,0,1.73472347597681e-18,0.397894357889204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130874863611211,0,0.0333254980563201,0,0,0,0,0,0.0240534093119796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0083429728293622,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00285368775212246,0,0,0,0,0,0,0,0.107197757594856,0,0,0,0,0,0,0,0.117920454511956,0,0,0,0,0,0,0,0,0,0,0.100643071934312,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,-0.0450284797368357,0,0
X600276.SH,0,0,0,0,0,0,0.0619710848974461,0,0,0.0436592824925631,0,0,0,0,0,0,0,0,0.115054215447938,0,0,0,0,0,0,0,0.0381025190955368,0,0,0.0505474591473703,0,0,0,-0.0266468813956741,0,0,0,0,0,0,0,0,0,0,-0.000384356504308984,0,0.273371357566196,-0.0265886470724769,0,0,0,0.015000368594655,-0.0125635399711467,0,0,0,0,0,0
X600809.SH,0.19599936950114,0,0,0,0,0.369784739560594,0,0,0,0,0,0,0,0,0,0,0.216125675864145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0529346751650769,0.021295182886273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00386173128006041,0,0
X000568.SZ,0,0.465462165438567,0,0,0.473360392414952,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326085716506654,0,0,-0.0543914223216987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0902645836502204,0,0,0,0,0,0,0,0,0,0,0.0155359781343586,0,0,0.00573618897149937,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0989110077141276,0,0,0,0,0.205283897006605,0.0858918548681857,0,0,0,0,0,0,-0.129669281232309,0,0,0.098301839161388,0.0757991194172789,0,0,0.00631756073712743,0.048150285079101,0,0,0.0956845113773171,0.00135830538913969,0,0,0,0,0.0262382557020596,-0.0214113098839899,0.0436404230651683,0,0,0,0,0,0
X600690.SH,0.0927396616167028,0,0,0,0,0.171301781610895,0,0,0,0,0,0,0,0,0,-0.018131911412602,0.157868604185554,0,0.0275999799376898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0226654121473234,0,0,0.0337381957132585,0,0,0,-0.0299986128479391,0,0,0,0,0,0,0,0,0,0,0.00629399785991032,0.0159650923029643,0,0,0,-0.00944486862700601,0,0
X000651.SZ,0.000403678413843286,0,0,0,0,-4.33680868994202e-19,0,0.190631390520083,0,0.0255300159153162,0,0,0,0,0,0,0,0,0.0240821425327077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416960273930211,0,0,0.013340960196918,0,0.0756835047947729,0,0,-2.16840434497101e-19,0,0,0,0.0502972333580128,0,0,0,-0.0291938998506246,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146254151205508,0,0.0512363238696471,0,0,0,0,0,0,0,0,0,0,0,0,0.0475191911801748,0,0,0,0,0,0.121048441016067,0,0,0,0,0.388361496002245,0.0783069031811578,0,0,0,0,0,0.00811798910597266,0,0,0,0,0,0,0
