,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X600104.SH,X600031.SH,X000725.SZ,X000063.SZ,X300014.SZ,X000596.SZ,X003816.SZ,X002129.SZ,X000625.SZ,X002371.SZ,X000338.SZ,X600703.SH,X002179.SZ,X002049.SZ,X600089.SH,X000661.SZ,X000100.SZ,X002180.SZ,X002241.SZ,X600702.SH,X601877.SH,X300142.SZ,X000157.SZ,X600741.SH,X000977.SZ,X600522.SH,X000733.SZ,X600584.SH,X002074.SZ,X000799.SZ,X600460.SH,X002236.SZ,X000066.SZ,X300003.SZ,X600183.SH,X601799.SH,X600884.SH,X002007.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.00802017406288725,0,0,0.156886493544637,0,0.227270567809359,0,0.0189673332129055,0,0,0,0,0,0.0903350259328166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273068850839027,0,0,0,0,0,0,0,0,0,0.113953474750657,0,0,0,0,0,0,0,0,0,0,0.00404788519041973,0,0,0,0,0,0,0
X000858.SZ,0,0,0.19616137083178,0.0708777544835628,0.277278303720028,0,0.236298879457763,0,0,0,0,0,0.0567100586095448,0,0,0,0,0,0,0.0338021032102933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531651598617569,0,0,0,0,0,0,0,0,-0.0424130676539488,0.0198380165035795,0,0,0,0,0,0
X000568.SZ,0.224932160345831,0.273405838559808,0,0,0.0864598334239098,0,0.265541036835722,0.172353465399023,0,0,0,0,0,0,0,0,0,0,0,0,0.076585870251626,0,0,0,0,0,0.0190599454285555,0,0,0,0,-0.00418214393752345,0,0,0,0,-0.114955352266039,0,0,0,0,0,0,0,0,0.0540553939953494,0,0,0,0,0,0,-0.00908756655274474,0,0,0,0,0,0
X002415.SZ,0,0.120167413099055,0,0,0,0,0,0,0.0493058147343864,0,0,0,0,0,0,0.0438191303200398,0,0,0,0,0.0943949918169267,0,0,0,0,0,0,0,0,0,0,-0.0059616211400883,0,0,0,0,-0.134387618143622,0,0.14980786428274,0,0,0,0.184964652920914,0.0902228546950319,0,0,0,0,-0.0728855722769194,0,0,0.013656794127621,-0.0364632784114573,0,0,0,0,0,0
X600809.SH,0,0,0.187337803278685,0.14196545237933,0,0,0.105201512808352,0.181689549776656,0.0444933662028596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615169626430345,0,0,0,0,-0.0423889275000408,-0.00591223752619488,0,0,0.281832199699682,0,0,-0.0269688579461038,0,-0.0635978828047261,0,0,0,-0.00913337504787206,0,0.0040087016051218,0,0,0,0,0,0,0
X600276.SH,0,0,0.121347824771584,0,0,0,0,0,0,0,0,0,0,0,-0.071461695646413,0,0,0,0,0,0,0,0,0,-0.0120257871067221,0,0.0604545732042584,0,0,0,0,0,0.0835108313641827,0,0.127245665706957,0.075834404822388,0,0.0387955308802203,0,0,0,0,0,0.0991441462583475,0,0,0.0164022453019371,0,0,0,0,-0.0176645848848242,0.0053767812118057,0,0,0,0,0,0
X002304.SZ,0,0.303781149988717,0.31183985860676,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238553023907488,0,0,0,0,0,0,0,0,0,0,0,0,-0.0418328608011628,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0576262768755878,0,0,0,0,0,0,0,-0.00277057799904869,0,0,0,0,0,0,0
X600690.SH,0,0,0.145857246215356,0,0,0,0,0,0,0,0,0,0.122724830391484,0,0,0,0.0720593328775033,0,0,0.0403861595841032,0,0,0,0,0,0,0,0,0.00351633116925813,0,0,0,0,0,0,-0.00876738431930108,0,0,0,0,0.0458663241980141,0,0,0,0,0,0,0,0.0217909088970571,0.000938041840222062,0,0.00348806550587314,0.00152565639392312,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106780649628307,0,0,0,0,0.199615758403556,0,0,0,0,0,0,0,0,0.120859594876895,0,0.0468648881921253,0,0,0,0,0.0442412568938967,0,0,0.0332158922586226,0,0,0,0,0,0,0,0,0,0,0,0,-0.0196877332667769,0,0,0,0,0,0
X000651.SZ,0,0.162979476429243,0.0184752052584315,0,0,0,0,0.180917305406843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048864236921521,0.00958327399174954,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0430491682589162,0,0,0,0,0.00458815522972896,0,0,0,0,0,0,0
X300124.SZ,0,-0.0195660601540767,0,0,0,0,0,0,0.124196374018044,0,0,0,0,0,0,0.0638144762168051,0,0,0,0,0,0,0,0,0,0,0,-0.0293379418465637,0.14541590162033,0.092974576941665,0.0572897627252605,0,-0.0572166333193877,0,0,0,0.014447646306223,0,0,0,0,0,0,0,-0.0665492532185443,0,0,0,0.364146618099588,0,0,-0.0388807217369011,0.011830934870649,0,0,0,0,0,0
X600104.SH,0,0,0.0261797613243722,0,0,0,0,0,0,0,0,0,0.0924730762477629,0.127513408611849,0,0,0,0,0,0.101593496122061,-0.0369277362326807,0,0,0,0,0,0,0,-0.0425812544990677,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390443477738605,-0.0311952152689304,0,0.0245660062769942,0,0,0,0,0,0.0129375158410727,0,0,0,0,0,0,0
X600031.SH,0,0.149445779144962,0,0,0.1345105012431,0,0.0366105805753279,0,0,0,0,0,0,0,0,0,0,0,0,0.033262695387946,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262788733081237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122776219657364,0,0,0.00136729888889819,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0317190229169652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176230224760446,0,0.0401377261140166,0,0,0,0,0.0560373011355334,0,0.0274731938923928,0,-5.42101086242752e-20,0,0,0.158314430407076,0,0,0,0.125399482001875,0,0,0,0,0,0.0503845236883126,0,0,-0.00579505869922696,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.086873010767281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0939898718475297,0,0,0.0678279841716024,0,0,0,0.175042205032043,0.0657415622134649,0,0,0,0,0,0,0,0,-0.0124989722370209,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0.107682140991076,0,0,0,0,0,0,0,0,0,0,0,0.059460444923809,0,0,0.137348817401264,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,-4.33680868994202e-19,0,-0.337826896542035,0.0976963837459887,0,0,0,0.0933444382169586,0,0,0,0,0,0,-0.115345673163719,0.120664733930946,-0.109392328988016,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0.330220431703964,0,0,0,0,0,0.00871020971439368,0,0.108285830051174,0,0,0,0,0,0,0,0,0,0,0,0.0369783572822451,0,0,0,0,0,0,0,0,0.0760146670252048,0,0,0,0,0.130080638094893,0,0,0,0,0,0,0,0,0,0,-0.00044453526973022,0.00430899508390297,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023977102237661,0.0282703214457914,0,-0.0089981553377844,0,0,-0.0300110615989316,0,0,0,0,0,0,0,0,-0.0302591506794359,0,0,0.00544926877796039,0,0,0,0.0270693285648613,0.00784761468951255,0,0,0,0,0,0.0228752957048983,0,0,0.049957392451937,0,0,0,0,0,0,0.0114541323919877,0,0,0,0,0,0
