,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X000568.SZ,X600690.SH,X600031.SH,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X000661.SZ,X600809.SH,X601877.SH,X000100.SZ,X300003.SZ,X600271.SH,X002007.SZ,X000157.SZ,X002236.SZ,X300124.SZ,X600703.SH,X300142.SZ,X000625.SZ,X002008.SZ,X002179.SZ,X600177.SH,X002371.SZ,X000977.SZ,X600498.SH,X300146.SZ,X600487.SH,X000066.SZ,X600867.SH,X600066.SH,X600776.SH,X002506.SZ,X000050.SZ,X600522.SH,X600118.SH,X002049.SZ,X002129.SZ,X600183.SH,X600566.SH,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.148901792046815,0,0,0,0,0,0,0.0951299995142301,0,0,0,0,0.0266976660225625,0,0.0587639055447819,0,0,0,0,0,0,0,0,0,0,0,0.0471506623954512,0,0,0,0,0,0,0,0,0.0764632722749472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0211215897102018,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.26825521951735,0.0127499438312012,0,0.0746102644322281,0,0.431883620219111,0,0,0,0,0,0,0,0,0.0570670991262727,0.087186729358177,0,0,0,0,0,0.0098900593095846,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296052570924602,0,0,0,-0.0148163930765301,0,0,0,0,0,0,0
X000651.SZ,0,0.110934314493402,0,0,0,0,0.0273107752876444,0,0,0,0,0.129722255707222,0,0.0780015734123663,0.0364229806422895,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676327462310502,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0722245979739752,0,0,0,0,0,0,0,0,0,-0.034019856201406,0,0,0,0,-0.0165621268353158,0,0
X600104.SH,0,0,0.114316924339361,0,0,0.0251524595078629,0,0,0,0,0,0.0756747358275048,0,0,0.0467396137964773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140712992336002,0.0263245697334636,0,0,0,0,0,0,0,0,0,0,0,0,0.029682717544654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0.0525245071162042,0,0,0,0,0,0,0,0,0.0195419021925301,0,0.0317965494303223,0.0296491037835099,0,0.131913619594927,0,0,0,0,0,0,0,0,0,0.00953613612267582,0,0,0.0325778502735619,0,0,0,0,0,0.0610388969784988,0,0,0,0.0655756210989271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271597304853353,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127627294902249,0.00515494723362805,0,0,0,0,0,0,0,0,0,0.263365374717233,0,0,0,0,0,0,0,0,0,0,0,0.152549140225067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.150725815914054,0.212166039034877,0,0,0,0,0,0,0,0,0.0264140852631588,0,0,0,0.198424001716985,0,0.121528359695019,0,0,0,0,0.110359494194834,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0157980998698268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0246016517305554,0,0,0,0.00224387855909335,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0536097516158417,0,0,0.242886675285126,0,0,0,0,0,0,0,0,0.0283106618395695,0,0,0,0,0.00786702920432859,0,0,0.0752545375425301,0,0,0,0,0,0.252638251299314,0,0,0,0.0717385882376623,0.137071014679017,0,0,0,-0.0362680096430958,0,0,0,0,0.0348080806872473,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525794105531552,0,0,0,0,0,0,0,0,0,0,0,0,0.140110105771672,0,0.0249010923379012,0,0,0,0.0405773937014039,0,0,0,0,0,0.014038021532353,0,0.16963670656699,0,0,0,0,0.0316993579660754,0,0,0,0,0,-0.0356767337476769,-0.0387807076803406,0,0,0,0,0,0
X000568.SZ,0,0.319782530831715,0,0,0,0,0,0,0,0,0,0,0.185192483469585,0,0,0.0766914354915802,0,0.0906236102391601,0,0,0,0,0,0,0,0,0.0487464054618176,0,0.0886610602627293,0,0,0,0,0,0,0,0,0,0.0207177043999452,0,0,0,0,0,0,0,0,0,0,0,0,-0.0191521366417359,0,0,0,0,-0.0126439544475115,0,0
