,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X300124.SZ,X000625.SZ,X002304.SZ,X000725.SZ,X000338.SZ,X002371.SZ,X000063.SZ,X600031.SH,X000596.SZ,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X000157.SZ,X600703.SH,X002236.SZ,X002241.SZ,X600372.SH,X002049.SZ,X000977.SZ,X600741.SH,X002129.SZ,X002463.SZ,X000661.SZ,X600584.SH,X600522.SH,X002028.SZ,X601877.SH,X000921.SZ,X600066.SH,X000800.SZ,X600183.SH,X601799.SH,X002007.SZ,X002223.SZ,X600418.SH,X002074.SZ,X000066.SZ,X600460.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.093134444720001,0,0.29516203353344,0,0.110035469707215,0,0,0.0221358331349481,0,0,0,0.0228563011325722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176733079661648,0,0,0,0,0,0,0,0,0,0,0,0,0.115232211551567,0,0,0,0.0780806340976293,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0341753083231611,0,0.4489892000037,0,0,0,0,0,0,-0.0490524906888483,0,0,0,0,0.0969447361491672,0,0.0380661291168627,0,0,0,0,0,0,0,0,0,0,0,0,0.0932993763341967,0,0,0,0,0,0,0,-0.0302610547148065,0,-0.0330552447333454,0,0,0,0,0,0,0,0,-0.0111129605190987,0.00502567565431197,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0259763650034601,0,0.109810971518942,0,0,0,0,0,0,0,0,0,0,0.028830353713553,0,0,0,0,0,0,0.127440468354055,0,0,0,0.147806565837115,0,0,0.0667390554822609,0,0,0,0,0,0,0,0,0,0,0,0,0.0152714156473323,0,0,0,0,0.0101662263460536,0,0,0,0,0,0,0,0,0,0
X600809.SH,0.275721225110685,0,0,0,0,0.317239021305933,0,0,0,0,0,0,0,0.074819772248475,0,0,0,0,0,0.315424405408506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111114585140265,0,0,-0.108074170760637,0,0,0,0,-0.0114669164582085,0.00590286847794539,0.0502053429367381,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.16481540743245,0,0,0.0733738346033544,0,0,0,0,0,0,0,0.0345523088811363,0,0,0,0,-1.0842021724855e-19,0,0.0117229083611447,0,0.036399589613762,0,0.18714296434145,0,0,0,0,0,0,0,0.0669085188485405,0.0111662845945671,0,0,0,0,0.0455729867271668,0,0,0,0.000761558594310454,0,0,0,0,0,0
X000568.SZ,0,0.6522218653805,0,0.306601753274034,0,0,0,0,0,-0.00667360106789895,0,0,0,0,0,0,0,0,0,0,0.107211449528446,0,0,-0.0699468448425803,0,0,0,0,0,0,0,0,0.0319661438390978,0,0,0.0538419549365834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107472187617129,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.00815738864061881,0.00229735205715238,0.0823105341086227,0,0.0258046195990584,0.0254521275279493,0,0,0,0,0,0,0.0977380108087528,0,0,0,0,0,0.155555965890203,0,0,0,0,0,0,0,0,0,0,0,-0.0383473909889606,0,0,0,0,0,0.080866934649942,0,0,-0.129302038327296,0,0,0,0,0,0,0,0.0670628826105566,-0.0205764616675068,0.0359797848239181,0,0,0,0,0,0
X000651.SZ,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0519092512164396,0,0,0,0.0732289706583491,0,0,0,0,0,0,0,0,0,0,0,0.1025809303781,0,-0.107302281597774,0,0,0,0,0,0.143261430248187,0,0,0.0160360233847563,0,0,0,0,0,0,0,0,0,-0.00892836702690875,0.00887975594374576,0,0,0,0,0
X002475.SZ,0,0,0,0,0.234624123467167,0.0807200649185468,0,0,0,0,0,0,0.00929077481109675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412992739383658,0,0,-0.131556444730402,0,0,0,0,0.0534354872477764,0,0,0,0,-0.0153927135506825,0,0.0879330206206939,0,0,0,0,0,0,0,0,-0.0288418616042431,0,-0.106831351823107,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.0149619526907983,0,0,0,0,0,0,0,0,0,0,0,0.00959134666812596,0,0.402503873648356,0,0.207739523151462,0,-0.170943650580568,0,0.0769967248522711,0,0,0,-0.295920775202341,0,0,0,0.114243238527603,0,0,0,0,0,0,0,0.0690988701474792,0.0772323078925804,-0.0168111912006992,0,0,0,0.0289660734385816,-0.0505015979783024,0.0100314682118827,0,0,0,0,0,0
X600104.SH,0,0,0,0.0185177355928858,0,0,0,0,0.0274965190726525,0,0,0.0283650820678045,0,0,0,0,0.0573301006505161,0.119780511533673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0277672536591274,0.0471346127697704,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.0486484661806728,0,0,0,0,0,0,0,0.0916205208870817,0,0,0,0,0,0,0.0600797222909508,0,0,0,0.0829570877348386,0,0,0,0,0,0.139577340837563,0,0,0,0,0,0,0,0,0,0.0985364995495171,0,0.0522434686454957,0,-0.0773890378920587,0,0,-0.0387682123563443,0,0.0176929630001284,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0.0507735373002861,0,0,0,0,0,0.020569589712665,0,0,0,0.0565308119830711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267192986709929,0,0,0,0,0.485022230964362,0,0,0,0,0,-0.00808650078076638,0,0,0,0,0,0
X002304.SZ,0.0133980054113305,0,0.111263614977182,0,0,0.361955728599149,0,0,0,0,0,0.0561670591470464,0,0,0,0,0,0,0,0,0,0.124508183661444,0,0,0.0273611241558099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00910678037655982,0.00208329071254526,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0459920732755608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325487146537765,0,0,0,0,0.032434352188432,0,0,0,0,0,0,-0.0243353445030482,0,0,0,0,0,0,-0.0379861425596038,0,0,0,0,0,0,-0.0471248343632838,0,0.237291891820928,0,0,-0.0371265476619639,0.0428205874966843,0.0445783246343014,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.00258870332594735,0,0,0.114950202812183,0,0,0,0,0,0,0,0,0,0,0,0.185067110583983,0,0,0,0,0,-0.0551098980631126,0,0,0,0,0,0,0.113267115921341,0,0,0,0.0903171046974316,0,0,0,0,0,0,0,0,0,-0.00839492014996903,0.00873953758942105,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0648439079908282,0.106513189824171,0,0,0,0,0.353012226330081,0,0,0,0,0,0,0,0,0,0,-0.137554589069522,0,0,0,0.155510101848644,-0.0865102927601015,0,0,0,0,0,0,0,0,0.186358011337157,0,0,0,0,0,0,0,0,-0.0136794740986775,0.00614204598285935,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360678951739019,0.0433113359339638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170820319678576,0.18350035740725,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0.0594643044900264,0,0,0,0,0,0,0,0,0,0.089865383476477,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133655310658175,0,0,0,0,0.0542068425240054,0,0.0116057054263361,0,0.0676462983214426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0140729417111606,0.0214762820948095,0,0,0,0,0,0
X000596.SZ,0,0,0,0.476182186406433,0,0.18510165462229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202351789203417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564961912476821,0,0,0,0,0,0,0,0,-0.0038138984304022,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0.080795872388069,0,0,0,0,0,0,0.0295074591594071,0,0.0639249749085703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00458261583987328,0,0,0,0,0,0,0,0,0,0,0,0.218363556767373,0,0,0.0429447865849993,0.0264827609198438,0,0,0,-0.0105119577639244,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510278157901812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244025734856356,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0798642684694184,0.180765121534925,0,0,0,-0.00876844793364228,0.00308216553387686,0,0,0,0,0,0
X600089.SH,0,0,0,0.0538341664595967,0,0,0,0,0,0.0650014885994163,0,0,0,0,0,0,0.143289576614972,0.0270925330642385,0,0,0,0,0,0.0372651428278604,0.0293450983739833,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252543671854904,0,0,0,-0.0254608652920084,0,0,0,0,0,0,0,0,0,0.00278279862120474,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,-0.0805056330482883,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363407456207476,0,0,0,0,0,0,0.124794133074381,0,0,0,0,-0.038236290467655,0,0,0.263508508547005,0,0,0,0,0,0,0,0,0,0.218141902462301,0,0.0379475658257837,0,0,-0.00604098720153974,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0.0536035694655269,0,0,0,0,0,0,0,0,0,0.0334315912087311,0,0.259245135953749,0,0,0,0,0,0,0,0.071804188581304,0,0,0,0,0,0,0.0703227371736515,0,0,0,0,0,0,0,0,0.214814734704259,-0.0672873251911888,0,-0.0425998764082084,0.000734533363128131,0,0,0,0,0,0,0,-0.0509349868048506,0.0427317771541447,-0.0433810226096179,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.103767735919125,0,0,0,0,0,0,0,0,0,0,0,0.0251600748451219,0,0,0,0,0,0,0,0,0,0.276944738016343,0,0,0.0305234584469798,0,4.33680868994202e-19,0,0,0,0,0,0,0.116631039691192,0,0,0.0229194171524597,0,0,0,0.0535267683436961,0,0,-8.67361737988404e-19,0,-0.0203483297557248,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448173285157541,0,0.0910477411594937,0,0,0,0,0,0,0,0,0.469988698823338,0,0,0,0,0,0.0103227484671526,0,0,0,0,0,0,0,0,0,0.0598124901272559,0,0,0,0,-0.00721210518620567,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0.36283845661882,0,0,0,0.0152774065350404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211390257154325,0,0,0.0914737799387867,0,0.0875010640451838,0,0,0,0,0,0,0.158625766177993,0,0,0,0,0,0,0,0,-0.0103605368553693,-0.0141419798943964,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383922099621256,0,0,0.0596466671414152,0,0.116515959284177,0,0,0.00298749361507535,0,0,0,0,0,0,0,0,0,0,0,0,0.170782400800687,0,0,0,-0.0322441042291314,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154941292023449,0,0,0,0,0,0,0,0,0,0,0,0,0.0143549886866408,0,0.223676632452632,0,0,0.141437727684859,0,0,0,0,0,0,0,0,0,0,0,0,0.0472507677620528,0,0,0,0,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0,0,0,0,-0.0143121974666926,0,-0.0884470132740122,0,0,0,0,0.114171983895492,0,0,0,0,0,0,0,0.381297622866716,0.422703039064248,0,0,0.127243375914469,0,0,0.0727752057091683,0.0702783250185889,0,0,0,-0.147527351617025,0,0.28417264255366,0,0,0,0,0,0,0,0,0.0617938409097483,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0,0,0.0571406748022373,0,0,0,0.0122971319642466,0,0.0539668586682651,0,0,0.0325733056476856,0,0,0.0162541502551546,0,0.00231668704728397,0,0,0,0,0,0,0,0,0,0.0624229626296336,0,0,0.132410579101237,0,0,0,0,0,0,0,0,0,0.065015873956937,0.0111858542895854,0,0,0,0,0.0407798148132074,0,0,0,0,0,0.014066481005217,0.0868761304528494,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.016484511453361,0,0,0,0,0,0,0,0,0.52618225722617,0,0,0,0,0,0,0,0.557322336303874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.00728991210777469,0,-0.0282479350359435,0,0,0,0,0,0,0
