,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X600276.SH,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X600703.SH,X000568.SZ,X002475.SZ,X600741.SH,X000063.SZ,X000338.SZ,X300003.SZ,X600031.SH,X600809.SH,X002236.SZ,X002008.SZ,X600867.SH,X601877.SH,X300124.SZ,X000596.SZ,X002456.SZ,X600271.SH,X600566.SH,X000661.SZ,X600487.SH,X600066.SH,X000625.SZ,X000100.SZ,X002294.SZ,X300136.SZ,X002179.SZ,X300142.SZ,X002007.SZ,X002180.SZ,X002241.SZ,X000977.SZ,X000157.SZ,X000981.SZ,X600498.SH,X000050.SZ,X002049.SZ,X000869.SZ,X600779.SH,X600522.SH,X600177.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.269160948093139,0,0.144896749026744,0,0,0,0,0,0,0,0,0,0,0,0.0125063623740712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028772451018739,0,0,0,0,0,0,0.040108045692996,0,0,0.0753611862751966,0,0.0060922271920125,0,0,0,0.0109360147287675,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.100069863108735,0.17499256267728,0,0,0,0.215832166346932,0,0,0,-0.0342941241726013,0,0.0210661329866958,0,0,0,0,0,0,0,0,0,0,0.0160129021593521,0,0,0,-0.0360018251011826,0,0,0,0,-0.0636005218846263,0,-0.0152782578447974,0,0,-0.0765223062953556,0,0,0,0.0223034140274941,0.0324127490323726,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.012564525105464,0,0,0,0,0,0.0357036675688136,0,-0.132651522476943,0,0,0.0145643750284276,0,0.177218789738278,0,0,0,0,0,0,0,0,0,0.0836788226087809,0,0,0,0,0.120304826380758,0,0.0239483365078444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122613262529157,0,0.0199161148316709,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0578199316362987,0.195185932483387,0,0,0.208578353226266,0,0,0,0,0,0,0,0,0.0214566857693074,0.0789507361483675,0,0,0,0,0.141464690525231,0.0412510876885433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135619500224746,2.16840434497101e-19,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0788081342989028,0,0,-0.0699947338186644,0,0,0,0,0,0,0,0,0,0,0,0,0.0602302156921326,0.143939233205376,0,0,0,0,0.156506446106489,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570704888902642,0.117876436294925,0,0,0,0.0386530102535329,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.459073958799779,0,0,0,0,0,0.116031564747371,0,0,0,0,0,0.00291857440769134,0,0,0,0,0,0.0450843589273311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.040599122222267,0,0,0,0,0,0.143117706218617,0.0340069964781874,0,0.0523308074244923,0,0,0,0,-0.010956296912637,0.0604466110261559,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.175844061858061,0,0,0,0,0,0,0,0,0.147814426245042,0,0,0,-1.38777878078145e-17,0,0.0734388196305517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00218893851164959,0,0,0,0,0.0430747141826963,0.0567350471099469,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109426678962765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00505877589370456,0.0949818829327191,0.150256883899046,0,0,0,0.237742978596642,0,0,-0.0494090841919532,0,-0.013028206678512,0,0,0,0,0,0
X600690.SH,0,0,0,0.356126824933405,0,0,0.103734684471495,0,0,0,0,0,0,0,0,0.0930684054513302,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.042591976102239,0,0,0,-0.068087612705607,0,0,0,0,0,0,0,0,0,0,0,0.00108826163356323,0.0295660621718588,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.180780400326539,0,0,0,0,0,-0.331070565329045,0,0,0,0,0,0,0,0,0,0,0,-0.0179456415938491,0.492647106200106,0.0269992521309564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0149285682104515,0,0.251144330963392,0,0,0.155054729080616,0,0,0,0,0.00263820772330881,-0.0335574742880638,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.0657456594292798,0.066150919022832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271582334031876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294375810554679,0,0,0,0.0266167769311662,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209471405275739,0,0,0,0,0.695533594293045,0,0,0,0,0,0,0,0,0.0669137069661735,0,0,0.0513019671568716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00993552673164601,-2.16840434497101e-19,0,0,0,0,0,0
X600741.SH,0,0.0360249491331852,0,0.080998484612403,0,0,0,0,0,0,0,0,0,-0.0118752651832504,0,0,0,0,0.189221427253561,0,0,0,0,0,0.0549841904142692,0,0,0,0,0,0,0,0,0,0,0,0,-0.0131862452067925,0,0,0,0,0,0,0,0,0.0126813206323245,0,0,0,0,0.038804983624152,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0783041857776292,0,0,0,0,0,0,0,0,0,0.183161879354243,0,0,0,0,0,0,0,0,0.186813384337693,0,0,0,0,0,0,0,0,0.162698735312209,-0.0675702957400729,0,0,0,-0.752614295497176,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0.0429439936272532,0,-0.00643506343409191,0,0,0,0.246189150634993,0,0,0,0.112782310790586,0,0,0,0,0,0,0,0,0,0.214620161789433,0,0,0,0,0,0,0,0,0,0,0,0.0288973258604243,0.0790697790130082,0,0,0,0,0,0,0,0.0167748195139908,0.0180289929886088,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0.240405334458242,0,0.010737717996618,0,0,0,0,0,0,-0.00278753441277697,0,0,0,0,0,0,0,0,0,0.0603219552702116,0,0,0,0,0,0,0,0,0,0,0,0.28885613684404,0,0,0,0,0,0,0,0.0712841724336545,0,0,0,0,0,0,0,0,-0.0274114087591705,0,0,0,0,0,0
X600031.SH,0,0.0686350404739732,0.0681667577831481,0,0,0,0,0,0,0,0,0,0,0,0.272966689037185,0,0,0,0.0971196843518408,0,0,0,0,0,0,-0.0772457147414856,0,0,0.095814954198216,0,0,0,0,0.0536387869451094,0,0,-0.172820724305785,0,0,0,0,0,0,0.0292060781717692,0,0,0,0,0,0,0,0.00914537673738309,0,0,0,0,0,0,0
