,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600271.SH,X600031.SH,X000559.SZ,X600118.SH,X000100.SZ,X600372.SH,X600066.SH,X000157.SZ,X002236.SZ,X002475.SZ,X002292.SZ,X002241.SZ,X600741.SH,X600089.SH,X000338.SZ,X300124.SZ,X002465.SZ,X000568.SZ,X600177.SH,X600839.SH,X300003.SZ,X002294.SZ,X002074.SZ,X600867.SH,X000977.SZ,X002129.SZ,X000869.SZ,X000800.SZ,X600582.SH,X600498.SH,X002085.SZ,X600525.SH,X002276.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.161471637363805,0,0,0,0,0,0.204498873817165,0,0.00294582561661956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126705515173253,0,0,0,0,0,0,0,0.0548409549784123,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0450506110558394,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.284729553966788,0.276109385502362,0,0,0,0,0,-0.0599529744253136,0,0,0,0,0,0,0.11909415217449,0,0.0795447861800996,0,0.0798412666958751,0,0,0,0,0,0,0,0,0,0.0128606443648465,0,0.0404291922635132,0,0,0,0,0,-0.0496276135707352,0,0,0,0,0,-0.12506267260646,0,0,0,0,0
X002415.SZ,0,-0.0668996691234077,0,0,0,0,0,0,0,0,0,0,0,0,0.139665005619852,0,0,0,0,0,0,0.00201601828843262,0,0.146110444026297,0,0,0,0,0,0,0,0,0,0,0.0419751846198127,0,0,0,0,0,0,0,-0.104172246324525,0,0,0,0,-0.0318870850763945,-0.0284759259221137,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.183540552039368,0,0,0.0793915967591501,0,0,0,0,0.100474296260574,0.191101277849882,0,0,0,0,0,0,0.0673545432255556,0,0,0,0,0.0325821439613768,0,0,0,0.090350634075928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274042218312622,0.00880795530117152,0,0.242565423383913,0,0,0.0593435873360528,0,0.00307620773356251,0,0,0,0,0,0,0,0.308408661843926,0,0.0154999292205937,0,0,0,0,0.0166646890777858,0,0,0,0,0,0.031465930291587,0,0,0,0,-0.0428314476748442,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.230678970135898,0,0,0,0,-0.00663432523619923,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.238370439927071,0,0,0,0,0.0565883236356082,0,0,0,0,-0.144611197916595,0,0,0,0,0,0,0,0,0,0,0,0,-0.0424683508610954,-0.0241372666713131,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.193593322895825,0,0,0,0.0271062138968094,0,0,0,0,0,0.136235718254128,0,0.0413075141492249,0.0256166335981762,0,0,0,0,0,0,0.217533943730185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352962756211552,0,0,0,0,0,0,0,0,-0.000526763551799711,0,0,0,0,0,0
X002304.SZ,0,0.351893744295714,0,0,0,0,0.0199236383321266,0,0,0,0,0,0,0,-0.017066856954504,0,0,0,0,0,0,0,0,0,0.294687840716377,0,0,0,0,0.0610266664296725,0,0,0,0.191521431003073,-0.0746949983794056,0,-0.0295742218890583,0,0,0,0,0,0,0,0.0556245713777991,0,-0.152427249251275,-0.0524514398616442,0.109111780686745,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0161695694347766,0,0,0,0.0862557009525339,0.0209635596234619,0,0,0,0,0,0.0275730709127842,0.230790129510104,0,0.283272053356898,0,0,0.115223751906973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.268017910724997,0.0522989408773075,0,0,0,0,0,0,0.050254396695958,0.0662829158736654,0,0.334375727744464,0,0,0,0,0,0,0,0,0.0137936579675221,0,0,0,0,0,0,0.013824323608265,0.000687669241015115,0,0,0,0,-0.0329346420396112,0,0,0,0,0,0,0
