,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X000661.SZ,X002304.SZ,X600031.SH,X000063.SZ,X000725.SZ,X000568.SZ,X003816.SZ,X600690.SH,X600809.SH,X000338.SZ,X600703.SH,X002241.SZ,X300142.SZ,X002007.SZ,X002371.SZ,X000596.SZ,X300014.SZ,X300124.SZ,X002049.SZ,X000100.SZ,X600741.SH,X300003.SZ,X002129.SZ,X600584.SH,X002236.SZ,X601877.SH,X000157.SZ,X000800.SZ,X002414.SZ,X600183.SH,X000066.SZ,X000977.SZ,X000625.SZ,X300136.SZ,X002179.SZ,X002456.SZ,X600118.SH,X002185.SZ,X002008.SZ,X002180.SZ,X002463.SZ,X300146.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.3034147601471,0,0,0,0,0,0,0,0,0,0,0.0299350802552442,0,0,0,0,0,0.0290879852981212,0.00108335458110957,0,0,0.0201676020321843,0,0,0.0593295792621617,0,0,0,0.00419042042111885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00410048541724665,-0.00390945333816967,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0605829960589084,0,0,0,0.210410833648332,0,0,0.224448966443694,0,0,0.0604034665234223,0,0,0,0.0780993810448501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160001018734241,0,0,0.00380165556714547,0.000101196922858556,0,0,0,0,0,0
X600276.SH,0,0.00837350732772637,0,0,0,0,0,0.229950571597806,0.059161951077245,0,0,0,0,0,0,0,0,0,0.0715465105593938,0.00639712448596177,0,0,0,0,0,0.0634678712802427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00874625020918083,-0.00748444937093039,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311633296007061,0,0.0744934221223839,0.00244703924827026,0.0336913716277367,0,0,0.01598034590646,0,0,0,0.0379892120401791,0.0670289889131686,0,0,0,0,0,0,0,0,0,0.052469555168045,0,0.0783432875108688,0,0.0326368307714538,0.00782183764205883,0,0,0,0,0,-0.0010641594512322,-0.0242247486094188,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163170819311497,0,0,0,0,0,0,0.116858344685355,0.00321623796100299,0,0,0,0,0.227936168345645,0,0,0,0,0,0,0,0,0,0,0.0266445874919645,0,0,0,0,0,0.0964190391364762,0,0,-0.00208668986747019,-0.00790548184214319,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0258410539707882,0,0.197809003563018,0,0,0,0.0738131348461601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875590110337659,0,0,0.0100408080885732,0,0,0,0,0,0.0105204010683271,-0.0164994408901947,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565841567813495,0,0,0,0,0,0,0,0,-0.100286828798768,0,0,0,0,0,0,0,0.0136719158707612,0.0377172785487113,0,0.0704966988082653,0,0.067932859920553,0.093793910737361,0,0.145330626067003,0,0,0.0521975659245482,0,0,0,0,0,0,0,-0.0456240784823089,-0.0198166397316171,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0.147779481209905,0,0,0,0,0,0,0,-0.0435873085728762,0,0,0.0278753510713994,0.075584320339903,0,0,0,0,0.12922825249764,0,0,0,0,0,0,0,0.0991770471621371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085834914827865,0,0,0.0890755389552553,0,0,0.012457074763652,-0.0154753844047939,0,0,0,0,0,0
X002304.SZ,0,0.186353395255117,0,0,0,0,0,0,0,0,0,0,0.387011096885335,0,0,0,0,0,2.16840434497101e-19,0,0,0,0.117206263858729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0097939405526953,0,0,0,0,0,0,0,0,-0.0070034213701459,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,-0.0645261754222614,0.0174261221431676,0,0,0,0,0,0,0,0.292220105073594,0,0,0.0214147602359198,0,0,0.130886407901029,0,0,0.168523232868591,0,0,0,0,-0.0654155685768185,0,0,0.0379357568574427,0,0,0,0,0,0,0,0,0,0,0,0,-0.0153646371609211,0,0,0,0,-0.00992281265936539,-0.0235247666110435,0,0,0,0,0,0
