,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000063.SZ,X000651.SZ,X002304.SZ,X300124.SZ,X600104.SH,X000725.SZ,X002371.SZ,X003816.SZ,X600031.SH,X000625.SZ,X000596.SZ,X002129.SZ,X300014.SZ,X000338.SZ,X002179.SZ,X600089.SH,X600703.SH,X000100.SZ,X002049.SZ,X002236.SZ,X600372.SH,X000977.SZ,X002241.SZ,X600584.SH,X000157.SZ,X601877.SH,X000661.SZ,X600741.SH,X600522.SH,X002180.SZ,X000733.SZ,X002463.SZ,X002074.SZ,X600702.SH,X600460.SH,X000988.SZ,X300142.SZ,X000066.SZ,X000800.SZ,X300003.SZ,X002007.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.293147170723958,0.123815834219354,0,0.108467926286643,0,0,0,0,0,0,0,0,0,0.0164634977458772,0,0,0,0,0,0.0181163383423024,0,0,0,-0.00342922449102582,0,0,-0.0397811665847056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0.487597014807623,0,0,0,0,0,0,0,0.0739644415034826,0,0,0,0,0,0.0126708800813904,0,0.0537287880500527,0,0,0,0,0,0,0,0,0,0,-0.00641476518802491,0,0,0,0,0,0,0,0,0,0,0,0.140160089932153,0,0,0,0,0,0,0,0,0.048875358574644,0,0,0,0,0,0,0,0
X000568.SZ,0,0.420546304786761,0,0,0,0,0,0,0,0,0.238137083153982,0,0,0,0,0,0,0,0.0436950831037009,0,0,0,0,0,-0.0564559063778595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179444770592116,0,0,0,0,0,0,0,0,0,0,-0.00463752016077066,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0704099195324118,0,0,0,0,0,0,0,-0.15418443069726,0,0,0,0,0,0.270312672098031,0,0,0,0.177987050973734,0,0,0.196514463340376,0,0,0,0.0337283581356399,0,0,0,0,0,0.0894062438915438,0,-0.0143774511718262,0,0,0,-0.0489100065658333,0,0,0,0,0,0,0,0.00648294545640313,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0344445080509501,0,0,0,0,0.0092010715342288,0,0,0,0.0917832395588528,0,0,0,0,0,0.0240662328785431,-0.194152753056649,0,0.0802326756122711,0,0,0,0,0,0,0,0,0,0.168428302895589,0,0,-0.204331006133591,0,0,0,0.0870690474963166,0,-0.0188594341978026,0,0,0,0,0,0,-0.00721772373339557,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,-0.0439730293565149,0,0,0.0155326254081396,0,0,0,0,0.0651878744677824,0,0,0,0,0,0.0525939836929965,-0.0793200236482127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019958532676954,0,0.0760158495505994,0,0.053135002769244,0,0,0,0,0,0,-0.245141371901065,0,0,0,0.0445429016215999,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761479146573029,0,0,0.313258038229411,0.279138321572041,0,0,0,0,0,0,0,0,0,0.0506783185317688,0,0.0278094968800372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0777552025988494,0,0,0,-0.00918261188574293,0.164848658100325,0,0,0,0,0,0,0.154385445782363,0,0,0.032345067568962,0,0,0,0,0,0,0,1.13294485469175e-05,0.0692686484596953,0,0,0,0,0,0,0,0,0,0,-0.0231229981036349,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.020453078892518,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.161689337925731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111533624153546,0,0.207403592197511,0,0.175086698415411,0,0,0,0,0.185819920506249,0,0,0,0,0,0,0,0,0.0254987403451558,-0.106112345752685,0,0,0,0,0.0611034872975003,-0.0123542207072767,0,0,0,0,0,0
X000651.SZ,0,0,0.107559344266605,0,0,0,0,0,0.102738518586501,0,0,0,0,0,0,0,0,0,0,0,0,-0.0552447059530112,0,0,-0.00847719057689042,0,0.0661205086568168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837280388644107,0,0,0,0.00747086086510439,0,0,0,-0.00598983615621939,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.0652006562164853,0.297363298078316,0,0,0.100997077270541,0,0,0,0.0735762299683748,0,0,0,0,-0.0390717282890778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00680433650205017,0,0,0,0,0,0,0,0,0,-0.0212228888865883,0,0.107241869852291,0,0,0,0,0,0,0,0,0.0327776880123713,0.0186384741897238,-0.00873852382646093,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,-0.0540021137704004,0.14437148721413,-0.0764251322566514,0.0385394534466596,0,0,0,0,0,0.0167853489527243,0,0,0.149410138661806,0,0,0.0579792332240418,-0.0694310291094837,0,0,-0.0722106120033668,0,0,0.0223333632924402,0,0,0.215808124583416,0,0,-0.176608032082324,0,0,0,0,0,-0.0649930330420206,0,0,0,0,0,0,0,0,0,0,0,0.0423641515348893,-0.0150583323762145,0,0,0,0,0,0
X600104.SH,0,0,0,-1.0842021724855e-19,0,0,0,0.0341609272649548,0,0.00508834873496852,0,0,0,0,0,0,0.076189836905524,0.0907828598116301,0,0,0,0,0,0,0,0.0934713558765553,0,0.0144925861460422,0.0294972261261808,-0.0358308964605166,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016630492305607,0,0.0333699596494431,0,0,0,0,0,0.0020107608340268,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00790890762798501,0,0,0,0,0,0.449897609951227,0.00484559033691948,0.0576826969477626,0,0,0,0,0,0,0,0,0,0,0,0.0852226227427007,0,0,0,0,0,0.00594083939699316,0,0,0,0,0,0.00157303755630584,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0.132115011103293,0,0,0,0,0,0,0,0,0,0,0,0,-0.0578793579188629,0,0,0,-0.0903132611265031,0,0,0,0.371394962381787,0.225753782588448,0,-0.135259941686128,0.172199924262873,0,0,0,0,0,0,0,0,-0.0491603136813474,0,0,0,0,0,0,0,0,0,0,0,0,-0.0402561102718204,0,0,0,0,0,0,0
X003816.SZ,0,0,-0.00796867696706632,0,0,0,0,0,0.0266983374767821,-0.0341500529466371,0,0,0,0,0,0,0,0,0,0,0,0.104541390008117,0,0.102516182595047,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0.0345436438065878,0,-0.00275970153343372,0,0,0,0.043075924466182,0,0,0,0,0,0,0.23768221261571,0.0153471723127263,0,0.0415959553898168,0,0,0,0,0
X600031.SH,0,0.108097182695307,0,0.0157886824318819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0573565111975526,0,0,0,0,0,0,0.0947416285390266,0.0141406300792094,0.0765584006869107,0,-0.0248730118394779,0,0,0.0510399803177077,0,0,0,0,0,0,-0.0175844482615132,0,0,0.0287775508824639,-0.0057023780489775,0,0,0,0,0,0,0,0.0285447662074103,0,0,0,0,0,0,0
X000625.SZ,0,0,0.0564272110968373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625743825867112,0.115894814743212,0,0,0,0,0.0186720324919599,0,0,0,0,0,0,0,0,0,0,0,0.00781627510911639,0,0,0.0312891967510738,-0.0301093059405026,0,0.0587132162810582,0.42083969183516,0,0,0.0343281582585743,0,0,-0.0106442491805551,0,0,0,0,0,0
X000596.SZ,0,0.165236532650029,0.105754505927817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00965923631497608,0,-0.0680245059451014,0,0,0,0.0790210929170054,-0.0206301427187365,0,0,0,0,0,0,0,0,0,-0.0156874118118196,0,0.247780716139754,0,0,0,0,0,0,0,0,0,0.0105732890969755,-0.0216187840138973,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,-0.064060171891555,0.167508265810684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,-0.219968420892097,0,0.056522229416344,0,0,0,0,0,0.175118265871126,0,0,0,0,0,0.0205987533924049,0,0,0,0,0,-0.113369322911672,0,0,0,0,0,0.0413857278501721,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367011289645014,0,0,0,0,0,0,0,0,0.0500525214980219,0,0,-0.0210539812345029,0,0,0,0,0.0389962487043652,0,0,0,0.101673496504116,-0.0191004082814686,0.596905334698836,3.46944695195361e-18,0,-0.0148241735681211,0.00298168366971081,0,0,0,0,0,0,-0.0204255433106971,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.00577771102222426,0,0,0,0,0,0,0,0.00919233088372053,0,0,0,0,0,0,0,0,0,0.0437569961754315,0.00657925694817113,0,0,0,0,0,0,0,0,0.145456729604133,0.0233430892402592,0,0,0,0.127127833912674,0,0.0555994251890604,0,0.0210928284168067,0,0,0,0,0,0.0446030099986817,0,0,0,0,0,0,0
X002179.SZ,0,0,0,-0.023635170981584,0,0.0199882818302128,0,0,0.136448528784076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0725033473929869,0.065401646395002,0,0,-0.00549750201459117,0,0,0.0681484664231584,0,-0.111387552520187,0,0.240273275377929,0,0.119516657069106,0,-0.0137663928197949,-0.00212334573902118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0.0137137617239309,0,0.0658089454890467,0,0.0858109917362929,0,0,0,0,0,0,0,0,0.0928923024028335,0,0,0.111849953369445,0.109733763336193,0,0,0,0,0.0172773954121877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136436677880785,0,0,0.113538492532738,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,-0.25116677533635,0,0,0,0,0,0,0,-0.0696549903147336,0,0.445279791136448,0,0,0,0,0,-0.169679241347836,0.207559915722596,0,-0.21193663507411,0.0404715559972908,0.244347075572453,0,0,0,0,0,0,0,0,0,0,0,0.118533941121151,0,0,0,0,0,0.279126692771399,0,-0.000388980334391911,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0.0590517727438438,0,0,0,0.331923303314552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899380391549084,0,-0.0232247435004563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0.234354819689417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00523584498762429,0,0,0,0,0,0,0,0,0,0.0446474480199384,0,0,0,0.178502194723844,0.56870651582042,0,0,0,0,0,0,0,0,0.0552394606384357,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0.578671172458771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24384226994687,0,0.097774678492464,0,0,0,0,0,0,0,0.131126900585419,0,0,0,0,0,0,0,0,0,-0.0655142859036493,0,0,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131717710004223,0,0,0,0,0,0.0574378968791706,0,0.0459074717197013,0,0,0,0,0.0629089013361371,0,0,0,0,0,0,0,0.00859749871675385,0,0,0,0,0,0,0,0,0,0,0,0,0.0373709075939605,0,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,-0.256173747763066,0.103763367082086,0,0,0,0,0,0,0,0,0,-0.220217181657414,0,-0.185447843658323,0,0,0,-0.147331884184226,0,0,0,0.243346227215596,0,0,0,0.300427022271827,0,0,0,0,0.452223696179621,0,0,0.453181725993746,0,0,0,0,0,0,0,0,0,0,0,0.0148595501715394,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0.295687984173181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135526804201917,0,0,0,0,0,0,0,0,0,0,0.236195140093247,0,0,0,0,0,0,0,0,0,0.0402432735177471,0,0,0,0,0,0
