,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X600690.SH,X002304.SZ,X600104.SH,X000651.SZ,X600031.SH,X000725.SZ,X300014.SZ,X300124.SZ,X002241.SZ,X002371.SZ,X000063.SZ,X003816.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002129.SZ,X000596.SZ,X000625.SZ,X601877.SH,X002179.SZ,X000661.SZ,X600741.SH,X000100.SZ,X300142.SZ,X600089.SH,X002180.SZ,X002074.SZ,X600460.SH,X000157.SZ,X600702.SH,X000733.SZ,X002236.SZ,X600884.SH,X000799.SZ,X002414.SZ,X000977.SZ,X601799.SH,X600779.SH,X600183.SH,X002007.SZ,X600584.SH,X002008.SZ,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.665615431880613,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053373016421624,8.67361737988404e-19,0,0,0,0,0,0,0.0337438764460052,0,0,0,0,-0.00857348555307351,0,0,0,0,0.0368185560513511,0,0,0.0329181338546546,-0.00935608828561096,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0108597592274168,-0.00113241321325343,0,0,0,0,0,0
X000858.SZ,0.388855325708188,0,0,0.0737560599574002,0,0,0,0.0399979388905718,0.0494002594768877,0,0,0,0,0,0,0,0,0,0,0,0.0443245026428307,0,0,0.0427355438636069,0,0,0,0,0,0,0,0,0,0,0,0,0.00183029424182828,0,0,0,0.0836797112835322,0,0,0,0,0,0,0,0,0,0,0.0113112114750248,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.131716849599825,0,-3.46944695195361e-18,0.22568651951127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174000030624304,0,0,0,0,-0.0103739534766241,0,0,0,0,0,0,0,0.0570219269857401,0,0,0,0,0,0,0,-0.0682854681940928,0,0,0,0,0,0,0,0,0
X600809.SH,0,0.245235336137076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.184910029547944,0,0,0,0,0,0,0,0,0,0.0774199705960838,0,0.0698644827355661,0,0,0,0.0156655758259482,0,0.0156026034686542,0,0,0,0,0,0,0,0,0,-0.0114418127143918,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.308444596138142,0,0,0,0.113011311520643,0,0,-0.0859037466448018,0,0,0,0,0,0,0,0,0,0,-0.0802724463924634,0,0,0.233979324815088,0,0,0,0,-0.104296522123736,0,0,0.0169830460826093,0,0,0,0,0,0
X002475.SZ,0,0,0.0500856190297276,0,0,0,0.0184515801770424,0,0,0,0,0,0,-0.035045902580174,0.21253325095173,0.285387409794681,0,0,0,-0.027611557425772,0,0,0,0,0,0,0,0,0.0194042036809608,0,0,0,0,0,0,0,0,0,0,-0.00605477861805511,-0.120118900127568,0,0,0,0,0,0,0,0,0.102896067724927,0,-0.0345016876111597,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0694240502758161,0,0.184847024464549,0,0,0,0,0,-0.0545864660203617,0,0,0,0,0,0,0,0,0,0,0,0,-0.111174681043547,0.0687311872294809,0,0,0.046458459195313,0,0,0,0,0,0,0,0,-0.0500435338134527,0,0,0,0,0,0,0.208593108446908,0,-0.0372800095822039,0.0865346713539043,0,-0.0341367180843319,0,0,0,0,-0.0149695187532971,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.139996028361782,0,0.200184190240185,0.347688517450215,0,0,0,0,0,0,0,0,0,-0.010637929532139,0,0.0665939568000971,0,4.33680868994202e-19,0,0,0,0.166940937954045,0.0136571827490307,0,0,0,0,0.0228947476368989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0359372536403573,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.156951421401726,0,0,0,0,0,-0.0402228723639653,0,0.145951890636612,0.0375829122103584,0,0,0,0,0.0201257311601687,0.030361357868463,0.0983784467292605,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140431820583732,0,0,0,0,0,0,0,0,0,0,0,-0.113078820608154,0,0.0142263468579498,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.061273990752811,0.0262976808473068,0,0,0,0,0,0.141981364401631,0,0,0.0985576221148526,0,-0.0344808044370181,0,0,0.0567816817287286,0,0,0,0,0.00277494088183459,0,0,0,0,0,-0.0710206861396295,0,0,0.0242032105137725,0.0502561952089565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00788514995583718,0,0
