,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000651.SZ,X002475.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X600809.SH,X600690.SH,X000725.SZ,X000063.SZ,X002241.SZ,X000661.SZ,X300124.SZ,X003816.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X600703.SH,X600741.SH,X000100.SZ,X002371.SZ,X000625.SZ,X002007.SZ,X300142.SZ,X002129.SZ,X601877.SH,X002236.SZ,X600584.SH,X002179.SZ,X600183.SH,X002049.SZ,X000157.SZ,X000800.SZ,X002414.SZ,X300003.SZ,X601799.SH,X300136.SZ,X002008.SZ,X000066.SZ,X002456.SZ,X000977.SZ,X002185.SZ,X300146.SZ,X002508.SZ,X600779.SH,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.102593665807888,0,0.175457456161235,0,0,0.262792060268175,0,0,0,0,0,0,0,0,0,0,0,0,0.0185409135915809,0,0,0,0,0,0,0.0203177968575433,0,0,0,0.0275406932546391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609058600263618,0,0,0,0,0,0
X000858.SZ,0.128837582201847,0,0,0,0,0,0,0,0.116560222567981,0,0.0174567589189235,0,0,0,0,0,0.0133114708147422,0,0,0.162821024840153,0,0,0.0317219342067836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342333604017275,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0596579117195309,0,0.0852437661970391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516961355006261,0,0,0,0,0,0,0.00403111079641424,0,0,0.000248670686367238,0,0,0,0,0,0,0,0,0,0,0.0592144363221027,0,0,0,0.00779897417808649,0,0,0,-0.0204181805534919,0,0
X002415.SZ,0,0,0,0,0,0.250548696487824,0,0,0,0,0,0.107766104763155,0,0,6.93889390390723e-18,0,0,0,-0.130377958928255,0,0,0,0,0,0.0054765429524699,0,0,0,0,0,0.164236189101417,0,0,0,0,0,0,-0.0410848692181405,0,0,0,0,0,0,0,0,0,0,0,0.10087415789065,0,-0.0357805241691967,0,0,0,0,-0.00986130384492452,0,0
X000651.SZ,0,0,0,0,0,0,0.020349017916258,0,0,0,0,0,0,0,0,-0.073926780408922,0,0,0,0,0,0,0,0,0,0.119814543222629,0,0.0614853283726795,0,0,0.107031337705953,0,0.0479970499236125,0,0,0,0,0.01483171404684,0.0128137586600105,0,0,0,0,0,0,0.0262461247676359,0,0,0,0,0,-0.0163207070361612,0,0,0,0,-0.00827299003723909,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0565819782099698,0,0,0,0,0,0,0.476151029805473,0,0,0,0,0,0,0,0,0.0051213919308393,0,0,0,0,0,0.110030289201813,0,0,0,0,0.0241313046788707,0,0,0,0,0.0731294188827731,0.0657547873330377,0,0,0,0,0,0,0,0,0,0,0.0372747811642557,0,0,0,0,0.0334168817016635,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238856206501126,-0.0474745403607698,0,0.103239428737479,0.104773001005401,0,0.0989700970980454,0.112739034052542,0,0,0,0,0,0,0,0,0,0,0.0270352781242944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0082974981919746,0,0,0,0,-0.00741538118862557,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.187478289561881,0,0.0102981959201726,0,0,-0.0373380146933186,0,0,0,0,-0.068120563819972,0.203052872044553,0,0,0,0,0,0,0.0689844526489786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833638990647003,0,0.102564740996314,0,0,0,0.0781213817681375,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.238428019697024,0,0,0,0,0,0,0,0,0,0,-0.110380337862433,0,0.264273998047819,0,0,0,0,0,0,-0.0450527448106542,0,0,0,0,0,0,0,0,0,0,0,0.0430502570229632,0.0151080804392894,0,0,0,0,0,0.080136657463035,0,0.0932910694147279,0,0,0,0,0,0,0,-0.0179361787977549,0,0
X600031.SH,0,0,0,0.0497727904073433,0,0,0,0,0,0,0.00924392398995427,0,0,0,0,0.204579438876977,0,0,0.530193508006807,0,0.0599851963474557,0,0.15454384230421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0310138396404264,0,0,0,0,0,0,0,0,0,0.0651525799558767,0,0,0.0681155532526193,-0.0381295946484361,0,0,0,0,0,0
