,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X600809.SH,X000725.SZ,X000661.SZ,X000063.SZ,X003816.SZ,X600690.SH,X002241.SZ,X000338.SZ,X600703.SH,X000596.SZ,X000100.SZ,X300124.SZ,X002007.SZ,X300014.SZ,X300142.SZ,X600741.SH,X002371.SZ,X002236.SZ,X002049.SZ,X002129.SZ,X000625.SZ,X000800.SZ,X000157.SZ,X601877.SH,X300003.SZ,X002414.SZ,X600584.SH,X300136.SZ,X600183.SH,X002179.SZ,X000066.SZ,X000977.SZ,X601799.SH,X600118.SH,X002456.SZ,X002185.SZ,X002294.SZ,X002008.SZ,X000050.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.000499311309673248,0,0,0,0,0,0.141253547385633,0,0,0.11881925329117,0,0,0,0,0,0,0,0,0.0488457498457237,0,0,0,0,0,0,0,0,0.048220424968321,0,0.0218793043474721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120916932376182,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0387972291378121,0.0300423065752035,0,0.178197296930107,0,0,0,0,0,0.0504281231130162,0,0,0.178788319844142,0,0,0,0,0.0603569959975858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160929404714285,0,0,0.00176116701289711,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0658996394886392,0.0289944472822514,0,0,0,0,0,0,0,0,0,0,0.0137452691518244,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0266438508993838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175424904139865,0,0,0,0,0,0.00453754019879299,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352077309039506,0,0,0,0.0924392916427148,0,0,0,0,0,0.0633031951094418,0,0,0.0439960831146033,0,0,0,0,0,0,0.0511301519102096,0,0,0,0,0,0,0,0,0.108685922559144,0.0436781627464085,0,0,0,0,0,-0.00558648984087699,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0666943755189913,0,0,0,0,0,0.0198870509694489,0,0,0,0,0,0.119400367624929,0.0035807791312544,0,0,0,0,0,0,0,0,0,0,0.155758132254535,0.0881948115759212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032862684507671,0,0,0,0.0992173613714809,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0444352929136438,0,0,0.0697954650129461,0.0602174301505283,0,0,0,0,0,0,0.14026688055209,0,0,0,0,0,0,0,0,0,0,0,0.00938767126989018,0.0511543086458597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150221864764424,0,0,0,-0.0420631011678487,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00468344282116355,0.0950448164750686,3.46944695195361e-18,0,0,0,0,0,0,0,0.0204871577453707,0.0740668593529651,0,0,0,0.0907513801990254,0,0,0,0,0,0,0.118551915220767,0,0.0551717535678577,0,0,0,0,0.059932348058793,0,0,0,0,0,0,0.0103601484886966,0,0,0,0,0,0
X000568.SZ,0,0.481773385469925,0,0,0,0,0,0,0.162716614633624,0,0.0447406945565077,0,0,0,0,0,0,0,0,0.0452497627318765,0,0,0.051033243466369,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0594559514890154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111387395830951,0,0,0,0,0,0
X002304.SZ,0,0.212522835639624,0,0,0,0,0,0.335980775840385,0,0,0.050136886240002,0,0,0,0,0,0,0,0,0.0692191037708819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0167553177859756,0,0,0,0,0,0,0,0.0104524405530635,0.00375249729993604,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0230210918629891,0,0,0,0,0,0,0,0,0.259006936316127,0,0.0894133988552213,0,0,0,0,0,0,0,0,0,0,0,0,0.137921406892963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188905994634315,0,0,0.0311671686949926,0,0,0,0,0,0
X600809.SH,0,0.701984744988362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102742980461648,0,0,0.133235405248636,0,0,0,0,0,0,0.0338707650384648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0561739871219207,-0.00220441944091335,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394680716096187,0,0,0,0,0,0,0,0,0.147974272226153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479977699157652,0,0.0767827258345613,0,0,0,0.0319091533384083,0,0,0,0,0,0
