,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002475.SZ,X300014.SZ,X002304.SZ,X600690.SH,X600104.SH,X000651.SZ,X002371.SZ,X000725.SZ,X600031.SH,X002241.SZ,X300124.SZ,X600703.SH,X000063.SZ,X003816.SZ,X002129.SZ,X000338.SZ,X000596.SZ,X000625.SZ,X002049.SZ,X000661.SZ,X601877.SH,X002179.SZ,X300142.SZ,X000100.SZ,X600460.SH,X600089.SH,X600741.SH,X002074.SZ,X002236.SZ,X600702.SH,X000799.SZ,X600779.SH,X601799.SH,X000157.SZ,X600584.SH,X002414.SZ,X600884.SH,X600183.SH,X000733.SZ,X600563.SH,X600522.SH,X002180.SZ,X002007.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.4945503438199,0,0.0266716176501338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225236393310016,0,0,0,0,0,0,0,0,0.0740289001548755,0,0,0,0,0,0,0,0,0,0.00499894207271742,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.413646560495686,0.10624471790909,0,0,0.0167973455734238,0,0,0,0,0,0,0,0,0,0,0,-0.0479200519369069,0,0,0.0159531979957591,0,0,0.182889313689516,0,0,0,0,0,0,0.0695927352593378,0,0,0.0676004084991777,0.00629611152767303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183213104434322,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.080857858938686,0.208049636441452,0,0,0,0,0,0,0,0,0,0,0,0,0.068391396338728,0,0,0,-0.0261409776251434,0,0,0,0,0,0,0,0.124579545620981,-0.0119586667842887,0,0,0,0,0,0.0391192422656744,0.0117492879385282,0,0,0,0,0,0,0,0,0.0245059471038641,0,0,0,0,0.0262792731556988,0,0
X600809.SH,0,0.288189399756197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00523295530199011,0,-0.040884358653186,0,0,-0.187793848097755,0,0,0,0,0,0,0.501028655425319,0,0.0365459823477001,0,0,0,0,0,0,0,0,-0.0875545544015271,0,0,0,0,-0.0564747634300396,0,0,0,0,0,0
X000568.SZ,0,0.170928710361239,0,0,0,0,0,0.0473839128026084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136378089431997,0,0,0,0,0,0,0,0,0,0,0,0.247988294054298,0.148107157792391,0,0,0,0,-0.0165045219211624,0,-0.0355304496142672,0,-0.0377060342779083,0,0,0,0,0.0454443563912911,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,-0.00848707908781608,0.165463435004084,0.138118404833528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280944718078892,0,-0.214653092540322,0,0,0,0,0,0,0,0,0.351831731771945,0,0,0,0,0,-0.17399470893784,0,0,0,0.110457586147408,0,0,0,0,0,0.0200276229535315,0,0,0,0.0660268900435579,0,0
X002475.SZ,0,0.106020922063333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102659282268292,0.150366457591849,0,0,0,0,0,0,0.0202644323595147,0,4.33680868994202e-19,0,0,0,0.0670192981787011,-0.106112028164845,0,0,0,0,0,0,0,0,0,0,-0.000864471184164695,0,-0.066460432450745,0,0.0188289913471474,0,0.104909805283399,0,0,0,0,0,0,0,0.0923464744326889,0,0
X300014.SZ,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195927622055203,0,0,0,0,0.0785163177805352,0,0,0,0.140903962092396,0.146139794269489,0,0,0,0,0,0,0,0,0.0280028472003905,0.0868846607224915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0834066220851711,0,0,0,0.0981156172683828,0,0
X002304.SZ,0,0.251537733439303,0,0.210396280881887,0,0,0,0,0,0.123058285165309,0,0,0,0,0,0,0,0,0,-0.0913167015904419,0,0,0.0223135977576614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143228749852701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312033704239234,0,0,0,0,-0.025418884128674,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0.0598999766128155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382402731327099,0.0783502362878016,-0.123141027087273,0,0,0,0,0,0,0.122478207802355,0,0.0529682165255736,0,0,0,0,0,0.0610222924654696,0,0,0,0,0,-0.0055585568109901,0,0,0,0,0,0,0
