,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X002236.SZ,X000568.SZ,X000625.SZ,X002475.SZ,X600031.SH,X002241.SZ,X000338.SZ,X002456.SZ,X600066.SH,X601877.SH,X000100.SZ,X300124.SZ,X002508.SZ,X002008.SZ,X300136.SZ,X300003.SZ,X002085.SZ,X600089.SH,X600177.SH,X600271.SH,X600522.SH,X002294.SZ,X000157.SZ,X600487.SH,X600118.SH,X000981.SZ,X600867.SH,X600566.SH,X600699.SH,X002074.SZ,X600809.SH,X600372.SH,X300115.SZ,X000050.SZ,X000559.SZ,X002007.SZ,X000066.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.132999186020321,0,0,0.0723529475397113,0,0,0,0,0,0.288251430313445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297205319219577,0.00879049593150612,0.011139005584254,0,0,0,0,0,0,0,0,0,0,0,-0.0576758371582945,0.107949159354362,0,0,0,0,0,0,0,0,-0.00257832422720151,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.180350835066554,0,0,0,0.0223161992378466,0,0.0710399645823567,0,0.388263311749097,0,0,0.172029806297638,0,0,0,0,0,0,0,0,0,0,0,-0.0861495638054299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163513835907508,0,0,0,-0.163970903909026,0,0,0.0346053798689697,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0394392874645638,0,0,0,0,0,0.0915854895976566,0.445405040227879,0.0496372032276509,0,0,0,0,0,0,0,0,0,0,0.316511444328955,0,0.0786302434142498,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126518053545844,0,0,-0.0641449563648959,0,0,0,0,0,0,0,-0.0250272850008196,0.0479990359527545,0,0,0,0,0,0
X000651.SZ,0,0.0406968594805839,0,0,0.189036006983294,0.0323770836245679,0,0,0,0.0459292973078134,0,0,0,0,0.13800254816114,0,0,0,0,0,0.133310391742569,0,0,0.153514018088696,0.0651601644016457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423332967714788,0,0,0,0,0,0,0,0,0,0,0,-0.000743342178338611,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0441988361788879,0,0,0,0,0,0,0,0,0.0592890948349123,0.74964506536289,0,0,0,0,0,0,0,0.0169796045128684,0,0,0.0283151689612332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0665606772804295,0,0,0,0,0,0,0,0,0,0.0136721282602731,0,0,0,-0.0407558826746147,0,0
X000725.SZ,0,0,0.118276244560957,0,0,0,0,0,0.154052968654901,0,0,0,0,0,0,0,0,0,0.0131023711770208,0,0,0,0,0,0,0.00182996237873976,0,0,0.0974537830028337,0.179344438116255,0,0.648412231844827,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580909000243223,0,0,0,0,0,0.00041429696869224,0.0462068010992401,0,0,0,0,0,0
X600276.SH,0,0,0.0701285445369253,0,0.077222316417258,0,0,0,0,0,0,0.171067495397031,0,0,0,0,0,0,-0.0614982119815997,0,0,0,0,0,0,0,0,0.0602421340011806,0,0,0,-0.0537160336172577,0.000694448363876103,0,0,0,0,0,0,0,0,0,0,-0.107024328019665,0,-0.0527441534041531,0,0,-0.0677886896039491,0,0,0.00556735666676867,0,0,0,0,0,0,0
X002304.SZ,0.134738557558923,0.124209244510017,0,0,0.185034124371772,0,0,0,0,0.0576940023013916,0,0,0,0,0,0,0.0529215328323798,0,0,0,0,0.0977696782339919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0704422133101386,0,0,0,0,0.252670984130203,0,-0.0748352315244993,0,0,0,0,0,0,0.00903009764935432,-0.0286419577176699,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.00888513996061593,0,0,0,0,0.205779285155516,0,0,0.150657949986921,0,0,0,0,0,0.20437780954687,0,0,0,0.0362472287922769,0,0.157591122286759,0,0,0,0,0,0,0,0.0332896495401287,0,0,0,0,0,0,0,0,0,0,0,0.0488274895280991,0,0,0,0,0,-0.0255317297983488,0,0,0,0,0,0,0
X600690.SH,0,0.102016404003996,0,0.360185738969365,0,0,0,0,0,0,0,0.235429527108883,0.0892732482874979,0,0,0,0,0,0,0,0,0,0,-0.033391180921137,0,0,-0.0928400976394217,0,0,0,0,0,0,0.253206166931906,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00955582475613269,-0.0994999651235176,0,0,0.0192715254607827,-0.00519970616979872,0,0,0,0,0,0
X600703.SH,0,0,0.0376831753777317,0,0,0,0,0,0.0651042699142749,0.062843445692916,0,0,0.0755399033777342,0,0,0,0,0.327156395126625,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.0520277265048431,0,0,0,0,0,0.0784108857671011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036380409233192,-0.0338710680598029,0,0,0,0,0,0
X600741.SH,0,0.522056713813926,0,0,0,0,0,0.0647514491624572,0.178523105469376,0.0593678842339511,0,0,0,0,0,0,-0.116868443525133,0,0,0,0,0,0,0,0,0,0,0,-0.0241469817629163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0194449838995796,0,0,0,0.0385286828855648,0,0,0,0,0,0
X002236.SZ,0,0,0.433261781496901,0,0,0,0,0,0,0,0,0,0,0,0,0.234919683553372,0,0,0,0,0,0,0,0,0.0142741279755358,0.0313327031077896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163648847564824,0,0,0.0227521667958283,0,0,0,0.0598511846676963,0,0,0.0120729643015771,0.0237867371599445,0,0,0,0,0,0
X000568.SZ,0.0213919165553213,0,0,0.0206949986754449,0.684897813758333,0,0,0,0,-0.083363071566199,0,0,-0.0497796713488703,0,0,0.111938680931119,0,0,0,0,0,0,0,0,0.0690413810818579,0,0.0416149343240236,0,0,0,0,0,0.010148553788547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00348983473932991,0,0,0,0,0,0,0
X000625.SZ,0,0.23506421234726,0,0.145060401250676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0850164235188204,0,0,0,0,0,0,0,0,-0.0226910228547909,0,0.121413909086441,0,0,0,0,0,0,0,0,0,0,0.0843981915985687,0,0,0,0,0,0,0,0,0,-0.0145804766948734,-0.0284115588252141,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0537304972251289,0,0,0,0,0.162701352336446,0,0,0,0,0,0,-1.73472347597681e-18,0.340382847551006,0.236263127151975,0,0,0,0,0,0,0,0,-0.0153542270703037,0,0,0,0,-0.0202639260548091,0.0585083352425465,0,0,0,0,0,0,0,0,0,0.0235697031134277,-0.0572053804275009,0,0,0,0,0,0
X600031.SH,0,0,-0.0127048056527695,0,0,0,0,0,0.194713684576407,0,0,0,0,0,0,0,0,0,0,0,0,0.0113727809174071,0,0,-0.0389349534420544,0,0,0.0412955015936207,-0.0364920570394634,0,0,0.144632482692384,0,0,0.185123924344184,0,0,0,0,0.0959059645473843,0,0,0,0,0,0.0229689136770916,0,0,0,0,0.181207057707714,-0.0239429822362684,0.0493552221960167,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46975322110659,0,0.096544074292626,0.240715621160183,-0.0178227584855373,0,0,0,0.419943301130692,0,0,0,0,0,0,0.073591165259365,0,0.117513706579674,0,0,0,0,0,0,0,0,0.015745058549194,-0.0266117136652977,0,0,0,0,0,0
X000338.SZ,0,0,0,-0.121472239590761,0,0.0657709777024761,0,0,0,0,0,0,0,0,0,0,0.545587580467456,0,0,0,0,-1.73472347597681e-18,0,0.0325390104141895,0,0.117129280000058,0,0,0,0,0,0,0,0,0,0.0591677871210726,0,0,0,0,0,0.0501751272031534,-0.0089108874135698,0,0,0,0,0,0.206697033043342,0,0,-0.00581833854362381,0,0,0,0,-0.23373611994997,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0.0741777711191439,0,0.0802634643608248,0,0,0,0,0.069493944273344,0,0,0,0,0,0,0,0.176818746017345,0,0,0,0,0,0,0,0,0,0.211858289285768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00294750966287253,0,0,0,0,0,0,0
X600066.SH,0,0,0,0.0514725967469199,0,-0.0463843798915304,0,0,0,0,0,0,0.034967740895141,0,0.0878201715661907,-0.273830292501111,0,0,0,0,0,0,0,0,0,0,0,0,-0.0240168237079766,0,0,0,0,0,0,0,0,0,0,0,0,0.185090432869263,0,-0.0347523041934582,-0.00542677524739178,0,0,0,0,0,0,0.0295194847057679,-1.0842021724855e-19,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206443925023757,0.312810786868142,0,0.223294133215421,-0.0955969498576915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173186972329491,0,0,0,0.0426434654782472,0,0.102463980686573,0,0,0,0.0552580985072123,-0.0624299647563503,0,0,0,0,0.00448187141471443,-0.0237109278332879,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00668419204461872,0,0,0,0,0,0,0,-0.00644415325079146,0,0,-0.0499629702149997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157163788864918,0.0181760691322146,0,0,0,0,0,-0.0171230663737541,0,0,0,0,0,0
X300124.SZ,0,0,0,0.15750352404977,0.0242880332865289,0.0555358825035435,0,0,0.216094970106186,0,0,0,0,0,0,0,0,0,0.0390067197198168,0,0,0,0,0,0,0.0744930349174425,0,0,-0.00943849679392375,0,0,0.0815125851538434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199268991225195,0,0,0,-0.0104847301003224,-0.0530010602199316,0,0,0,0,0,0
X002508.SZ,0,0,0.233484322843864,0.337850801063776,0,-0.150482959529695,0,0,0,0,0,0,0.12682926384085,0.101960306177599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00105893557967451,0,0,0,0,0,-0.0192278912258644,0,0,0,0,0,0,0
