,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X003816.SZ,X300124.SZ,X600104.SH,X002304.SZ,X000625.SZ,X000725.SZ,X000338.SZ,X002371.SZ,X000063.SZ,X600031.SH,X000596.SZ,X000100.SZ,X300014.SZ,X002179.SZ,X600089.SH,X002241.SZ,X600703.SH,X600372.SH,X002129.SZ,X000157.SZ,X000661.SZ,X002236.SZ,X600741.SH,X002049.SZ,X600584.SH,X601877.SH,X000977.SZ,X002028.SZ,X002463.SZ,X600183.SH,X600522.SH,X002007.SZ,X000800.SZ,X002074.SZ,X300142.SZ,X601799.SH,X002294.SZ,X600460.SH,X002223.SZ,X600066.SH,X002156.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.149978488541672,0.308338719170437,0,0.07014872270534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00857010826789863,0,0,0,0,0,0,0,0,0,0,0.0266356431080129,0,0.0581375525247035,0,0,0,0.0255978617985709,0,0,-0.0112769525313156,0.00840175126747265,0,0,0,0,0,0
X000858.SZ,0.1194380010538,0,0,0,0,0.403225541539668,0,0.0945224448092943,0,0,0,0,0,-0.0130676582749229,0,0,0,0,0.075376456678322,0,0.0111121013706247,0,0,0,0,0,0,0.0992520605990227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749312055856672,0,0,0,0,-0.0215097923937593,0,0,-0.00628328469705146,0.001323469911394,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0424610360896551,0,0.0544623347316824,0.0633670128850548,0,0.0639865278489849,0.00223365598955218,0,0,0,0,0,0,0,0,0,5.11213270062605e-05,0,0,0,0,0,0,0,0.104052150974304,0,0,0.0886398488950549,0,0,0,0,0,-0.00854690907396539,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028240608948908,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200182126218208,0,0,0,0,0,0,0,0,0,0,0,0.0690235485120938,0,0,0,0.166815644439969,0,0,0,0,0,0.0184052584504457,-0.0210532631447873,0,0,0,-1.73472347597681e-18,0,0
X600809.SH,0,0,0,0,0,0.520617109836238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321896603539408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342338099502145,0,-0.0207352135561571,0,-0.0563706834933459,0,0,0,0,0,0,0,0.0281556519880309,0,-0.0309851815149302,0.0197696177832237,0,0,0,0,0,0
X000568.SZ,0,0.590615084761305,0,0,0.426975768255281,0,0,0,0,0,0,0,0,0,0,0.0261862094264006,0,0,0,0,0,0,-0.0536533183303612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0359316708929882,0,0,0,0,0.0388728637293448,0,0,0,0,0,0,0,0.0143950717373878,-0.00674531179023239,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216054178029822,0,0,0,0,0,0,0,0,0,0,0.278058950226682,0,0,0,0,0,0,0,0,0,0,-0.106929373280903,0,0,0.165538609712392,0.244962506106937,0,0.0322773257162555,0,0,0,0,0,0,0,0.0654876860333049,0,-0.023230004729457,0,0,0,0,0,0,0
X600690.SH,0.0200692712006606,0.0596553969919233,0,0,0.0197497940844342,0.268552093385164,0,0,0.0133361040032742,0,0,0,0,0,0,0.0292535969740284,0,0,0,0,0,0,0,0,-0.0232914361655531,0,0,0,0,0.0458011463869791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227364625164619,0,0,0,0,0,0
X000651.SZ,0.0349827611166752,0,0,0,0,0,0,0.18943480477654,0,0,0,0,0,0.021758143729684,0,0.044625005154389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239151045252618,0,0,0,0,0,0,0,0,0.08186184394105,0,0,0,0,0,0,-0.0062950233192923,0,0,0,0,0.0289704214300616,0,0
X003816.SZ,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0270534473508523,0,0,0,0,0,0,0,0,0,0,-0.0204314473198673,0,0,-0.0716355987623799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124986446493227,-0.0167570916313361,0.0159284128312388,0,0,0,0.0719687428945655,0,0
