,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X600031.SH,X002236.SZ,X000338.SZ,X000625.SZ,X601877.SH,X600487.SH,X002456.SZ,X002241.SZ,X002008.SZ,X600066.SH,X000100.SZ,X600809.SH,X300136.SZ,X300124.SZ,X002508.SZ,X002294.SZ,X300003.SZ,X600522.SH,X600867.SH,X600271.SH,X600089.SH,X002085.SZ,X000981.SZ,X000157.SZ,X000596.SZ,X600177.SH,X600498.SH,X600699.SH,X600566.SH,X002179.SZ,X002129.SZ,X300142.SZ,X600118.SH,X000661.SZ,X002049.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-0.209343674345636,0,0.526506796611008,0,0.0826876903629727,0,0.0411705306373856,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.00278494171815454,0,0,-0.0228393614638171,0,0,0,0,0,0,0.0366130544014798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00499547369796824,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0855682159761493,0.0598587480127785,0,0.212993444653072,0.108734104561188,0,0,0,0,0,0,0,0,0,0,0.0560708753166262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425140261458018,0,0,0,0,-0.0358022164406809,-0.0214699316565129,0,-0.0190627689931423,0.0240616159772673,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.14631440985941,0,0,0,0,0.0917124587775894,0,0,0.0270543211892234,0.205515967682129,0,0,0.269716720513101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299317426869714,0,-0.0108086732831788,0,0,0,0,0,0,0
X000858.SZ,0.14389634108299,0,0,0,0.0374268355307584,0,0,0.108222337283966,0,0,0,0.31541136606594,0,0,0,0,0,0,0,0.0310114867898122,0,0,0,0,0,0.284989667376261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00398519488814613,0.0215577382516988,0,0,0,0,0,0
X000651.SZ,0,0.157801640801438,0,0.28666652423999,0,0,0,0.0612286806463173,0.0487598959360927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0834778133706616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078010168126859,0,0,0,0,0.014432094451773,0,0,0,0,0,0
X600276.SH,0,0,0.107312896304081,0,0,0,0,0,0,0,0.236086623252201,0.0744915175164676,0,0,0,0,0.162589294399691,0,0,0.031525639349966,-0.150291274253216,0,0,0,0,0,0.0732906319238728,0,0,0,0,0,0,0,0,0,0,0,0.0447597541534299,0,0,0,0,0,0,0,0,0,-0.0491502667821006,0,0,-0.0159018240100597,0.0395849723752591,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.344546567558677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141853459171184,0.0548318431212971,0.0373212720365414,0,0,0,0.0193747219950439,0,0,0,0,0,0,0,0.106944517925072,0,0,0,0,0,0,0,0,0,0,0.145689735443585,0,-0.0406111331005404,0.0883852492165701,0,0,0,0,0,0
X002304.SZ,0.182337162285611,0,0,0.34882151268537,0,0,-4.33680868994202e-19,0,0,0,0.0442423234211066,0.0555549379097435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212622014341003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0842873080267565,0,0,0,-0.00592545043859996,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.338332876891072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178766568508263,0.0724023800682575,0,0,0,0,0,0,0,0,0.0485214997839342,0,0.109065203500976,0,0,0,0,0,0,0.38986249324918,0,0,0,0,0,0,0,0.157544730576258,0.0608259958891866,0,-0.0164159637354284,0,0,0,0,0,0,0
X600690.SH,0,0.418835793864723,0,0,0.050441002416251,0.0678136389761175,0,0,0,0,0,0.0589435580596258,0.048906331971703,0,0,0,0,0,0,0,0,0,0.157877954273956,0,0.0616357764972639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00270614289362848,-0.0363280193771316,0,0,0,0,0,0
