,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X600741.SH,X000596.SZ,X600809.SH,X000661.SZ,X601877.SH,X600703.SH,X300142.SZ,X000100.SZ,X000157.SZ,X002236.SZ,X002007.SZ,X600271.SH,X300003.SZ,X300124.SZ,X002008.SZ,X002179.SZ,X000625.SZ,X002506.SZ,X600487.SH,X600183.SH,X600498.SH,X600867.SH,X600177.SH,X000977.SZ,X002241.SZ,X300014.SZ,X002371.SZ,X000050.SZ,X600066.SH,X300146.SZ,X600522.SH,X000066.SZ,X600776.SH,X600118.SH,X600372.SH,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.225183667347991,0,0,0,0,0,0,0,0.0212002249781424,0,0,0.0347520634326511,0,0.00838159781358857,0,0,0,0,0.00397008763379922,0.0648644671787642,0,0,0.117312752599273,0,0,0,0,0,0,0,0,0.0460628907877594,0,0,0.0342594078232318,0,0,0.00875741646943632,0,0,0,0,0,0,0,0,0,0,0,0,-0.0144575076608747,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0742696088137409,0.219478149139771,0,6.93889390390723e-18,0.441244995728435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.216794482181844,0.0605293151829409,0,0,0,0.273167312158559,0.193800497274834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157020273277608,0,0,0,0,0,0,0
X600104.SH,0,0,0.100180958373193,0,0,0.017292998164874,0,0,0,0,0,0,0.013457277341875,0,0.172470523207919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240626840533438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00749366153088627,0,0,0,0,0.0041226267844456,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.206639401343768,0,0,0,0,0.15784649808431,0,0.00606300900637225,0,0,0,0,0,0,0,0,0,0,0.0787630114204265,0,0,0,0,0,0,0,0,0.0808864952103099,0,0,0,0,0,0,0,0,0,0,0,-0.0161840531900179,0,0,0,0,0.0199133642592117,0,0
X002415.SZ,0,-0.0304586820206598,0,0,0,0,0,0,0,0,0,0,0.340178376850139,0,0,0,0,0,0,-0.0762810145238874,0,0,0,0.572901661894063,0,0,0,0,0,0,0.0773750772219993,0,0.0927122802127528,0,0,0,0,-0.128346267521661,0,0,0,0,0,0,0,0,0,-0.0123178678966645,0,0,0,0,0,0,0,0,0.018573366238686,0,0
X002304.SZ,0,0.316407113571277,0.114734363413059,0,0,0,0,0,0,0,0,0,0,0,0,0.0896654423990634,0.0156551525407062,0,0,0,0,0,0,0.0083381905785573,0,0,0,0,0,0,0,0,0.0878781468666915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195442997419031,0,0,0,0.0418408794109038,0,0
X000063.SZ,0,0,0.0626578350156667,0,0,0,0,0,0,0.0797607002409712,0,0,0.24878228423434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0794839509665168,0,0.118001836077866,0,0,0,0,0,0.0648868427009904,0,0,0,0,0,0,0.216087105971998,0,0,0,0,-0.0285345719069383,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681120615060038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111907341299338,0.172050211524054,0,0,0.198009475786723,0,0,0,0.0369989228375842,0.108225099669568,0,0,0,0,-0.00912173374504886,0,0,0,0,0.00173283078211319,0,0
X000568.SZ,0,0.274153622261862,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126970079763233,0,0,0,0.0642093887853516,0.0830355269447753,0,0,0,0,0,0,0,0,0,0.0615804850102468,0,0,0,0,0,0,0,0.0473158860931079,0.0475019385214854,0,0,0,0,0,0,0,0,0,0,0,-0.00757780666294083,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.102621485702577,0,0,0,0,0,0.0192078057736645,0,0.0845864276063058,0.0983406841836998,0.104938284406633,0,0,0,0,0.0528864614032945,0,0,0.0307018243293607,0,0,0,0,0.0864947806202127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.0394592515442389,0,0
X600031.SH,0,0.0228279479461911,0.208665348116323,0,0,0,0,0,0,0,0,0,0,0.185938714444134,0,0.0986213361246271,0.0566412544092655,0,0,0,0.0505624989814211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524324720660494,0,0
X002475.SZ,0.299571379599053,0,0.0551454857076547,0,0,0.158268525173901,0,0.190239342726594,0,0,0,0,0,0,0.183236165273291,0,0,0,0,0.197391124280798,0,0,0,0,0,0,0,0,0.0635157245624911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00534472962119673,0,0,0,0,-8.67361737988404e-19,0,0
