,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X600276.SH,X002304.SZ,X002475.SZ,X600104.SH,X000651.SZ,X000725.SZ,X600031.SH,X300124.SZ,X003816.SZ,X002371.SZ,X002129.SZ,X300014.SZ,X000338.SZ,X002241.SZ,X000063.SZ,X002049.SZ,X000596.SZ,X600703.SH,X300142.SZ,X000625.SZ,X002179.SZ,X600089.SH,X601877.SH,X000100.SZ,X000661.SZ,X600460.SH,X600741.SH,X002180.SZ,X000157.SZ,X600884.SH,X000733.SZ,X002236.SZ,X600702.SH,X000799.SZ,X600522.SH,X002074.SZ,X600584.SH,X600779.SH,X002414.SZ,X000800.SZ,X000977.SZ,X600183.SH,X600563.SH,X002432.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.104786518740515,0,0,0.0594537761524051,0.279897582508598,0,0.0315313796363254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137230495484842,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581644015429386,0,0,0,0,0,0,0,0.0217361075336049,0,0,-0.0124001793456584,0,0,-0.0280526847095596,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0311838566960991,0.17786604365916,0.0949097798617794,0,0.118479054190853,0,0,0,0,0,0,0,0,0,0,0,0,0.0717547601144014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038451142792367,0,0,0.253339523372367,0,-1.73472347597681e-18,3.46944695195361e-18,0,0,0,0,0.0199066575270149,0,0,0,0,-0.0216678235769884,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0383138250402217,0,0,0,0.0502593695746335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872378133947036,0,0,0,0,0.175066511082279,0,0,0.0465435541375245,0,0,0,0,0.231125106978621,0,0.0476704917453529,0,0,0,0.00230470064339921,0,0,0,0,0,0
X600809.SH,0,0.201819992653116,0,0,0.546897232402973,0,0,0,0,0,0,0,0,0,0,0,0.0114211003534178,0,0,0,0,0.0841481891264528,0,0,-0.035924092941132,0,0,0,0,0,0,0,0,0.0868622357907259,0,0,0,0,0.152965602566607,0,0,0,0,0,0,0,0,0,0,-0.0226793043444827,0,0.0412929827273976,-0.0220520368564286,0,0,0,0,0,0
X000568.SZ,0.187461599577274,0.241011034943511,0,0.0627920231484008,0,0,0,0,0,0,0,0,0,0,0,0.0664811871891144,0,0,0,0,0,0,0.159644998001352,0,0,0,0,0,0,0,0,0,0,0.0865423570117487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00826425902586792,0.0462724566961834,0,0,0,0,0,0
X600690.SH,0,0.366097056667028,0,0,0,0,0.12245906337538,0,0,0,0,0,0,0,0,0,0,0.0504750789319415,0.129116493109037,0,0,0,0.0733075017103406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662497290429249,0,0,0,0,0,0,0,0,0,0,-0.0170520322731763,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.249429569844987,0,0,0,0,0,0,-0.0176530266275312,0,0,0,0,0,0,0.0485239944086593,0.203232524476839,0,0,0,0.0375393367609925,0,0,0,0,0,0.0341945879551694,0,0,0,0,0,0,0,0,0,0.0726644179655828,0,0,0,0,0,0.0109498789737267,0,0,0.055287619081482,0,0,-0.0181263937932401,0,0,0,-0.0751673490054604,0,0
X002304.SZ,0.029075113004597,0,0,0.0134483657844905,0.0303772061254665,0,0,0,0,0,0,0,0,0.0604773983395428,0.0641420670662868,0,0.0338399050291197,0,0,0,0,0,0.263605142627779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209332248954055,0,0,0,0,0,0.033265912450875,0,0,0.00908709593846019,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184972712196959,0,0,0,0.475132628736282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252783885151253,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0512866857068931,0,0,0,0,0.112798854647812,0,0.0745214065394546,0,0,0,0,0,0.0270935777151963,0,0,0,0,0.14395462610787,0,0,0,0,0,0,0,0.0484667168404568,0,0,0,0,0,0,0,0,0,0,0,0.0381848994487747,0,0,0,0,0,-0.0257835509928339,0.00657365405409643,0,0,0,0,0,0
