,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X600690.SH,X000651.SZ,X600809.SH,X000063.SZ,X002371.SZ,X600104.SH,X003816.SZ,X000568.SZ,X000725.SZ,X300124.SZ,X600031.SH,X000338.SZ,X000625.SZ,X002304.SZ,X000100.SZ,X002241.SZ,X000596.SZ,X600418.SH,X300014.SZ,X002463.SZ,X002179.SZ,X000977.SZ,X600183.SH,X600584.SH,X600066.SH,X000157.SZ,X002028.SZ,X600089.SH,X600703.SH,X600372.SH,X600741.SH,X002049.SZ,X002236.SZ,X600522.SH,X601877.SH,X002156.SZ,X002281.SZ,X000066.SZ,X000921.SZ,X000988.SZ,X600460.SH,X600839.SH,X002456.SZ,X600487.SH,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0170411297039732,0.0334575415148423,0,0,0,0.232116847309992,0,0,0,0,0,0,0,0,0.210330514506032,0,0,0,0,0,0,0.07359167349382,0,0,0,0,0,0,0,0,0,0,0,0,-0.00886689418821642,-0.026754483061267,-0.0112371881674729,0,0,0,-0.0283199523200457,0,0,0,0.00502918727036478,0,0,0,0,0,0,0
X000858.SZ,0,0,0.120389234831363,0,0,0,0,0,0.0245301448664626,0,0.011802120060459,0,0.399910235337696,0,0,0,0,0,0,0,0,0.170254725135628,0,0,0,0,0,0,0,0,0,0.0153219402586196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147081388891999,0,0,-0.000122784744233062,0,4.33680868994202e-19,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0.0479383038419509,0.14544499106896,0,0.0714893690755944,0,0,0,0,0,0,0,0,0,0.183747189079561,0,0,0.0754438436438569,0,0,0,0,0,0,0,0,0,0,0,0.0393012086903069,0,0,0,0,0,0,-0.00599805188617321,0,0,0,0.065619925250574,0,0,0,0,0,0.0213627447115009,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0736187088496651,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0444889493411965,0.0408192300330464,-0.00500255429259808,0,0.152773047086902,0,0,0,0,0,0,0,0.175294164039064,0,0,0,0,0,0,0,0,0,0,0,0,0.0616495015852817,0,0,0,0,0,0,0,0,0.0164478258389921,-0.00348275070076222,0,0,0,-0.0371477294691304,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0503161510464088,0.127321217434011,0,0,0,0.0379073078704362,0,0.0210847578095251,0,0,0,0,0,0,0,0,0.0167903006074561,0,0,0,0,0.0739105628674463,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151311857942544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238114976186796,0,-0.00570657450035393,0,0,0,0.275968983066148,0,0,0,0.0606813133577884,0,0,0,0,0,0,0,0,0,0,0,0.293788871913174,0,0,0.0223833795493913,0,0,0,0,0,0.00306304298002033,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.14449785535712,0,0,0.0229167372927944,0,0.0285379866478879,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,-0.103968180084769,0,0,0,0,0,0,0.306904516943791,0,0,0,0,0,0.0171283718705296,0,0,0,0,0,0,-0.0337889781223864,3.46944695195361e-18,0.0699715259825345,0,0,-0.00220159178561272,0,0,0,0.0138990334043726,0.00882519654235941,0,0,0,0,0,0
X600809.SH,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.559899667447292,0,0,0,0,0,0,0,0,0.110538104581211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01528811324725,0,0,0,0,0,0,0,0,0,0,-0.00983130605048512,-0.00404910262555869,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254291928835816,0.0432822549625395,0,0,0,0,0,0,0,0,0.300786219918942,0,0,0,0,0,0.0569317518679093,-0.0693333483822005,0,0,0,0,0.0926859006444862,0,0,8.67361737988404e-19,-0.0038921655000103,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,-0.0282272292881012,0,0,0,0.379867091947562,0,0,0,0,0,0,0,0,0.0274255450130151,0,0,0.110926043203092,0,0,0,0,0,0,0,0,0,0.112676189519705,0,0,0,0.0815084510302749,0.000943734376526768,0,0,0,0,0,0,0,0,0,0,-0.00243729591524167,0,0,0,0,0,0
