,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600703.SH,X000100.SZ,X600031.SH,X600271.SH,X600118.SH,X000157.SZ,X000559.SZ,X600066.SH,X002236.SZ,X600372.SH,X000338.SZ,X002241.SZ,X600741.SH,X600089.SH,X002475.SZ,X002292.SZ,X000016.SZ,X600839.SH,X300124.SZ,X000568.SZ,X600177.SH,X000066.SZ,X002465.SZ,X002294.SZ,X002074.SZ,X002129.SZ,X000800.SZ,X300003.SZ,X600867.SH,X600312.SH,X000869.SZ,X600498.SH,X000581.SZ,X600582.SH,X000977.SZ,X600525.SH,X300142.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0531580899510521,0,0,0,0,0.0491313006985358,0.0580692923366398,0.0805085353141613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345268726741256,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.158062970397923,0,0.170059885259872,0.122437440817716,0,0,0,0,0,0,0,0,0,0,0,0.101792062128922,0.0669668200519033,0,0,0,0,0,0,0,0,0,0,0.0721417448963795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205575080461303,0.00419783789146797,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.082641121452645,0,0,-0.0834503117871903,0.0155092293390856,0,0,0,0,0,-0.0742685052341428,0,0,0,0,0,0,0,0.0407580128322851,0,0,0,0,0,0,0,0.132557649304508,0,0,0,0,0.0262269577493291,0,0,0,0,0,0,0,0,-0.0147144367699707,0,0,0,0,-0.0583009173007602,-0.057151797907241,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.189196060450867,0,0.236690570253987,0,0.0208188175998017,0,0.0102422496002967,0,0.059861250890866,0,0.0520315651330346,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.146820775004834,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0254996490800096,0,0,0,0,0,0.0642486271293452,0,0,0,0.194781725016202,0,0,0,0,0,0,0,0,0,0,0,0.0984795260883629,0,0.294222612725831,0.0135577401198699,0,0,0,0,0,0,0,0,0,0.0234172838724698,0.0578043650046235,0,0,0,0,0,0,0,-0.0157299434745168,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.136782465004982,0.267606948573111,0,0,0,0,0,0,0,0,0.0978106241239373,0,0,0,0,0,0,0,0,0,0,0,0.0249575255278442,0,0.340154177221511,0,0,0,0,0,0,0,-0.115779051491604,0,0,0,0,0,0,0,0,0,0,0,-0.0270440304624851,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025411344419587,0,0,0.0659395996024589,0,0,0,0,0,0.342463532830471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111854576146475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.227099382363075,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0210274026769694,0,0,0,0,0,0.0846876975596354,0,0,0,0,0,0.19784741437745,0.0968633051649145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00385828174016893,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127344772047143,0.174982765848739,0,0,0,0,0,0,0,0.105961000204231,0.266234008550526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112092697476509,0,0,0,-0.0221917984323041,0,0,-0.00917371816806965,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.109897447726924,0,0.168918909176143,0,2.16840434497101e-19,0,0.0332958893442134,0,0,0,0.0562655701680315,0.140785085970402,0,0.160471178209148,0,0,0,0,0,0,0.104732203458067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
