,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X000661.SZ,X600703.SH,X600741.SH,X600809.SH,X002241.SZ,X000100.SZ,X300003.SZ,X000596.SZ,X002236.SZ,X601877.SH,X300014.SZ,X000157.SZ,X300124.SZ,X600183.SH,X002007.SZ,X300142.SZ,X000066.SZ,X000625.SZ,X002456.SZ,X002179.SZ,X300136.SZ,X002008.SZ,X002371.SZ,X600271.SH,X000977.SZ,X002463.SZ,X002180.SZ,X600177.SH,X600584.SH,X000050.SZ,X600066.SH,X002508.SZ,X600498.SH,X002049.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.202381173629593,0,0,0,0,0.0879711403392479,0,0.254707116276552,0,0,0,0,0.0259242330505713,0,0,0.00567933709247141,0.126501499989717,0,0,-0.0409202146091101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155140830226071,0,0
X000858.SZ,0,0,0,0,0,0,0.0568642039807442,0,0,0,0,0,0,0.420935737003708,0,0,0,0,0,0.0177701727261466,0,8.71442188752078e-05,0.0799378441110208,0.014775980132456,0,0,0,0,0,0,0,0.0185846344150432,0,0.0208771137409025,0,0,0,0,0,0.0427510696537063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.260347438025335,0,0,0.177510307941925,-0.185088969568091,0,0,0,0.108971857940019,0.0341469341730727,0,0,0,0,0,0,-0.0483359480380041,0,0,0,-0.0655314635959253,0,0,0.0697691053625893,0,0,0,0,0,0,0,0,0,0,0,0,0.017253973572497,0,0,0.00911357937010051,0,0,0,0,-0.0350683311198601,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348281866273681,0,0,0,0.0237548678280214,0,0,0.10473853816102,0,0,-0.0144368287023811,0,0,0,0,0,0.0530460817587097,0.0550788187313794,0,0,0,0.0534050610907423,0,0,-0.0629620544027997,0,0,0,0,0,0,0,0,0,0,0,0,-0.0536107468353719,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701387645113972,0,0,0,0,-0.0420815008906882,0,0,0.539708608637395,0,0,0,0.019396039651283,0,0,0,0,0.0384110490181866,-0.0256735348253695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371218276374746,-0.0542578119986673,0,0,0,-0.0528869885902597,0,0
X600104.SH,0,0,0,0,0,0,0,0.0154465020976021,0,0,0,0,0,0,0,0,0.110624734534773,0,0,-0.00664372234586022,0,0,0,0,0,0.0334460538903577,0,0.0554598468819067,0,0,0,-0.027792646947084,0.0143168378266557,-6.7762635780344e-21,0,0,0,-0.0882517100530612,0,0,0.0304731364443295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0132315909238741,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.124896817323677,0,0,0,0,0,0,0.0595287824494745,0,0,0,0,0.167576814268459,0,0,0,0,0,0.0198327164895942,0,0,0.00908281840451657,0,0,0.154791061782446,0,0,0,0,0.330821398777875,0,0,-0.0292387986663305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.134328720217535,0,0.0785832098960181,0,0,0,0,0,0,0,0,0.0415519428866746,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104918234330767,0,-0.0883371022977504,0,0,0.00814149469541006,0,0,0,0.230212813832363,0,0,0,0,0.0569999322086453,0,0.0392928600579669,0,0,0,0,0,0,0
X002304.SZ,0,0,0.00690245492034516,0,0,0,0,0,0,0,0,0,0.0617171606148905,0,0,0,0.0161620044530309,0,0,0,0,0,0.197563842269487,0,0,0,0,0,0.0212837142013062,0.0804647487600531,0,0,0,0,0,0,0,0,0,0.0171926125117426,0.00183127029268817,0,0,0,0,0,0,0,0.0178725510595405,0,0,0,0.0599578523528284,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297418458450075,0,0,0,0.171033795471062,0,0,0,0,0.0372931517440846,0,0,0,0,0,0.0440645698666873,0,0,0,0.012133406093342,0,0,0.007959069483094,0.00528885637790196,0.0300044029169067,0,0,0.0943750230275772,0.0735310114810011,0,0,0,0,0,0,0,0,0,0,0,0.0305290437220541,0,0
