,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000651.SZ,X000568.SZ,X002475.SZ,X600690.SH,X002304.SZ,X600031.SH,X600104.SH,X000725.SZ,X300014.SZ,X300124.SZ,X000338.SZ,X600703.SH,X002371.SZ,X000063.SZ,X000625.SZ,X002129.SZ,X002241.SZ,X003816.SZ,X000661.SZ,X300142.SZ,X002049.SZ,X601877.SH,X000596.SZ,X000100.SZ,X002179.SZ,X600460.SH,X600702.SH,X000157.SZ,X000799.SZ,X600741.SH,X002074.SZ,X002414.SZ,X002007.SZ,X600584.SH,X002236.SZ,X600089.SH,X600183.SH,X600779.SH,X601799.SH,X000800.SZ,X300146.SZ,X600884.SH,X300003.SZ,X000066.SZ,X000733.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.148520189689753,0,0.029701180003805,0,0,0.115771045148433,0,0,0.038204641375144,0.080146072829966,0,0,0,0.00922457553037185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438437477901636,0,0,0,0,0,0,0,0,0,0,0.0447384686463255,0,0,0,0,0,0,0,0,0.00322221024851439,0.0808677534364955,0,0,0,0,0,0
X000858.SZ,0.0693909383649046,0,0,0,0.0681821768359532,0,0.208539747873818,0,0,0,0.0295669588911307,0,0,0,0,0.1083299363043,0,0,0,0,0,0,0,0.177834623258336,0,0,0,0,0,0,0,0.030134418556905,0,0.0197335933961309,0,0.0301469867647507,0,0,0,0,0,0,0.159707362243717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.0794472196609063,0,0,0.102373288526212,0,0,0.0660736106783197,0,0.0241956979335642,0,0,0,0.0904030689055108,0,0,0.0802716447648228,0,0,0,0.0711032099953263,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0395348569817824,0,0,0.0522364808473278,0,0,0.0421903031214892,0,0.0141311272165854,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.295088046657328,0,0,0.0842532988092119,0,0,0,-0.070793346920596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0208310227738474,0.0739576886940677,0,0.430769879438804,0,0,0,0,0,0,0,0,0.0582063498214874,0,0,0,0,0,0,0.0223552068350594,0,-0.045491903258548,0.0124119682386708,0,0,0,0,0,0
X600276.SH,0,8.67361737988404e-19,0,0,0,0,0,-0.0103127836751484,0.112944465206045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105573781124371,0,0,0,0.0740399822346661,0,0,0,-2.16840434497101e-19,0.357817716936306,0,0,0,0,0,0,0,-0.0985177375811313,-0.253565622690149,0,0,0,0,0.0962059441584111,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,-0.0274416522489079,0,0,0,0,0,0,0,0.0329398563254567,0,-0.0507092359324779,0.120277329579824,0,0,0,0,0.0838713833216076,0,0,0.0249144513662006,-0.0490189580708417,0,0,-0.0489844373220829,0.0402342343634437,0,0,0.0179474557329056,0,0,0,0,0,0,0,0.0885342740671497,-0.0950144027506209,0,0,-0.00305432058959726,0,0,0,0,-0.0366685840850683,0.114973547784059,0,0,0,0,0,0
X000568.SZ,0,0.191638762450627,0,0.150613906216049,0,0,0,0,0,0.0654243320046264,0,0,0,0,0,0,0,-0.0540678009920542,0,0,0,0,0,0,0,0,0,0.130680982389537,0,0,0,0.0712443429019888,0,0,0,0,0,0,0,0,0,0,0.0474831600821997,0,0,0,0,0,0,0,0,-0.00984330119770719,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,-0.0162636493923553,0,0,0,0,0,0,0,0,0.0271680329289864,0,0,0,0.228411169887935,0,0,0,0.11269054922878,-0.0342987696574362,0,0,0.0304841386602595,0.14779396136961,0,0,0,0,0,0,0,0,0,-0.102921367495062,0,0,0.246477294346713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.0697082186660742,0,0.144634166180984,0,0.107798469534144,0,0,0.0834558301676294,0.0190209603347333,0,0,0.031915955020678,0,0,0,-0.0112256417928759,0,0,-0.0354297438132117,0,0,0.0468734642243119,0,0,0,0,0,0,0,0.0222013373948968,0.0728172787916279,0,0,0,0,0,-0.0164424172961026,0,0,0,0.0877473977555642,0.0274943721463001,0,0,0,0,0,0,0,-0.0638940974623351,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.276691981228216,0,0,0.299838599012689,0,0,0,0,0,0,0,0,0,0.0988641764736078,0,0,0,0,0,0,0,0.0515150629585078,0,0,0,0,0,0,0,0,0,0,0,0,0.0956466186167255,0,0,0,0,0,0,0,0,0,0,0.0830323991819596,0,0,-0.10933852363346,0,0,0,0,0,0,0
X600031.SH,0,0.129922361554553,0,0,0,0,0,0,0,0,0,0.0529771508231009,0,0,0.0317989938070145,0,0.180511673769626,0,0,0,0,0.0664775866346101,0,0,0,0,0.0568371947454285,0,0,0.077462021882845,-0.168561027958647,0.0421251839810334,0.145842642353708,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282324027793577,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0535298796619435,0.0573670588451057,0,0,0,0,0,0,0.0124943382007303,0,0.11297881883268,0,0,0,0,0.0759618104093001,0,0,0.022750153036322,0,0,0,0,0,0.0488738625282083,0.0604493665004608,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495182556578391,-0.0651932313844748,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023710433181803,0,0,0,0,0,0.00436070104512006,0,0,0,0,0,0,0,0,0.419670644029381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180141674892114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300014.SZ,0,0,0.263065813822818,0,0,0,0,0,0,0,0,0,0,0,0.0144229508339005,0,0.0190905935652276,0.0365648379884062,0,0.194272725745028,0.250042555830932,0.015621343561681,0,0.0850306908784906,0,0,0,0,0,0,0,0,0,0,0,0.246635329947762,0,0,0,0,0.119720591511501,-0.0376931833964039,0,0,0,0,0,0,0,0.111039059512863,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0,0.163432091645486,0,0.292014233567742,0,0,0,0,0,0,0,0,0.11130412449578,0,0,0.1289967022709,0.0935183764578699,0,0,0,0,0,0,0,0,0.0530572980891515,0,0,0,0,0,0,0,0,0,0.0850162356374412,0,0,0,-0.057696507826167,0,0,0,0,0,-0.137741322399523,0,-0.0683777333841132,0.0750845611120537,0,0.119110474618716,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0.0959800928146137,0,0,0,0,0,0,0,0,0,0,-0.0546064479697702,0,0,0,0,0,0,0,0,0.0542728485685443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
