,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X000725.SZ,X003816.SZ,X002304.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X600703.SH,X000661.SZ,X600741.SH,X000100.SZ,X002241.SZ,X600809.SH,X300014.SZ,X002371.SZ,X002236.SZ,X000596.SZ,X600183.SH,X000977.SZ,X300003.SZ,X601877.SH,X002007.SZ,X300124.SZ,X002129.SZ,X000625.SZ,X002180.SZ,X000157.SZ,X600584.SH,X002456.SZ,X300142.SZ,X000066.SZ,X300136.SZ,X600271.SH,X002008.SZ,X002179.SZ,X600118.SH,X002463.SZ,X002049.SZ,X002414.SZ,X000050.SZ,X600699.SH,X002156.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207260561305119,0,0,0,0,0,0,0.139470233931375,0,0,0,0,0,0,0.0884175945377405,0,0,0,0,0,0,0,0,0,0.171457175841413,0,0,0,0,0,0,0,0,0,0,0,-0.082867356583172,0,0,-0.0142653324918637,0,0,0,-0.0176714604489941,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0725537617456887,0,0.457043327727158,0,0,0,0,0,0,0,0.0114118470296847,0,0,0,0,0,0,0,0,0,0,0.0362969971785272,0,0,0,0,0.0326602218042761,0.121168610043873,0.0101027365080838,0,0,0,0,0,0,0,0,0.0292546854768801,0,0,-0.000503707457030531,0,0,0,0,0,0,0
X600276.SH,0.0646524034818484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331853150856914,0,0,0,0,0,0,0,0,0,0,0.132413935595945,0,0.038145403106813,0,0,0,0,0,0,0,0.120944785292939,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00416324661805908,0,0,0,0,-0.0332349491889778,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.202289506270567,0,0,0,0.0949421249992783,0,0.0264704816413487,0,0,0,0,0.0578981530302292,0,0.0672086479051516,0,0,0,0,0,0,0,0.0077594721437738,0.0499625626858137,0.0304463471437895,0,0,0,0,0,0,0,0.0241176226114717,0,0,0,0,0,0,0.015969168718407,0,0,0,0,0,0,0,0.00890399023744035,0,0
X002415.SZ,0,0,0,0,0,0,0.0676117410918397,0,0,0,0,0,0,0,0,0,0,0,0,0.139261141423754,0,0,0.0550477100472717,0.308353277918339,0,0,0,0,0,0,0.089309338914985,0,0.147194541741487,0,0,0,0,0,0,0.0208901667165409,0,0,0,0,0,0,0,0,0,0.0177451639844805,0,0,0.0183680164598343,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.156934953777649,0,0,0.0387488050034786,2.16840434497101e-19,0,0,0,0,0,0.173275683714595,0,0,0,0,0,0,0.0310034813517806,0,0,0,0,0.144025508207103,0,0.239304536729913,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00334510136662548,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.0647057597214655,0,0,0,0,0,0.0295727598858285,0,0.0981779302079772,0,0,0.305049815790999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331899553630155,0,0,0,0,0,0.0280302657903146,0,0.155110641246201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217290986707425,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134723400427129,0,0,0,0,0.018344088364865,0,0,0,0,0,0,0,0,0,0.0764074176787027,0.0289852796339845,0,0,0,0.0251851850334604,0,0,0.0726016422753052,0.292541295191338,0,0,0,0,0,0,0,0.0890781482274577,0.0963649127351601,0,-0.00509139429585172,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.137014342823961,0,0,0,0,0,0,0,0,0.37295076386211,0,0,0.0263442056826363,0.00179764937486292,0,0,0.00110191041059278,0.0742302914027435,0,0,0,0,0,0,0.083179083111476,0,0,0,0.0922171933147622,0,0,0,0.0192279132754181,0,0,0,0,0,0,0,0,0,0,-0.0165555233729503,0,0,0,0.00623114298608729,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178920822736953,0,0,0,0,0,0,0,0,0,0,0.0180261857959526,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501689777789912,0.172060549682122,0,0,0,0,0.0982796594866212,0,-0.0278229084266336,0,0,0,0,0,-0.00251670596044283,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220214759906602,0.0250838552433913,0,0,0,0,0,0,0,0.0194778536917685,0,0,0,0,0,0,0,0,0,0.0931047802398088,0,0.018971529677869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544776526401178,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.206388930516735,0,0,0,0.0183545354926149,0,0,0,0,0.107775563728771,0,0,0,0,0.0701939784925362,0,0,0,0,0,0,0,0,0,0.386172666151246,0.0108362522743904,0,0,0.0436208524595608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
