,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000568.SZ,X600703.SH,X002475.SZ,X600741.SH,X600031.SH,X000338.SZ,X300003.SZ,X000063.SZ,X002236.SZ,X600809.SH,X002008.SZ,X600271.SH,X601877.SH,X000596.SZ,X002456.SZ,X300124.SZ,X600867.SH,X600487.SH,X000100.SZ,X600566.SH,X000625.SZ,X600066.SH,X000661.SZ,X002294.SZ,X002180.SZ,X300136.SZ,X000977.SZ,X002007.SZ,X002179.SZ,X300142.SZ,X000157.SZ,X600498.SH,X002241.SZ,X000981.SZ,X000050.SZ,X000869.SZ,X002049.SZ,X600522.SH,X002508.SZ,X600779.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.193418973600482,0.249105448412614,0,0,0,0.0399858191134586,0,0,0,0,0,0.0447428851857571,0,-0.0267043331114952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563532639653873,0,0.0757412372482001,0,0,0,0.0577656053867814,0,0.00122421751049285,0,0,0,0,0.00938819430230892,-0.00827561056009735,0,0,0,0,0,0
X600104.SH,0,0,0,0.18458386372666,0,0,0,0,0.00658081376175344,0,0,2.16840434497101e-19,0.146852869614724,0.097884704919514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.171778856711851,0.12625340622653,0,0,0,-0.0963879597121867,0,-0.0521899731860176,0,0,0,0,0,0,0,0,0,0.0410174044449884,0.0223270067198618,0.0380376547203207,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103012037585264,0.154509064800544,0,0.048498026157446,0,0,0,0,0,0,0.0668860412887128,0,0,0,0,0,0,0,0.107484528058105,0,-0.0201274755200446,0,0,0,0,0,0,0,0,0,0,0.153236406460189,0.0381847906294391,0,0,0.00591630542463668,0.0125467932432435,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.276816314327819,0,0,0,0,0,0,0,0,0,0.0513477182223647,0.125196210640119,0,0,0.129837940329824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218074888087706,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.161943325452481,0,0,0,0,0.0647280417093886,0,0,0,0,0.0691017579931256,0,0,0,0,0,0.10512897336037,0,0,0,0,0,0,0.0312859567061811,0,0,0,0,0,0,0,0,0,-0.0283613982590791,0,0,0,0,0,0,0,0,0,0,0,0.0429717409342086,0,0,0.0205630492203718,0.017396090735136,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.335293618781744,0,0,0,0,0,0,-0.0421247503906034,0,0,0,0,0,0,0,0,0,0,0,0.0418739123406023,0,0,0.286649624485793,0,0,0,0,0,0,0,0,0.0703082564331709,0,0,0,0,0,0,0,0,0,0,0.0236496213340767,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.17468401506284,0,0,0,0,0.287859552931677,0,0,0,0,0,0,0,0,0,0.21554614832428,0,0,0.0971258929807373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0751699802671984,0,0,0.0144654296730743,0.0132374143638289,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052034028100864,0,0,0,0,0,0,0,0.0371490223161554,0.0826747649482262,0,0,0,0,0,0.0638094601118861,0,0.00491430258158765,0,0.0469916220638655,0.130463438543316,0,0,0,0,0.0197510400694362,-0.0187257918793316,0,0,0,0,0,0
X600690.SH,0,0,0,0.478072172543883,0,0,0.0636927241675917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0.108933791578791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00443403166439179,0.0367202440946389,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0.0233100040548769,0.0769779521825676,0,0.0491005256741011,0,0,0,0,0.0655376822497508,0.134113478665761,0,0,0,0,0,0,0,0.311308045260919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00818564952790301,0,0,0,0,0.0210916322435733,0.00412845254918693,0,0,0,0,0,0
