,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X600276.SH,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600031.SH,X000568.SZ,X600741.SH,X000338.SZ,X002241.SZ,X000100.SZ,X002475.SZ,X600066.SH,X002236.SZ,X601877.SH,X600118.SH,X002456.SZ,X600271.SH,X000157.SZ,X600177.SH,X300124.SZ,X600372.SH,X600522.SH,X600089.SH,X002085.SZ,X002007.SZ,X002508.SZ,X000981.SZ,X000066.SZ,X300003.SZ,X002294.SZ,X600699.SH,X000559.SZ,X600867.SH,X002292.SZ,X002180.SZ,X300136.SZ,X000623.SZ,X002074.SZ,X600498.SH,X600809.SH,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.111112064926226,0.046311429664511,0,0,0,0,0,0,0,0,0.107740327091655,0,0,0,0,0,0,0.00492944821609433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501074236434186,0,0,0,0,0,0,0,0.200296730498871,0,0,-0.00385897161225406,-0.000579115328594244,0,0,0,0,0,0
X600104.SH,0,0,-0.115746425236315,0,0,0,-0.107436694255408,0,0,0,0.0498114559391951,0,0,0,0.516044158815226,0,0,0,0,0,0,0,0,0.106071454038881,0,0,0,0,0,0,0,0,0,0,0,-0.0392879665945457,0,0,0,0,0,0,0,-0.123385101424967,0,0,0,0,0,-0.0372702460149462,-0.0135976022403436,0.00874261840571041,0,0,0,0,0,0
X002415.SZ,0,0,0,0.124266224118292,0,0,0,0,0,0,0,0.0978694017332788,0,0,0,0.074976656170201,0,0,0,0,0.0185966421738113,0,0.0336734582237396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126874407721152,0.0717568050298067,0,0,-0.105142433124187,0,0.119166386468545,0,0,-0.0137645408876882,0.00704584634764725,0,0,0,0,0,0
X000651.SZ,0,0.151800493157708,0,0,0,0,0,0,0,0.211078584786629,0.0557908012736816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424651841182315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312847694657289,0,0,0.0240199939989283,0,-0.0962807744366548,0.00965164657115647,0.0098796740855063,0,0,0,0,0,0
X000858.SZ,0.0749212605955213,0,0,0.0764828236935525,0,0,0,0,0.0369223060455121,0,0,0.0625362970229988,0.103300914254511,0.264701592348874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154548823541539,0,0,0,0,0,0,-0.0616524638704654,0,0.121840913292017,0,0,0,0,0.00484976462393799,0,0.00749694178777756,0.00128599056078256,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0.062360312056492,0,0,0.339655653545278,0.252631046357627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450600122719906,0,0,0,0,0.0375867723116561,0,0,0,0.00377193949145149,0,0,0.0805468385561305,0.0611356827827942,0,0,-0.00060789708207485,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0866977901828547,0,0,0,0,0,0,0.150630621726113,0,0,0,0,0,0,0,-0.31679400064945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167859292428487,0,0.0473074685287432,0,0,0,0.00522643454805958,0,0,0,0,-0.0150308399529346,0.00102100976459418,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0174571904486502,0,0,0,0,0.197039833711458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412560210181581,0,0,0,0,0,0,0,-0.02173986237915,0,0,0,0,0,-0.107476737789658,0.0202472761104056,-0.000693168193673394,0,0,0,0,0,0
X000625.SZ,0.0464204755009834,0,0,0.126800254454985,0.0344098063760875,0,0,0,0,0,0,0,0.0827420915344541,0,0.240926536601591,0,0,0,0,0,0,0,0.00712813322963737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197829309644139,0,0,1.73472347597681e-18,0,0,-0.0162249671372065,0.00772859442922202,0,0,0,0,0,0
X600690.SH,0,0,0,0.18450576511788,0,0,0,0,0,0,0,0,0.01444108543701,0,0,0,-0.102814118475651,0,0,0.0875579517105623,0,0,0.083522453624907,-0.0152456968017308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0680303404047723,0,0,0,0.0420978992995022,0,0,0,0.00239346701469406,0,0,0,0,0,0
