,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X000725.SZ,X002304.SZ,X000063.SZ,X600031.SH,X600690.SH,X000338.SZ,X000568.SZ,X000661.SZ,X600703.SH,X600741.SH,X600809.SH,X002241.SZ,X000100.SZ,X000596.SZ,X002236.SZ,X300003.SZ,X601877.SH,X000157.SZ,X300124.SZ,X300142.SZ,X300014.SZ,X002007.SZ,X600183.SH,X000066.SZ,X000625.SZ,X002371.SZ,X002456.SZ,X300136.SZ,X600271.SH,X002179.SZ,X002008.SZ,X002463.SZ,X000977.SZ,X600584.SH,X002180.SZ,X000050.SZ,X600177.SH,X002129.SZ,X002049.SZ,X600498.SH,X600066.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.165938473919195,0,0,0,0,0.078118384662314,0,0,0.257624410601659,0,0,0,0.048140862779847,0,0,0.128067178403057,0,0.015349951259015,0,0,0,0.0321474782264431,-0.0455665782640602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0211267313058381,0,0,0,0,0,0,0,0,0,0.0167753306835955,0,0
X000858.SZ,0,0,0,0.0357389545571885,0,0,0.0335944082362767,0,0,0,0,0,0,0,0.522685332506309,0,0,0,0,0.0475980450681274,0,0.0395727897871007,0.012404725762601,0,0,0,0,0,0,0,0.00599699635699767,0.0282372414379813,0,0.0155499192236829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0174476987972093,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.04747970034662,0,0,0.299871575240478,0,0,0,-0.11102424861834,0,0,0,0.0945139782216048,0,0,0.0475107304943214,0,0,0,0,0,0,-0.093558092683623,0,0,0,0,0.0417265342618039,0,0,0,-0.0474084282650392,0,0,0,0,0,0.0788331434636889,0,0,0,0,0,0,0,0,0,0,-0.0206382273478474,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416630385854395,0,0,0.0127611905003351,0.0605781623947002,-0.0374171986070541,0.0855549383021978,0,-1.73472347597681e-18,0,0,0,0,0,0.159834463899341,0,0.00078076459674717,0.0875343344798058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103196885948827,0,0,0,0,0.00783360814341662,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.0114826487243753,0,0,0,0,0,0,0,0.0532251350576612,0,0,0,0,0,0,0.600625047646299,0.0612786308502039,0,0,-3.46944695195361e-18,0.0742809862659044,0,0,0,0,0,0,-0.0437404746368408,0,0,0,0,0,0.0222107365002877,0,0,0,0,0,0,0,0,0,0,0.0560450282612745,-0.0385915859390426,0,0,0,-0.0556813780813202,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0861147087358273,0.0182290450740222,0,0,0,0,0,0,0,0,0,0,0.0211074460900484,0,0,-0.021454098614271,0,-0.0414864961301441,0,0,0,0,0,0,0,0,0,0,0,0.0837247298077246,0,0,0,0,0,0.00583137663013604,0,0,0,0,-0.0115443672933365,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.148461116377059,0,0,0,0,0,0.0608982907731064,0,0,0,0,0,0.193326824624278,0,0,0,0,0,0,0,0,0,0,0.0329517531689107,0.143196444265393,-0.0145591263097426,0,0,0.0149840566957667,0,0,0.309159795639215,0,-0.0346453421629645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.0156657073523126,0,0.0994075717937028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281026412452397,-0.045618721882289,0,0,0,0,-0.0456432038107365,0,0.117483954121416,0.0722377137097609,0,0,0.11011735714787,0,0,0,0.179529156480477,0,0.0153974272420487,0,0,0,0,0,0.0681601171858226,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239814549612554,0,0,0,0.232085052983038,0,0,0,0,0,0,0,0.0024056731423461,0,0,0.0447451831230816,0,0,0,0,0,0,0,0.0266678586718983,0,0.12648625140754,0.0210704278195227,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274877641755565,0,0
X002304.SZ,0,0,0.0145140941801593,0,0,0,0,0.0354086919651594,0,0,0,0,0,0,0,0,0.0106255110542878,0,0,0,0,0.230199001134311,0,0,0,0,0,0,0,0.0329867083441663,0.0894429749145087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0133395816487147,0.0129962283021382,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0897803874150809,0,0,0,0,0,0,0.0141610879404583,0,0,0,0,0.0562531841472766,0,0,0,0,0,0,0,0,0,0.0881528744946789,0,0,0.160189383505168,0,0.0207841273137696,0,0,0,0,0.047987267140628,0,0.0052457914879754,0,0,0.131493836289204,0.0323856206559171,0,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.137178816560276,0,0,0,0,0,0,0.00950191721837736,0,0,0,0,0.148435911649911,0.0520927511426222,0,0.074997093030529,0,0,0,0,0,0,0.0341475465032831,0,0,0,0,-0.0925381425097371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286151311972448,0,0,0,0,0,0
X600690.SH,0,0,0.217736831011264,0,0,0,0,0,0,0,0,0,0,0,0,0.0470328950749594,0.0366178475899951,0,0,0,0,0,0,0.0305608618221046,0,0,0,0,0,0,0.114668771002927,0,0,-0.0997906216655319,0,0,0,0,0,0,0,0.0288674955629611,0,0,0,0,0,0,0,0,0,0.0404386771300073,0.0119522590492588,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0.0777209031404186,0,0,0,0,0.0369568945398651,0,0,0,-0.064573333622092,0,0,0,0.0181426581018925,0,0,0,0,0,0,0,0,0,0,0,0.105277313544892,0,0,0,0.125072479092443,0,0,0,0.0150978585394337,0,0,0,0,0,0,0,0,0,0,0,0.019987314009049,0.0205460858826403,0,0,0,0,0,0
X000568.SZ,0.278148589707997,0.379050785565522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881104441361125,0,0,0,0,0,0,0,0,0,0,0,0,0.0395457331797469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131478043406316,0,0,0,0,0,0
X000661.SZ,0,0,0,0.352073199783397,0,0,0,0,-0.0577747132055553,0,0,0,0,0,0,0,0,0,0.0532160870993616,0,0,0,0,0.0635012168221189,0,0,0,0,0,0.0285051624860066,0,0,0,0,0,0,0,0,0,-0.0198068724084445,0,0,0,0,0,0,0,0,0,0,0,0,-0.03837589941378,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787860641403359,0,0,0,0.0500318116695905,0,0,0,0,0.0817685836271851,0,0,0.0574526335896664,0,0.125431144001675,0.0866677882294906,0,0,0,0,0.0908911309412836,0.073802287649695,0.351855633717721,0,0.0768894568430638,0,0,0,0,0,0,0,0,0.0120006328912056,0,0,0,-0.029915695828994,0,0
X600741.SH,0,0,0,0,0.0877124668288489,0,0.131786940110883,0,0.125080480109801,0,0,0,0,0,0,0,0.10963790067739,0,0,0,0,-0.0959419514952097,0,0,0,0,0,0,0,0,0,0,0.198052314114822,0,0.0122593465445199,0,0,0.10674861330286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
