,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002236.SZ,X600741.SH,X000625.SZ,X002475.SZ,X002241.SZ,X000338.SZ,X002456.SZ,X600031.SH,X600066.SH,X601877.SH,X300124.SZ,X002008.SZ,X600487.SH,X600809.SH,X000100.SZ,X300136.SZ,X002508.SZ,X600522.SH,X300003.SZ,X002085.SZ,X600867.SH,X600089.SH,X600498.SH,X000157.SZ,X600271.SH,X600177.SH,X600699.SH,X000050.SZ,X000596.SZ,X002294.SZ,X600118.SH,X000559.SZ,X002180.SZ,X600707.SH,X600566.SH,X002179.SZ,X300115.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.152870113883302,0,0,0.029652966523053,0,0,0.0374612261203701,0.0966094490766181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0885549734830583,0.00345001757320517,0,0,0.0504014732289809,0,0,0,0,0,0,-0.0105923101357361,-0.000311331421141924,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.10538420234864,0,0,0.360233967929314,0,0.0341389130955012,0,0,0,-0.0552860750268154,0.00944661025903481,0,0,0,0,0,0,0.0636399152098854,0,0,0,0.0111577781586379,0,0,0,0,0,0,0,0,0,-0.00891050470815548,0,0,0,0,0,0,0,0,0,0,0.00302152343049381,0,0,0,0,0,0
X002415.SZ,0,0.0375730748318445,0,0,0,0,0,0,0,0.0179131457198056,0,0,0.160806208585802,0,0,0,0.0668409801375706,0,0,0,0,0,0.124236840406736,0,0,0,0,0.00302944181504477,0,0,0.047324033484055,0,0,0,0,0,0,0,0,-0.00482347778901191,0.0168896090890437,0,0,0,0.092886324062189,0,0,0,0.0298708632600951,0,0,0,0.0251319271795905,0.191392357906038,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0945499593520066,0,0,0,0,0.270648807493345,0,0,0.052044833533625,0,0,0,0,0,0,0.0397817101236486,0,0,0,0,0,0,0,0,0.183741882712343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0367513311408022,0,0,0,0,0,0,0.0133782610679591,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.192480213412856,0,0.051200931774425,0,0.0182868884043956,0,0,0,0.413661674932385,0,0,0,-0.0944142402810894,0,0,0,0.0187999923376027,0.0312659819013853,0,-0.0987810305579439,0,0.0857883422240549,0.0862517511436558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00989864566687675,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0975957736502971,0,0,0.0258947776416322,0,0,0,0,0,0,-0.232614152238097,0,-0.00486912431565037,0,0,0,0.00764925858841475,0,0.0694241520061384,0.0779357583349898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00418132955329391,0,0.23629664434341,0,0,0,0,0,-0.0160055109859504,0.0261048028145413,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.020247638458612,0,0,0,0.00254050673738836,0.132690729964463,0,-0.0200391039217176,0,0,0,0,0,0,0,0,-0.074659106117321,-0.068124578953276,0,0,0,0,0,0,0,0,0,0,0,0.0791719538121556,0,0,0,-0.0830001078321082,0,0,0,0,-0.0260344495522548,0,0.0442345712404801,0,0,0,0,0,0,0.00414558112759632,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.31480985563097,0,0,0,0,0,0,0.167622781782692,0,0,0,-0.182029842851047,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.00109931430723378,0,0,-0.0321303021378594,0.0291149663071834,0,0,0,0,0,0,0,0.0114405294398872,0.0315496113799734,0,0,0,-0.0827176651245096,0,0,0,0.110325049057303,0,0,-0.0298397599722271,0.0380694405012119,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0530236898327537,0,0,0,0,0,0,0,0,0.0426379327856199,0,0,0.0958013500536983,0,0,0,0,0,0,0,-0.0822878085516955,0,0,0,0,0,0.0595389133570102,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075253127960043,0,0,0,0,0,0
X600690.SH,0,0,0,0.0202627669199244,0,0,0.0325671061055365,0,0,0,0,0,0.155556954827844,0.218862011850974,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164232747909464,0,0.257688039352267,-0.0802876386898247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103342463602477,0,0,0,0,0,0,0
X600703.SH,0,0.129010875858176,0,0,0,0,0.315842793516709,0,0,0,0,0,0,0.0407468685505922,0,0,0,-0.11657461487106,0,0,0,0,0,0,-0.0308130983116623,0,0,0,0,0,0,0,0,0,0.15518593204063,0,0,0,0,0,0.146420029865263,0,0,0,-0.16455265818569,-0.0898761737696243,0,0,0,0,0,0.0877634301120202,-0.0390981985517094,0,0,0,0,0,0
X000568.SZ,0,0,0,0.166038308184389,0.320244771023216,0,0,0,0,0,0,0,0,0.024433594479776,0,0,0,0,0,0,0,0,0,0,0,0.157372765780689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129416587658208,0.00232257674394637,0,0,0,0,-0.0206855248151525,0,0,0,0,0,0,0
X002236.SZ,0,0,0.201058293994982,0,0,0,0,0,0.145938924518944,0.140441026076574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157173429592989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123999245082238,0,-0.134241746155329,0,0.0723468743734553,0,0,0,0,0.0105166631173178,0,0,0,0,0,0
X600741.SH,0,0.454092998479577,0,0,0,0,0,0,0.00427315278691202,0.0214268547081905,0.13965635551013,0,0,0,0,0,0,0,0,0,0,0,0,0.0319614774716081,0,0,0,0.0724914736775939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.0203539807700814,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.0847240861347271,0,0.0832955844840378,0,0,0,0,0,0,0,0,0.145677986884446,0,0,0,0,0,0,0,0,0,0.0026091893768074,0,0,0,0,0,0,0,0,0.0526861440701559,0.105892824825622,0,0,0,0,0,0.0542304161274084,0,0,0,0,0,0,0.0122528737597852,0,0,0,0,0,0
X002475.SZ,0,0.137383233908626,0,0,0,0,0,-0.0716342947393885,0.0534923125314844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0742841208925199,0,0,0,0.348436313511028,0,0,0,-0.0952621949340151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532944508653672,0,0,0.304202801552311,0,0,-0.0222281912142681,-0.0187154213270725,0,0,0,0,0,0
X002241.SZ,0,0,0.105578680476742,0,0,0,0,0,0,0,0,-0.134255294839064,0,0,0,0,0,0,0.335417050767012,0,0,0,0.0505853442643333,0.126245584002531,0,0,0,0,0,0,0.0433715344892649,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00864766730462218,0,-0.00267249480506029,0,0.192634947149862,0,0,0,-6.7762635780344e-21,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0.0336978830054542,0.0368073203282844,0,-0.00758826782446895,0,0.0745247193222444,0,0,1.73472347597681e-18,0,0,0,0.109227059166112,0,0,0,0,0,0.0604370993397695,0,-0.0309166888171645,0,0,0,0,0,0.238758661117313,0,0,0,0,0.227996646063539,0.0126903011531219,0,0,0,0,0,0.0712488437639614,0,0,0.0275625928047965,0,0,0,0.0101007585986726,0,0,0,0,0,0
