,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000651.SZ,X002475.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X600809.SH,X600690.SH,X000725.SZ,X000063.SZ,X003816.SZ,X000661.SZ,X000338.SZ,X300124.SZ,X000625.SZ,X600703.SH,X300014.SZ,X002241.SZ,X000596.SZ,X600741.SH,X000100.SZ,X002371.SZ,X002007.SZ,X601877.SH,X600584.SH,X002129.SZ,X000157.SZ,X300142.SZ,X002179.SZ,X002236.SZ,X600183.SH,X002049.SZ,X000800.SZ,X002414.SZ,X601799.SH,X300003.SZ,X300136.SZ,X002185.SZ,X002008.SZ,X000066.SZ,X002456.SZ,X000977.SZ,X600118.SH,X300146.SZ,X002508.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.272554550160316,0.00942734012628484,0,0,0.0197821520062118,0,0,0,0,0.191094369542607,0,0,0,0,-0.0289446323132317,0,0,0,0,0,0,0,0,0.0711449317198273,0,0,0,0,-0.0318362646522274,0,0.106650021332814,0,0,0,0.0179791195390076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217420908248809,0,0,0,0,0.0120833168787213,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0628200638897473,0.111627446798565,0,0.293580196106212,0,0,0,0,0,0,0,0,0,0,0,0,0.0358952898887346,0.0796261082791438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00789284105441992,0,0,0,0,-0.000298526490190641,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223748455660164,0,0,0,0,0,0.0373455905145212,0.0653581779089836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00224908962894537,0,0.0191266299699226,0.0138987558102266,0,0,0,0,0,0,0,0,0.134896270766762,0,0,0,0,0,0,1.0842021724855e-19,0,0
X002415.SZ,0,0,0,0,0,0.0373675903066815,0,0,0,0,0.0944982626881493,0.0275862168957519,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532336826498756,0,0,0,0,0,0,0,0.219004743483553,0,0,0,0,0.100699707709434,0,0,0,0,0,0,0,0,0,0,0.00448116505215114,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0837220716947713,0,0,0,0,0.145902525505818,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165346719828531,0.0429695746492656,0.00483650388504647,0,0,0,0,0,0,-0.0920620601276982,0,0,0,0,0,0,0,0,0.0929068604979843,0,0,-0.0438264612819636,0,0,0,-0.0102188274117347,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0209051840101352,0,0,0.356913687994514,0,0,0,0,0,0.0754424590180377,0,0,0,0,0,0,0,0,0,0,0.0815628545147358,0,0.274188686024493,0,0,0,0,0,0,0,0,0.0932176963185494,0,0.0173391297685069,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264004720929578,0,0.129761080694432,0,0,0,0,0.0254191292527281,0,0.148385862903792,0,0,0,0,0,0,0,0,0,0,0.0107381482625404,0,0,0,0,0,0,0,0,0,0,0,0,0.0293769954191377,0,-0.0100676548011681,0,0,0,0,-0.0373420118172614,0,0
X000568.SZ,0,0.0199497644114613,0,0,0,0,0,0,0.188260287904808,0,0.234596725096103,0,0,0,0,0,0,0.0340559157998618,-0.0647022434529429,0,2.16840434497101e-19,0.115833525867968,0.102085292105424,0,0,0,0.0116801317340306,0,0,0.0890644351814435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121495581773847,0,0,0,0,0,0,0
X002304.SZ,0,0.0560716397464402,0,0,0,0,0,0.217685174772784,0,0,0.0918288313181854,0,0,0,0,0,0,0,-0.0962572563664221,0,0.283951017134386,0.00289871406401339,0.0728089767217098,0,0,0,0,0,0,0,0,0,0,0,0,0.0298824640484171,0,0.067810878224263,0.01944613938602,0,0,0,0,0,0,0,0,0,0,0,0,0.00707773481308132,0,0,0,0,-0.0288007652609238,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.252698738540514,0,0,0,0,0.11236272946437,0.285680992903302,0,0,0,0.0261474673649987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0997475786439442,0,0,0,0,0,0,0,0,0,0,0,0,0.0188177873561339,0,0,0,0,0,0,0
X600809.SH,0.0816981826833913,0.0173483919314721,0,0,0,0,0,0,0.0551383603022245,0,0,0,0,0,0,0,0,0,-0.107641059640348,0,0,0,0.292593675535237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156941788742993,0,0,0,0,-0.0887131151304422,0,0,0,0,0,0,0,0,0.0590242517190305,0,0,0,0.0130000201667366,0,0
