,X600104.SH,X600519.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X600031.SH,X600690.SH,X600276.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X000100.SZ,X600703.SH,X600066.SH,X600089.SH,X600271.SH,X000550.SZ,X600118.SH,X601877.SH,X002236.SZ,X000581.SZ,X000800.SZ,X002475.SZ,X600582.SH,X000568.SZ,X000623.SZ,X600177.SH,X300124.SZ,X000559.SZ,X000977.SZ,X600060.SH,X002294.SZ,X000050.SZ,X002129.SZ,X000400.SZ,X000869.SZ,X600839.SH,X002456.SZ,X002292.SZ,X002465.SZ,X300003.SZ,X002007.SZ,X600312.SH,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.138157656076302,0,0,0,0.155752780654089,0,0,0,0,0,0.476632601186704,0,0,0,0,0,0,0,0,0,0,0,0.0671321648373169,0,0,0,0.025817460173604,0,0,0,0,0,0,0,-0.124087511944946,0,0,0.0717327410413945,0,0,0,0,0,0.107405160104093,0,0,0.00780964704707952,0,0,0,0,0,0,0
X600519.SH,0,0,0,0.117624021974587,0,0,0.100139419785605,0.234939747663558,0,0,0.0337898063642929,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0746179395659804,0,0.00257968347357114,-0.0303120294891449,-0.022703330824163,0,0,0,0.0709582855300127,0,0,0.017672129904211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00236602237063895,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.209992925458526,0.0876290386291721,0,0,0,0,0,0,0,0,0,0,0,0,0.0195252937105504,0,0,0.0612400355860565,0,0,0.218318610461893,0,0,0.14310718992844,0,0,0,-0.0337341121725592,0,0,0,0,0,0,0,0.0475037913499037,0,0,0,0,0,0,0,0,0,0,-0.000667157382150774,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.189107994652291,0.293774089502323,0,0,0,0,0,0,0.15015810310055,0,0,0,0,0,0,0,0,0.00501112186281714,0,0,0,0,0,0,0,0,0,0,0,0.0152347692229273,0,0,0,0,0,0,0,0,0,0,0,0.0211015846532941,0,0.243894490508272,0,0.0328261521749508,0,0,-0.00789233277771537,0,0,0,0,0,0
X000725.SZ,0,0,0,0.030559837997489,0,0,0,0,0,0,0,0,0,0,0.0702781709977961,0,0,0.152475776287506,0,0,0,0.115264589362085,0,0.0798572816942017,0,0,0,0.0438571640806365,0,0,0.126593161081929,0,0.227687370286871,0,0,0,0,0,0,0,0,0,0.0493760055054405,0,0,0,0,0,0,0,0,0,-0.011978488273034,0,0,0,0,0,0
X000625.SZ,0.483219578432642,0,0,0.0026638555026325,0,0,0,0,0,0,0,0,0,0,0,0.156087665277955,0,0,0,0,0,0,0.0441920484041564,0,0,0,0,0,0,0,0,0.0859267925140248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0660568350650142,0,0,0,0.00822187299032995,0,0.0135657811726775,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.0494099964271609,0,0,0,0,0.0285131917729437,0,0,0,0,0,0.0255398370250812,0,0,0,0.101280256013334,0,0,0.00279470742645106,0.133518494281187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17680064591575,0.0395898299212901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,1.73472347597681e-18,0,0,0.0279160891559631,0,0.038025633695462,0.0321834760612918,0.0257895366619688,0,0.217737544001598,0,0.06767067838482,0,0,0.162010489024948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0140635401654453,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.0604862110310377,0,0,0.0573310115539929,0,0.0345286008664386,0,0,0,0,0,0,0,0,0,0,0,0.242583016439769,-3.46944695195361e-18,0,0,0,0,0.194137892122469,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0109137609750658,0,0,0,0,0,0,-0.0062251994657355,0,0,0,0,0,0
X600031.SH,0.11781600333937,0,0,0,0,0,0,0,0,0,0,0,0,0,0.870457496769087,0,0,0,0,0,0.00895850765081804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0634536880652234,-0.0194836502543199,0,0,0,0,0,0
