,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002475.SZ,X002304.SZ,X000063.SZ,X000568.SZ,X000725.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600703.SH,X002241.SZ,X000596.SZ,X300003.SZ,X600183.SH,X002007.SZ,X601877.SH,X002236.SZ,X300142.SZ,X000157.SZ,X000100.SZ,X002179.SZ,X000066.SZ,X300124.SZ,X002008.SZ,X300136.SZ,X600271.SH,X002463.SZ,X300014.SZ,X000625.SZ,X000977.SZ,X002506.SZ,X600177.SH,X600867.SH,X002371.SZ,X002129.SZ,X600066.SH,X002049.SZ,X600498.SH,X002456.SZ,X600584.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0504146984212011,0,0,0.544827925020884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0292051078177802,0,0,0,0,0,0,0.0215010880685697,0,0,0,0,0,0,0,0.000802139779520605,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.031724464580829,0,0,0.371349422897828,0,0,0,0,0,0.143698912170564,0,0,0,0,0.0130160013495941,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0.014592932170101,0,0,0,0.0143129048449377,0,0,0,0,0.0414348657810322,0.00238641227645239,0,0,0,0,0,0,0,-0.00185448542959716,0,0
X600276.SH,0,0,0,0,0,0,0,0.0678140452938887,0,0,0.235231395970603,0,0,0,0,0.118326620519867,0,0.14959655126441,0,0,0,0.00922790562412167,0,0,0,0,0.00719274180442507,0,0,0,0,0,0.0256282888335471,0,0,0,-0.0425217518401253,0,0,0.0602848744915456,0,0,0.0162228787000885,0.0206546821502475,0,0,0,0,0,0,0,0,0,0,0,0,0.016149532025223,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172374127892127,0,0,0,0,0,0,0.0212170213841668,0,0,0,0,0,0,0,0.0757631546086681,-0.0470447754857026,-0.0375778348142576,0,-0.0200245770327483,-0.0605539348334507,0,0.0239844368724203,0.230931071895445,0,0.0610847025524849,0,0.0404779096563519,0,0,0,0,0,0.172593198654735,0,-0.0158356292927474,0,0,0,0,0.00276518847016277,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.00976640379654582,0,0.045055492220083,0,0,0,0,0.0100740284426979,0,0,0,0,0,0,0,0,0.0529107761638443,0.503594651914345,0,0,0,0,0,0,0,0,0,-0.044666729884023,-0.00423150823090875,0,0,0,0,0,0,0,0,0,0,0,0.0394775675178416,0.0191160211087948,0,0,0,0,0,0,-0.0466836185731091,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179345496590804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00651083115848173,0,0,0,0,0,0,0,0,0,0.0293867799076034,0,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0972368426941753,0,0,0.08971957878524,0,0,0,0,0.0107665900195447,0,0,0,-0.0929194950766674,0,0,0,0,-0.0326196448176604,0,0,0,0,0,0,0,0,0,0.0647166258747146,0,0,0.00643108651481455,0,0,0.0154330177351614,0,0,0,0,0.0975582306523232,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.0812674898295966,0.0257991579944618,0,0,0.121867045030941,0,0,0.120163327439957,0.0141132801905181,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171641385275653,0,0.114144866238407,0.164174508570599,0,0,0,0,-0.0366669236581148,0,0,0,0,0,0,0,0,0.162394579364473,0,0,0,0.0170569603470321,0,0,0,0,-0.00376770575205109,0,0
X002304.SZ,0,0,0.0886666152087335,0,0.0767692217076906,0,0.149080497150007,0.0757520236569073,0,0,0.116915199802169,0,0,0,0,0,0,0,0,0,0.144824093807019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263393288374408,0,0,0,0,0.130701299757835,0,-0.057778999998392,0,0,0,0,0,0,0,-0.0286163441659718,0.0555972904777559,0,0,0,-0.034926742162883,0,0
X000063.SZ,0,0,0,0,0,0,0,0.118765264370726,0,0,0,0,0,0,0,0,0.124691441009531,0,0.187155412565581,-2.71050543121376e-20,0,0,0,0,0,0.083397992146873,0,0,0,0,0,0,0,0,0.126942103558882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149367511795868,0,0,0,0,0,0
X000568.SZ,0.289366427433648,0.490261193116889,0,0,0,0,0,0,0.0440331673814231,0,0,0,0,0,0,0,0,0,0,0,0.0152186712817379,0,-0.0476798291131329,0,0,0,0.108816149954485,0,0,0,-0.0180537227185982,0,-0.0350024558069854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00254903712485899,0,0,0,0,0.0109393570298603,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388147606881167,0.0812816268848562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13053399533159,0,0,0,0,0,-0.0134635600185888,0,0,0,0,-0.0346226577776615,0,0
X600031.SH,0,0,0,0,0,0,0,0.148308363154934,0,0,0,0,0,0,0.206752764340341,0,0,0,0,0,0,0,0,0,0,0,0,0.075158817227753,0,0,0.00913772950201397,0,0,0,0,0.0149161807455101,0.0112906342317667,0,0.0850930052690629,0,0,0,-0.00184357550908206,0,0,0,0,0,0,1.73472347597681e-18,0,-0.00285489177071081,0,0,0,0,-0.00215182906999332,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.0584892936328408,0.0588689913353631,0,0,0,0,0,0,0,0,0,-0.0646841621319178,0,0,0.0478266402044826,0,0,0,0,0.0751037766781696,0,0,0,0,0,0,0.129518010582844,0,0,0,0,0,0,0.0299247403241396,0,-0.165189596778038,0,0,0,0,0.126238990254662,0.0478799591019198,0,-0.00647796487132359,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0.0096187723747079,0,0,0,0,0.244341998289525,0,0,0.0369770987235433,0,0,0,0,0.0610928069602802,0.00761056557189309,0,0,0,0,0,0,0,0,0.0911006996033824,0,0,0,0,0,0,0,0,0.120533493046599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0075048434253367,0,0
X600741.SH,0,0,0,0,0,0.476048750231069,0,0,0,0,0,0,0,0,0,0,-0.104479505696708,0,0,0.00258421728365153,0,0,0,0,0,0,0,0,0.037309189219262,0,0,0,0,-3.46944695195361e-18,0,0.0905847863321061,0.0387518164217448,0,0,0,0,0,0,0,0,0.104801806487093,0,0,0.0381097788460835,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0.506248712736054,0,0,0,0,0,0,0,0.0696205496578511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00677794026071791,0,0.00166581162305666,0,0,0,0,0,0,0,0,0,0,0,0.0218268209004047,0,0,0.0236532252423525,-0.016667694634286,0,0,0.0105207719278628,0,0,0,0,0,0,0
X000661.SZ,0,0,0.235455194972243,0,0,0,0,-0.0726115590559341,0,0,0.119521220490377,0,0,0,0,0,0,0,0,0,0,0,0.0831976642928334,0.140863914604327,0,0,0.153701626246885,0,0,0,-0.0818317541891823,0,0,0,0,0,0.0436002053720894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00508421940356655,0,0,0,0,-0.0107781289818565,0,0
X600703.SH,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.272597036981109,0,0,-0.184783701607539,0,0,0,0,0,0,0.100918057677184,0,0,0,0,0,0,0,0,0,0,0.237220653408922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101277477989261,0,0.132944586936592,0.27816756060438,0,0,0.00210079633367599,0,0,0,0,-1.35525271560688e-20,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121523038447605,0,0,0,0.0470163391180738,0,0,0,0,0,0,0,0,0,0,0.150142889153057,0,0,0,0,0.00476055242439678,0,0,0.000943898655645137,0,0,0,0,0,0.18382838354043,0,0.245746850104249,0,-0.00227171527201574,0,0,0,0,0.0548039745915135,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0.0522713598753861,0,0.292500090747507,0,0,0,0,0,0.24342614956949,0,0,0,0,0,0.105816030975538,0,0,0,0,0.0662947297932498,0,0,0,0,0,-0.0451922564148772,0,0,0,0,0,0,0,0,0.0282709895976128,0,0,0,0,0,0,0,0,-0.0261016578205106,0,0,0,0,-0.0400875652354687,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,0.106975201778673,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152131812817575,0,0,0,0,0,0,0.291568831001303,0,0,0,0,0,0,0.0291640186607081,0,0.175560621101514,0,0,0.00312509527206162,0.147881713948191,0,0,-0.0655080161914325,0,0,0,0,0,-0.0123945010666833,0,0,0,0,-0.0239181217329604,0,0
X600183.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162622423393548,0,0,0,0,0,0,0,0,0,0,0,0.0552126747285387,0,0,0,0,0.149428890272883,0,0,0,0,0,0,0,0,0,0,0,0.318351716594456,0.13023870642677,0,0,0.0474583639878854,0,0,0,0,0.0715525216246587,0,0
X002007.SZ,0.0274562422083109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518080363175806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398901954392309,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,-0.0339745790272249,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,-0.00946390508347495,0,0,0,0,0,0,0.0153314102272074,0,0,0,0,0.0404313338556509,0,0,0,0,0,0,0,0,0.0107559066824126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0907700718691963,0.12194700488741,0,0,0,0,0.0273289022376846,0.133784899126136,0,0.0186184889688411,0.031975751929915,0,0,0,0.010863273424794,0,0
X002236.SZ,0,0,-0.0758609963384013,0,0.667463006673767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585554855940051,0,0,0,-0.0155667145465928,0,0,0,0,0,0,0.0996535578902925,0,0,0,0,0,0.0143467000710535,0,0,0,0,0,0,-0.0368143497749417,0,0,0,0,0.00815028915387332,0,0,0,0,0,0,0,-0.0253669696616936,0,0
X300142.SZ,0,0,0.11640775966889,0,0,0,0,0.0557453419923019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162685714078194,0,0.135591883733207,0,0,0,0.0312474660335811,0,0.0664685841382885,0,0,0,0,0,0.0128550868257338,0,0,0,0.0470679708299813,0.0780241875311179,0,-0.0341585030035921,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0319124131946637,0,0,0,0,0,0,0,0,-0.0185038069895714,0,0,0,0,0.0327254514825,0,0,0,0,0,0,0,0.0531410408483078,0.0325695627861993,-0.0116547851724966,0,0,0,0,0,-0.100689896798105,0,0,0,0,0,0,0.217980525720705,0,-0.0448374186720124,0,0,0,0,-0.0292460215434922,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0.164099905502057,0,0,0,0,0,0,0.112551179322299,0.00810698425506011,0,0,0,0,0,0,0,0,0,0,0,0,0.0232005874453378,0,0.185175404088692,0,0.0501312740721375,0,0,0,0,0,0,0.0545896419419673,0,0.0269652322331359,0,0,0.0448199022776873,0,0,-0.0165527382070927,0,0,0,0,-0.0088576327262513,0,0
