,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000568.SZ,X002236.SZ,X002475.SZ,X000338.SZ,X600031.SH,X002008.SZ,X002456.SZ,X000625.SZ,X300124.SZ,X600487.SH,X300003.SZ,X600066.SH,X000100.SZ,X601877.SH,X002241.SZ,X600809.SH,X002294.SZ,X600867.SH,X300136.SZ,X600522.SH,X600271.SH,X002508.SZ,X600566.SH,X000050.SZ,X600089.SH,X000981.SZ,X000157.SZ,X600498.SH,X000596.SZ,X600177.SH,X002179.SZ,X600707.SH,X600699.SH,X300142.SZ,X000661.SZ,X002180.SZ,X600584.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.479437079269401,0.00624995869269681,0,0.0430746839049587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240310668880532,0,0,0,0,0,0.163112186939261,0,0,0,0,0.0554550960004273,0,0,0,0,0,-0.00630796160903056,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.271260202125828,0,0,0.184250891182739,0,0,0,0,0,0,-0.0455427030722929,0.0242006608072705,0,0,0,0,-0.00793680930139031,-0.105104857779078,0,0,-0.00434453379997673,0,0,0,0,0,0,0,0,0,0,0,0,0.0158861146409734,0.0664123470678387,0,0,0,0,0,0,-0.00885075618410769,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.104889603368563,0,0,0,0.195645826639245,0.0437421928030019,0,0,0.184780536636643,0,0,0,0.0137580628784453,0,0,0,0.263932448566935,0,0,0,0,0,0,0,0,0.0691340649503077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00440691437538909,-0.0104103788476264,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.282619563030225,0,0,0,0,0.202907411416191,0,0,0,0.0602481393491439,0,0,0.0509648792260052,0.112727872454507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157445395280214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00867872754411708,-0.019979632354137,0,0,0,0,0,0
X000858.SZ,0.118002275028587,0,0,0.376001745116672,0,0,0,0.0853526058799643,0,0,0,0,0.428724245412165,0.0526409504785455,0,0,0,0,0,0,0,0.00986153976841941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109981845983579,0,0,0,0,0,0
X600276.SH,0,0,0.0675643576460691,0,0.0868450664000835,0,0,0,0,0.0320141667896971,0,0,0,0.0390938613829142,0,0,0,0,0,0,0,0.238080214755308,0,0,0,0,0,0.0543072021100462,0,0.0919607743410674,0,0,0,0.0955279561387318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191968363442971,0,0,0.00671378174571042,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.413322873855797,0,0,0,0,0,0,0,0,0,0,0,0,0.136818250195153,0.0621132087070906,0,0,0,0,0,0,0.0662664453051516,0,0,0,0.00966725494802394,0,0.106902653953602,0,0,0,0,0,0,0,0,0,0,0,0,0.103310706021475,0,0,-0.0046213058409669,0,0,0,0,0,0,0
X002304.SZ,0.0482931844851846,0,0,0,0.12511547010158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016591772376567,-0.0180849632941479,0,0,0,0,0.412391759113787,0,0,0,0,0,0,0.151756612952626,0,0,0,0,0,0,0,0,0.041335426802063,0,6.7762635780344e-21,-0.0149587910462698,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.120722242677065,0,0,0,0,0,0,0,0,-0.105558336925293,0,0,0,0,0,0.576517770806181,0,0,0.169782341352349,0,0,0,0,0,0,0,0.125849966833383,0,0,0,0,0,0,0,0.0967887350191698,0,0,0,0,0,0,0,0,0.0669435412414677,0,0.000617398482768787,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.144005712230047,0.273475169048599,0.109184314078499,0,0,0,0,0,0.074191145628342,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0984243822501953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
