,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X000651.SZ,X003816.SZ,X600809.SH,X000568.SZ,X002371.SZ,X000725.SZ,X600104.SH,X600031.SH,X000625.SZ,X002304.SZ,X000063.SZ,X300124.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X600089.SH,X002463.SZ,X600584.SH,X600372.SH,X000157.SZ,X002028.SZ,X600703.SH,X600741.SH,X600066.SH,X000977.SZ,X002236.SZ,X600522.SH,X600418.SH,X600183.SH,X601877.SH,X002049.SZ,X000921.SZ,X600487.SH,X002294.SZ,X601799.SH,X000800.SZ,X002180.SZ,X002074.SZ,X600177.SH,X002129.SZ,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.188161742372784,0,0,0,0,0,0,0.128024766641536,0.251169434928366,0,0,0,0,0,0,0,0,0.0339547935064235,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458385491031109,0,0,0,0,-0.0195260277034263,0,0,0,0,0,0,0,0,0,-0.038580951299827,0,0,0,0.0209212958995745,0,0
X000858.SZ,0.262254080023527,0,0.0720453555662398,0,0,0,0,0,0.198964262640742,0.146005310346678,0,0,0.0488569825919335,0,0,0,0,0,0.0160116790301715,0.0645520472204389,0,0,0,0,0,0,0,0,0,0,0,0.176281145233426,-0.0317690388284731,0,0,0,0,-0.0329935671156849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212190108607794,0,0,0,0.0148094364909847,0,0
X600276.SH,0,0,0,0,0,0.0240873704500626,0,-0.0431108527542649,0,0,0.045378003746006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0723910015635024,0,0,0.194908366245414,0,0,0,0,0,0,0.119053598583423,0,-0.0320549282687614,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175079099293851,0,0.143284712180903,0.124894450243853,0,0,0.0235132451092863,0,0,0.0245141689005211,0,0,0.01550493628621,0.0254905271998801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0240629947722541,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.139396790370768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155089692907547,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0803764449935618,0,0.0303826786471996,0,0,0.138770484928725,0,0.0094290356215862,0,0.0868953929222516,0,0,-0.11362544340479,0,0,0,0,0.00569091187761608,0,-0.0450649483611656,0,0,0.0200206876464245,0,0
X600690.SH,0,0,0,0,0,0,0.285974056070696,0,0,0,0,0.0703807284183997,0,0,0,0,0,0,0.12676878067143,0,0,0.0374153459959491,0.0378261409218959,0,0,0,0,0,0,0,0,0,0,0,0,0.0739554613128375,0,0,0.0219907296843926,0,0.276527448820521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01537025112559,0,0
X000651.SZ,0,0,0,0,0,0.220508540071319,0,0,0,0.10879160025278,0,0,0,0,0,0,0,0,0.00458544866846682,0,-0.0152726859042159,0,0,0,0,0,0,0,0,0,0,0,0.00873025718567747,0,0,0,6.7762635780344e-21,0,0,0,0.119891142196718,0,0,0,0,-0.0125914723994588,-0.0370969584253575,0,0,0,0,-2.16840434497101e-19,-0.00145301374679664,0,0,0,0.00959208243125394,0,0
X003816.SZ,0,0,0,0,0,0,0,0,-0.085321454989135,0,0,0,0,0,0.204777868876235,0,0,-0.0807653799070349,0,0,0,0,-0.129893216312802,0,0,-0.0884389232664486,0,0,0,0,0,0,0,0,0,0,-0.0471900299667183,-0.0400120519248898,0,-0.029990134652268,0,0,0,0,0,0,0,0,-0.329733418188804,0,0,0.071804730247422,-0.0343745129554445,0,0,0,-0.00779020134033955,0,0
X600809.SH,0,0,0,0,0,0,0,0.0213423560567844,0,0.219923316567994,0,0,0,0,0,0,0,0,0,0.580406502243243,0,0,0,0,0,0,0,0.110436366488654,0,0,0,0,0,0,0,0,0,0,-0.0438692667901564,0,0,-0.114690015676157,0,0,0,0,-0.0444321935464578,0,0,0,0,0.0145333946285915,0,0,0,0,4.33680868994202e-19,0,0
X000568.SZ,0.227605739605551,0.369164891381749,0,0,0,0,0,0,0.370974061328091,0,0,0,0,0,0,0,0,0,0,0.0206972104485741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0792048274252633,0,0,0,-0.049314253013952,0,0,0,0,0,0,0,0,0,-0.00214932169127404,0,-0.0774427060609871,0,0,-0.00808450229960233,0,0
