,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002475.SZ,X300014.SZ,X002304.SZ,X600690.SH,X600104.SH,X000651.SZ,X002371.SZ,X600031.SH,X000725.SZ,X002241.SZ,X300124.SZ,X600703.SH,X000063.SZ,X002129.SZ,X003816.SZ,X000338.SZ,X000596.SZ,X000625.SZ,X002049.SZ,X000661.SZ,X601877.SH,X300142.SZ,X002179.SZ,X000100.SZ,X600460.SH,X600089.SH,X002074.SZ,X600741.SH,X002236.SZ,X600702.SH,X000799.SZ,X600779.SH,X601799.SH,X000157.SZ,X600884.SH,X600584.SH,X002414.SZ,X000733.SZ,X600183.SH,X600563.SH,X002180.SZ,X600522.SH,X002007.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.399481836740803,0,0.0372972569044819,0.0369956526863969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104616603069093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004251366419778,0,0,0,0,0,0
X000858.SZ,0.044346158050586,0,0,0.302045438047475,0.115493801294436,0,0.0179809513005983,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,-0.136542143988912,0,0,0,0,0.221252463135714,0,0,0,0,0,0.0876172138088184,0,0,0,0.12750663454587,0,0.0471006321303656,0,0,0,0,0,0,0,-0.016973197254701,0,0,0,0,0,-0.0107889042860121,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.148438026739385,0.217406371843168,0,0,0,0,0,0,0,0,0,0,0,0,0.024417255651243,0,0,0,-0.0496302642415606,0.0110008552993386,0,0,0,0,0,0,0.031798754345871,0,0,0,0,0,0.0233820172598574,0,0.0695341694683875,0,0,0,0,0,0,0,0,0.0168175532896177,0,0,0,0,0.0312376427641614,0,0
X600809.SH,0,0.264632285152664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0217530518531542,0,0,-0.179595662467557,0.00471572376171311,0,0,0,0,0,0.412759850493399,0,0,0,0,0,0,0,0,-0.0226070906349609,-0.0107780731914601,-0.0245675647975709,0,0,0,-0.00562325602788058,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159824839016007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132849580011506,0.27637957600334,0,0,-0.115333711540112,0,0,-0.110089269326466,0,0,0,-0.0696407055964076,0,0,0,0.0353008046269642,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.160982847582018,0,0,0,0,0,0,-0.180035534228321,0,0,0,0.015353158378094,0,0,0,0,0.0973223555933117,0.155849561680274,0.0192707148724497,-0.0928350835548996,0,0,0,0,0,0,0,0.17720083567443,0,0,0,-0.200036391445643,0,-0.035473894120709,0,0,0,0,0.0360008031706432,0,0,0,0,0,0,0,0,0.0129726323553486,0,0
X002475.SZ,0,2.16840434497101e-19,0,0,0,0,0,0,0.115911057018443,0,0,0,0.058422915167989,0,0,0,0.236858715243318,0.174450056286255,0,0,0,0,0,0,0,0,0,0,-0.0403034991127446,0,0,-0.090067410408134,0,0,0,0,0,0,0,0,-0.0738908984534805,0,0,-0.042192087918092,0,-0.00776320725661363,0,0.00514189499085803,0.0595604506086122,0,0,0.0213782818345772,0,0,0,0,0.0801975729578656,0,0
X300014.SZ,0,0,-0.0885283789005385,0,0,0,0,0,0,0,0.160898850684694,0,0,0,0,0,0.11495764215574,0,0,0,0,0,0,0.150290767617294,0,0.271482915753609,0.0707814173299063,0.0373280953537348,0,0,0,0.0448066005768198,0.162136020904304,0,0,0.0417700253253388,0,0,0.252582534777603,0,0,0,0,0.0405351902788535,0,0.0307482546700402,0,-0.0663147292157601,0,0,0,0,0.0143498189290698,0,0,0,0.0909314295143501,0,0
X002304.SZ,0,0.0970507447709082,0.11434252194603,0.243332506906908,0,0,0,0,0,0.114720995185549,0,0,0,0,0,0,0,0,0,0,-0.106301229620507,0,0.0450690308733095,0,0,0,0,0,0,0,0,0,0,0,0.0624834401528948,0,0,0.168641319565016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207931020950462,0,0,0,0,-0.0855171625370478,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.0482521758634007,0,0,0.114563774031526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513210156502564,0,0.0213786603846144,-0.131611149378642,0.00738992955044343,0,0,0,0,0,0.112987036094998,0,0.0744940666687971,0,0,0,0,0,0.0580517495647508,0,0,0,0,0,-0.013500975661673,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,-0.0346488785315333,0,0.0147622821406867,0,0,0,0,0,0,0,0.0954543900203766,0,0,0,0,0,0.026547226104221,0,0.0232102864689277,0,0,0,-0.0361718849442181,0,0,0,0.023563894062638,0.0541786164364659,0,0,0,0,0,0,0.0443462140051437,0.0262963478862441,0,0,0,0,0,0,0,0,0,0,0.0331606322594149,0,0,0,0,-0.042870378499503,0,0
X000651.SZ,0,0,0,0,0,0,0.000591808620799626,0,0,0.228017362346203,0,0,0.104987924075347,0.0469856355897037,0,0.0160186906343255,0,0,0,0,0,0,0,0,0,0,-0.0637642113857561,-0.0399369825879109,0,0,0,0,0,0,0,0.0912015375341285,0,0,0,0,0,0,0,-0.0423762507570421,0,0,0,0,0,0,0,0,0.0318835437847184,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0.136546225773849,-0.0629645039015422,0,0,0,0,0,0,0,0,0,0.23726451371914,0,0,0,0,0,0.187978125581021,0,-0.117012500877337,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427275190680159,0.511934546134893,0,-0.255833687977032,0,0,0,0,0,0,0,0,-0.0200402747483068,0,0,0,0.221650035530186,0,0
X600031.SH,0,0,0,0.0271465546369101,0,0,0.111432942801719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087372901767707,0,0,0,0,-0.0453280958560946,0,0,0,0,0,0,0,0,0,0,0,0,0.506440660964287,-0.0203604819855196,0,0.0691932572116051,0,0,0,0,0,0,0,0,0,0.00678430867430458,0,0,0,0.0593351835242826,0,0
X000725.SZ,0,0,0,0,0,-0.0421518826499541,0,0,0.0485696767384098,0,0,0,0,0,0,0,0,0.0515870397050128,0,0,0,0.0349016337193596,0,0,0,0,0,0.0572451644503102,0,0.329871359318751,0,0,0.0512030177039084,0,0,0,0,0,0,0.0568969075641833,0,0,0,0,0,-0.0178265700104598,0,0.00875246066053695,0,0,0,4.33680868994202e-19,-0.0152085191481658,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0.175971494653886,0,0,0,0,0,0,0,0,0,0,0,0,0.159055030845068,0.00752658687428694,0.245073732486741,0,0,0,0,0,0.0578333045241352,0,0,0.144252644890787,0.00911384691235823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00784716139228585,0,0
X300124.SZ,0,0,0,0,0.198549597169359,0,0,0.0574940115006795,0,0,0,0,0,0,0,0,0,0.0772706751199384,0,0,0,0,0,0.243694061971669,0,0,0.0221060914411988,0,0,0,0.119731650378299,0,0,0.1384616732395,0,0,0,0,0,0.175256230134455,0,0,0,0.000298687148440677,0,0,0.04145370872635,0,0,0,0,0,-0.0265844222862386,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.0492458190196507,0,0,0,0,0,0.212427499498621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0222290602486771,0.0615930994828069,0,0.000711486302987265,0,0,0.307425207217181,0,0,0,0,0,0,0,0,-0.0448355392247487,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.127894380530567,0,0,0,0,0,0.0194471446898592,0.0394138555161478,0,0,0,0.0689105450678311,0,0.005914688851608,0.0791144255587775,0,0,0,0,0.020041154357869,0,0.0723006617281021,0,0,0.233730399196517,0.0340844314854883,0.00785824683722017,0,-0.0678641698185146,0,0,0,0,0.131963533920427,0,0,0,-0.141279162942953,0,0,0,0,0,0,0,-0.00637180081287484,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0.127358514766188,0,0,0,0,0,0,0,0,0,0.179312655341072,0,0,0,0,0,0,0,0,0.365442800267609,0.0806089033322893,0,0,0.0353338183385108,0,0.0809807069830616,0,0,0,0,0,0,0,0.0162292474466998,0,0,0,0,0,0,0,0,0,-0.0399876765908536,-0.000789398863658903,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568676748857848,0.14550442177977,0,0.111400998342121,0,0,0,0,0,0,0,0,0,0,0,0,0.199588489447729,0,0,0,0,0,0,0,0,-0.0494984411112175,0,0,0,0,0,0,0.0624859849467547,0,0.0264791030487848,0,-0.050034213145655,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0.093038170811818,0,0,0.017807336309824,0,0,0.0461399882653727,0,0.12817103634721,0,0,0,0,0,0,0,0,0,0,-0.00426411871102312,0,0,0,0,0,0,0,0,0,0.100004682180257,0,0,0,0,0,0.230628293948751,0,0,0.0707782428570504,0,-0.00445595412593745,0,0,0,0,0.0217538171948358,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0.211969198011382,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564705309280307,0,0.109725438074112,0,0,0,0,0,0,0,0,0,0.202163797758068,0,0,0,0,0,0,0,0,0,0,0,0,0.0872752079154947,0,0,0,0,0,0,0,0,0,0
