,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X600276.SH,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X002475.SZ,X000568.SZ,X600703.SH,X600741.SH,X000338.SZ,X300003.SZ,X600271.SH,X601877.SH,X002008.SZ,X300124.SZ,X600487.SH,X002456.SZ,X002236.SZ,X600809.SH,X600867.SH,X000596.SZ,X000100.SZ,X000661.SZ,X300136.SZ,X600498.SH,X000625.SZ,X000977.SZ,X600566.SH,X600066.SH,X300142.SZ,X002179.SZ,X000157.SZ,X002294.SZ,X002007.SZ,X300146.SZ,X002180.SZ,X600522.SH,X002241.SZ,X002049.SZ,X000869.SZ,X600177.SH,X002371.SZ,X600089.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.423530262749749,0,0,0,0,0,0,0,0.0425705203476208,0,0,0,0.0444595116256741,0.0990107108741243,0,0,0.0186377971497928,0.0104833811223857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0766315045238335,0,0,0,0,0,0,0.000308171776759277,0.00346669278768512,1.0842021724855e-19,0,0,0,0,0,0
X600104.SH,0,0,0,0.0641978972262412,0,0,0,0,0,0,0.0638460330139382,0,0.0822362435607794,0,0.480942542760089,0,0,0,0,0,0,-0.101360041639115,0,0,0,0.0628897345910403,0,0,0,0,0,0,0,0,0,-0.0655124958733967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582172647347893,0.0211612234461974,0.03658726034657,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.160506643165342,0,0,0,0,-0.0211604140896434,0.0291340161995861,0,0,0,0,0,0,0,0,0.132671085465177,0,0,0,0.317392616119722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0226863452326038,0,0,0,0,0,0,0,0,0,0,0,0.0072055728270304,0.0308678314602452,0,0,0,0,0,0
X000858.SZ,0.133373028792937,0,0,0,0,0,0.200701391805567,0,0.036379444203823,0,0,0,0.304721660446042,0,0,0,0,0,0.0244538645745403,0,0,0,0,0.0258214923919112,0,0,0.0193496453805796,0,0,0,0,0,0,0,0,0.0341013245292638,0,0,0.0463506048291803,0,0,0,0,0,0,0,0,0,0,0,0,0.00743627250444951,0.0060157989840042,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,-0.00206359340817912,0,0,0,0,0,0,0.199659741215417,0,0,0,0,0,0,0,0,0,0,0,0.183130734270399,0,0,0,0,0.0144423386654387,0,0,0,0,0.372684894705766,0,0.136821159556856,0,0,0,0,0,0,0,0,0,0,0.0246608653288598,0.0357853620491482,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.108918833613114,0.0122211975305594,0,0,0.120941506911685,0,0,0.101878813137097,0,0,0,0.155168301632027,0,0,0,0,0,0,0,0,0,0.0441386218840035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017725602184692,0.0262197076519213,0,0,0,0,0,0
X002304.SZ,0,0,0,0.44795582289863,0.0653829099120917,0,0,0,0,-0.0526651107011105,0,0,0.400477186030154,0,0,0,0.0419827606013411,0,0.053481523987058,0,0,0,0,0,0.0357936288036021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0934112032531425,0,0,0,0,0,0,0.0209538922873559,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.133486625673753,0,0,0,0,0,0,0,0,0,0.341820994961585,0.0737922291327249,0,0,0,0,0,0,0,0.0054971775770119,-0.0119735743705541,0,0,0,0,0,0
X600690.SH,0,0,0,0.376680333136855,0,0.094334971166547,0,0,0,-0.064514432223161,0,0,0,0,0,0,0,0,0,0,0,0,0.0714232543300478,0.104521145368766,0,0.1182642239138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00200469232393944,0.0149785822158938,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243701356715745,0,0,0,0,0,0,0,0,0,0,0,0,0.0673232883997543,0,0,0.122339028644446,0,0,0,0,0,0,0,0,0,0.0278169220921858,0,0.103444091217544,0,0,0,0,0,0.0885685095446716,0,0,0,0.0641481061298401,-0.0625166709080651,0,0,0,0,0,0
X600031.SH,0,0,0.134954146917843,0,0,0,-0.0565102666301272,0,0,0,0,0,0,0,0.09735268895915,0,0,0,0,0,0,0.230871527347753,0.0388874095201231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.162164985445562,0,0,0,0,0,0,0,0,0,0,0,0.0144186711453418,0.0241680924922588,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.041157007020103,0,0,0,0,0,0,0,0,0,0,0,0,0.449479080523267,0,0,0,-0.0293874272777311,0,0.140218774161216,0.110396895404077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00945789813439408,0,0,0,0,0,0.0172183428268979,0.0349943455603692,0,0,0,0,0,0
X000568.SZ,0,0,0,0.468743266855573,0,0,0.06226639151704,0,0,0,0,0,0,0,0,0.0459224015597943,0,0,0,0,0,0,0,0,0,0,0.213478838092755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0050459891776633,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.0965796465949293,0,0,0,0,0,0,0,0,0,0.0423868964297073,0,0.0291291276786181,0,0.0984892212419761,0,0,0,0,0,0,0.351072179636514,0,0,0,0,0.08779717974187,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,-0.00543850254842602,0.0187574097502444,0,0,0,0,0,0
X600741.SH,0,0.276580727498365,0,0,0,0,0,0,0.166862887956434,0,0,0,0,0,0,0,0.0665691136994198,0,0,0.0322331628101009,0,0,0,0,0,0,0.0350303815103758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554955120467498,0,0.0553873424061939,0,0.012833843488752,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0.256638163102365,0,0,0,0,0,0,0,0,0,0,0,0.0334452517388077,0,0,0,0,0,0,0.142460713769099,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198203546997432,0,0.0145409254225846,-0.00559725930787345,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0.17561552647343,0,0.0370622049238041,0.254291499786086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275518156939763,0,0,0,0.276109471488165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0935442977450285,0,0,0,0,0,0,-0.00179415555329801,-5.42101086242752e-20,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113984860331013,0,0.0718971902727052,0,0,0,0,0,0,0.176066696594728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127106229284302,0.61955823004901,0.0296005688053622,0,-0.000647324643752413,-0.00882453275328625,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0.0646782551947701,0,0,0,0,0,0,0,0,0,0,0.205432979036698,0,0,0,0,0,0,0,0,0.133653560013346,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0566772941668444,0,0,0,0.0904939611092435,0,0,0,0.568932004483857,0,0,0.0111759362450604,-0.029041656568157,0,0,0,0,0,0
X002008.SZ,0,0,0.434583141051035,0,0,0,0,0,0,0.102142655720715,0,0.0339275787762075,0,0,0,0,0.109459205174441,0,0,0,0,0,0,0,0,0,0,0,0,0.0297809651152518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000841543175537289,0.00883346411731649,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0.0297823748149755,0,0.0996051562722597,0,0,0,0,0,0,0,0,0,0.0208655612557422,0,0,0,0,0,0,-0.0708583280580475,0,0,0,0,0,0,0,0,0,0,0.0385567023720152,0,0,0,0,0,-0.0485698374749924,-0.0948237070519542,0,0.290815498032887,0,0,0,0,0,0,0.122676794155203,0.00990870866419161,0.0268364398334313,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273444120314889,0,0,0,0,0.174992454214011,0.179777981986514,0,0,0,0,0,0,0.141683079175007,0,0,0,0,0,0,0,0,0,0,0,0.159813110126133,0,0,0,0,0.0558818404413124,0,0,0,0.00423169515556345,-0.0105794314736417,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0.409148091963703,0,0.181667054301038,0,0,0,0,0.0629793908220402,0,0,0.119118937936661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220764576123897,0,0,0.000672638218914318,0,0,0,0.00708832679846196,-0.00698196785145543,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0.119048207684014,0,0,0,0,0,0,0,0,0,0.0694804861132944,0,0.488243842919974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00361936453298648,0.0483399538932822,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.0870895171101116,0,0.443737765375644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333521030974317,0,0,0,0,0,0,0,0,0,0,0,0.107644699372716,0,0,0,0,0,0,0,0,0,0,0.145841982756771,0,0.00505089492271251,0.00504808073009827,0,0,0,0,0,0
X600867.SH,0,0,0,0,0.316664520003932,0,0,0,0,-3.46944695195361e-18,0,0.0228702425250399,0,0,0,0,0,0,0,0,0,0,0.138999808287534,0,0,0,0,0,0.214812020418325,0,0.038822071586258,0,0,0,0,0,0,0,0,0.268361709793688,0,0,0,0,0,0,0,0,0,0,0,-0.018028168405686,-0.00819828129922561,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0.028580063513693,0,0,0,0,0,0,-0.00566121012763202,0.574871130495601,0,0,0,0,0,0,0,0,0,0,0,0.227091412787987,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0183867954503314,0,0,0,0,0,0.0367153323624248,0,0,0,0,0,0,0,0,0,0,0.00377744418341562,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0.38222067303221,0,0.0223058632882263,0,0,0,0,0,0,0,0,0,0,0,0.0247205400496909,0.0843904241000278,0.0781497832446446,0,0,0,0,0,0,0,0,0,0,0.0160261592723083,-0.0102699538113706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00250988338312407,0.0109716535260317,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0.0767572502377212,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.0702281843724444,0,0,0,0,0,0,0,0.290523735717448,0,0,0,0,0,0,0,0.355724173239514,0,0.0706496783568487,0,0,0,0.294070921186321,0,0,0,0,0,0,0,0,0,0,0,-0.0241029442825022,0,0,0,0,0,0,0
X300136.SZ,0,0,0,0,0,0,0,0,0,0.0747598586480956,0,0,0,0,0,0,0,0.0972615205322646,0,0,0,0.0508914254331837,0.174331733495795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138449920906133,0.0571747644337744,0.239840716637043,0.302651995634544,0,0,0,0,0,0,0,-0.00394458000235273,-0.00675940069699222,0,0,0,0,0,0
X600498.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289651779472781,0,0.0820288434584127,0,0,0,0,0.00981286230190972,0,0,0,0.213042099874041,0,0,0.0150599208125299,0,0,0,0,0,0,0,0,0.151853236684103,0,0,0,0,0,0,-0.00249454491393318,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0961704185204202,0,0,0.0672682279473311,0,0,0,0,0,0.0781544902430829,0,0,0.00806675596349505,0,0,0,0,0,0,0.020933034950719,0,0.119344181394012,0,0,0,0.249982642721024,0,0,0,-0.0034142561387904,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0,0,0,0.041059686068128,0,0,0,0,0,0,0.0739703086041297,0.112807981855502,0,0,0,0.249054930010948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186303518143517,0,0.263854692375902,0,0,0,0,0,0,-0.0326667276753911,-0.0283001389807652,0,0,0,0,0,0
X600566.SH,0,0,0,0,0.128927422072943,0,0,0,0,0,0,0,0,0,0,0,0.15870373814978,0,0,0,0,0,0,0,0,0.262444781911468,0,0,0.0623044529584727,0,0,0,0,0,0.129256543635073,0,0,0,0,0,0,0,0,0,0,0.171700114382232,0,0,0,0,0,-0.0230636820451491,-0.0323294064977523,0,0,0,0,0,0
X600066.SH,0,0,0,0,0.135080768256445,0,0,0,0,0.0953009298333432,0,0,0,0,0,0.148655034905022,0,0.0850074838682122,0,0,0.166284809522381,0.0158459613102568,0,0,0,0,0,0,0,0,0,0,0,0.0647682510726936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425907005070537,0.0743362581041122,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459296884004331,0,0,0.538665033494213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220685200761883,0,-0.0200515072947221,0,0,0,0.0123815420316886,0,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0.128857731652956,-0.164434430768088,0,0,0,0,0,0,0.018281418865373,-0.169211913931073,0.149005587983177,0,0,0,0.0446051507713848,0,0,-0.00134876847128814,0,0,0,0,0,0,0.0456916463080003,0,0,0,0,0,0,0,0,0,0.042706288892751,0,0,0,0,0,0,0,0.0175718578085997,0.0365491478200077,0,0,0,0,0,0
X000157.SZ,0,0,0.0241101306680822,0,0,0,0,0.0765601570408803,0,0,0.0401174685534602,0,0,0,0,0,0.00887874781645361,0,0,0,0,0.0828930989007325,0,0.0151000538491307,0,0,0,0,0,0,0,0.116759028901976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00396198447754398,-0.00165782634661346,0,0,0,0,0,0
X002294.SZ,0,0,0,0,0.26032798157469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430113551872618,0,0,0.152478612395436,0.129106290115192,0.0768130293826669,0,0.00606304142949245,0.059956012027471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00602319215820928,0,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0.270943940976234,0,0,0,0,0.0633663415845397,0,0,0,0,0,0,0,0,-0.0702111727015954,0,0,-0.0184984709990475,0,0,0,0,0,0,0.499995161007449,0,0,0,0,0,0,0.0328241202632223,0,0,0,0,-0.0838170905918975,0,0,0,0,0,0,0,0,0.0781821181248447,0,-0.00384555350727492,0.0163993234805872,0,0,0,0,0,0
X300146.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142347465483745,0.0164693133313421,0,0,0,0,0,0
X002180.SZ,0,0,0,0,0,0,0,0,-0.140752263425814,0.113168089939466,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126143261303251,0,0,0.125837299836099,0,0,0.0327740331262511,0.0491069000294678,0,0.0613859934769436,0,0,0,0,0,0,0,0,0,0,0,0.0237007051571169,0,0,0.376206213417859,0,0,-0.142698681336934,-0.00614774437432858,0,0,0,0,0,0,0
X600522.SH,0,0,0,0,0,0,0,0.245581796560693,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285758376157729,0,0,0,0,0,0,0,0.00770631278335142,0,0,0.0892025855124788,0,0,0,0,0,0,0,0,0,0,0.0947569265253575,0,0,0,0,0,0,0,0.00283411899340106,-8.67361737988404e-19,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0971062940230404,0,0.153290287475408,0,3.46944695195361e-18,0.00673637798608653,0,0.00785924411981142,0,0,0,0,0.217201679324624,0,0,0,0,0,0,0.0207039728790011,0,0,0,0,0,0.277610144013599,0,0,0,0,0,0,0.159849898990408,0,-0.0182540319583541,-0.0161863424359456,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0.0541438369037932,0,0.116511631234546,-0.12165710036847,0.265144563568615,0,0.145741093666615,0,0,0,-0.0406087999462032,0.173459538979946,0,0,0,0.118465939919242,0,0,0,0,0,0,0,0,0,0.288275838345731,0,0,0,0,0,0,0,0,0.049305085041747,0,0,0,0,0,0.00827117908381592,0,0,-0.00765160481822762,-0.000760773550069835,-0.012920479748122,0,0,0,0,0,0
X000869.SZ,0,0,0,0.0691321485410657,0,0,0,0,0.0388623867259883,0.00469932792351775,0,0.0081333897309417,0,0,0,0,0.163522312558425,0,0,0.191408120311503,0,0,0,0,0.17832403303194,0,0.0690508002156153,0,0,0,0.00607842023443048,0,0,0.0164159411658638,0,0.0976085963526127,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.00689176913210146,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0.0374763610228764,0,0,0,0,0,0,0,0.00655045247211048,0,0,0,0.0675115343130808,0,0,0,0,0.12576017802468,0.00491369149244267,0,0,0,0,0,0,0.0343976560269164,0,0,0,0,0,0,0,-0.000788707143302747,0,0,0,0,0.15773334747458,0,0,0,0,0,0,0.0113876078111172,0.0259232002189029,0,0,0,0,0,0
X002371.SZ,0,0,0,0,-0.0745634311378863,0,0,0,0,0.0574586521080032,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159373221240877,0.158349924022883,0,0,0,0,-0.039135732360363,0,0,0.0194504346777536,0,0,0,0,0,0,0,0,0.166970112245955,-0.246787592721796,0,0.653428002632681,0,0,0,0,0,0,-0.000364993737470636,0,0,0,0,0,0,0
