,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002236.SZ,X002475.SZ,X002241.SZ,X000338.SZ,X002456.SZ,X600031.SH,X000625.SZ,X601877.SH,X000100.SZ,X002008.SZ,X600487.SH,X600066.SH,X300136.SZ,X600809.SH,X300124.SZ,X002508.SZ,X300003.SZ,X600522.SH,X600867.SH,X600089.SH,X600699.SH,X600498.SH,X002294.SZ,X600271.SH,X002085.SZ,X000981.SZ,X000050.SZ,X000596.SZ,X000157.SZ,X600177.SH,X600566.SH,X300142.SZ,X002180.SZ,X600118.SH,X600584.SH,X002179.SZ,X000559.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.1616850746139,0,0,0.136988423098025,0.100307114423495,0,0,0.0132972607692605,0.0550553386369917,0,-0.0366129651612433,0,0,0,0,0,0,0.0776164296326508,0,0,0,0,0,0.0224377780096017,0,0,0,0.071017724469421,0,0,0,0,0,0.0448817639288522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0079739714501972,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.00141997361859895,0,0,0,0,0.0060570211940837,0,0.299641432125469,0,0.0132784720921732,0,0,0.0433925353496628,0,0,0,0.0616991768973986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121788960429979,0,0,0,0,0.00197530284899705,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0244910862948035,0,0,0,0,0.11611047037634,0,0,0,0,0,0,0.0289188283697769,0,0,0,0,0.164347641714661,0,0,0,0,0,0,0.00964672086280768,0.043035735058097,0,0,0,0,0,0,0,0,0,0.0334142511411318,0,0.0424112740401689,0,0,0,0.0153327045725754,0,0,0,0,0,0,0
X000858.SZ,0.0519808177233002,0,0,0,0,0,0,0.110822703681525,0,0,0,0.344682864350927,0,0,0,0,0,0,0,0,0.0378047471598886,0,0,0,0,0,0.236909185455355,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0093633825260147,0,0,0,0,0,0,0,0,0.0890459669104882,0,-0.0135195687402883,0,0,0,0,0,0,0
X000651.SZ,0,0.085752002212709,0,0.171044969135401,0,0,-0.00727656868612731,0,0,0,0,0,0,0.0329959416839423,0,0,-0.019719773347667,0,0.0679459440904421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497293462183951,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0855668762562208,0,0,0,0,0,0,-0.0147090452759601,0,0,0,0,0,0.0696945421955928,0,0,0,0.329448394337368,0,0,0,0,0,0.104731892759483,0,0,0,0,0,0,0,0.260160349749506,0,0,0,0,0,0,0,0,0,0.0789548679583153,0,-0.0212034316940304,0.0341947689740004,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.157510962758543,0,0,0,0,0.104185692462667,0,0,0,0,0,0,-0.0741655344008949,0,0,-0.0112509279654275,0,0.0254645559798054,0,0,0,0.00578996571202121,0,0,0,0,0,0,-0.0615662025337435,0,0.100826601052079,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0201885891836316,0,0,0.0195884740475074,0,0,0,0,0,0
X002304.SZ,0,0,0,0.310453883119456,0,0,0,0,0,0,0.110482203608957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149254334420954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000943211107775702,-0.0369469362676209,0,0,0,0,0,-0.00917594192857454,0.0307556679089798,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.303629104653347,0,-0.0954413383079643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0888075999845454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123864368027417,0,0,0,0,0.0143709108011987,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0.107089609585862,0,0,0.0736605194917038,0,0,0,0,0,0,0,0,0,0,0,0.112903144544971,0,0,0,0,0.2467147323089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129096814857125,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.214658761603918,0,-0.0255896500965354,0.293702351264596,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0688823844194099,0,0,0,0,0,0,0,0,0,0.170526871080444,0.133532223138927,0,-0.188052009812663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00847921599026552,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0.289456227307722,0.0501732911811883,0,0,0,0,0,0,0,0,0,0.066817643230582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562845339519724,0,0,0,0,0,0,0.0418922554704173,0.00607809214329376,0,0,0,-0.00441408967324654,0,0,0,0,0,0
X600741.SH,-0.0373801800002716,0.198528102890855,0,0,0,0,0,0,0,0.0325898861890985,0.155271241900969,0,0,0,0,0,0,0,0.0211730409907165,0,0.0491998605960751,0,0.0455797491678219,0,0,0,-0.113978506721122,0.082426847525119,0.00221390323438137,0,0,0.0206867967422236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632921836330692,0,0.0456487514870024,0,-0.0417842188980034,0.0395704925837845,0,0,0,0,0,0
X002236.SZ,-0.0408895311516611,0,0.268600776892949,0,0,0,0.00758618381707234,0.159567931114407,0.307584018442143,0.0473985099069795,0,0,-0.0156097456590712,0,0,0,0.0354274604160463,0,0,0,0.0314787942594857,0,0,0.0969799044888213,0,0,0,0,0,0,-0.185379621517569,0,0,0,0,0,0,0,0,0,-0.204103532397865,0,0,0,0,0,0,0.0178306851234744,0,-0.137004538095723,0,-0.039961169734713,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.131529832465674,0,0,0,0,0.174966026559314,0,0.060263168962694,0,0,0,0,0.0574902300951577,0,0,0.247297978976035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,4.33680868994202e-19,0,0,0,0,-0.009966279407995,0,0,0,0,0,0
X002241.SZ,0,0,0.0886251636684195,0,0,0,0,0,0,0,0,0,0,0,0.156818540748277,0,0,0.450814005816516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0622799559038798,0,0,0,0,0,0,0,0,-0.219366698074897,0,0.0433004383140601,0,0,0,0,0,0.000350222021394373,0.00129566171561223,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,-0.0486087896121207,0,0,0,0,0,1.73472347597681e-18,0.0665103871010531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.076636597662543,-0.189449513342143,0,0,0.154231772886842,0,0,0,-0.0149489554459311,0,0,0,0,0,0,0,0,0.195706651082181,0,0,0,0.00274290220444106,0.0129240022089212,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0.0628530861680955,0,0,0,0,0,0,0.388363305271984,0,0,0,0,0,0.266054232828534,0,0,0.064417925487278,0,0,0,0,0,0,0,0,0,0.0612368073067171,0,0,0,0,0.0615691128540721,0,0,0,0,0,0.0872532545669908,0,0.145770144741184,0,0,0,0,0.00556272168340157,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.0873369063291914,0.0975847355023989,0,0,-0.123557435681586,0,0,-0.496089826129066,0.01299874587577,0,0,0,0,0,0,0,0,0,0,0,0.0984407837670133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431264554197768,-0.0347907476740191,0,0.196053179259849,0,0,-0.107858573022808,-0.0228891955719068,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.00784736542732841,0.00892582400878528,0,0.0462924217682388,0,0,0,0,0.0212336293587072,0,0,0,0,0,0,0,0.0398954603225517,0,0,0.00893249505934356,0,0,0.0546440755089361,0,0.0313861804065156,0,0,0,0,0,0,0,0,0,0,0,0.00428893864594411,0,0,0,0,0,0,0.0154499900431123,0,0,0,0,0,0
X601877.SH,0,0,0.0410965051606404,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321269220062132,0,0,0,0,0,0,0.0350829346440868,0,0,0,0,0.131122613636949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039479118467803,0,0.21817625753425,0,0,0,0.0253116966284094,0.00665275980127448,0,0,0,0,0,0
X000100.SZ,0,0,0.0200746247496931,0,0,0.0356638808240065,0,0,0,0,0.0625239480683534,0,0,0,0,0,0,0.0979875799076374,0,0,0.0784699253016578,0,0,0,0,0,0.00236688123225813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488377207807004,0,0,0.070297582183618,0,0,0,0.0150997577898363,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0,0,0.192711727031099,0,-0.0467408671252798,0,0,0,0.220040285043249,0,0,0.0323106612292165,0,0.170506158648059,0,0,0,0,0,0.118703329110917,0,0,0,0.0993877339484063,0.191592346828652,0,0.0440897622342339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0368697701825187,0.0366590012357443,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,-0.10902497979678,0,0,0,0,0,0,0,0,0.252320363122461,0,0.0919675176271535,0,0,0,0,0,0.226092173167498,0,0,0.0515910109929488,0,0,0.203435396640545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0794011127119715,0,0,0.0844159020875469,0,0,0,-0.0199484573865696,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.191224924196974,0,0,0,0,0.189942190256568,0,0,0,0,0.0530576498449088,0,0,0,0,0.328560850649457,0,0,0,0,0,0,0,0,0,0,0,-0.196770674614841,0,0,0,0,-0.0563120782758284,-0.0936309097786817,0,0,0,0,0,-0.064616523069281,0.0379204114063536,0,0,0,0,0,0
X300136.SZ,0,0,0.00988283491043145,0,0,0.0125097756755531,0,0,0.00281841889749886,0,0,0,0,0,0.427143494077473,0,0,0,0,0,0,0,0.116310823801807,0,0,0,0,0,0.123313379827296,0,0,0,0,0,0.0653223770533579,0,0,0,0,0,0,0,0,0,0,0,0,0.0614299848400759,0,0.0150873500976919,0,0.0565108561011693,-0.0339958232159683,0,0,0,0,0,0
X600809.SH,0,0,0,0.28612208124042,0,0,0,0,0,0,0,0.0854596989380345,0,0,0,0.11228700942093,0,0,0,0,0,0,0.0246822191439986,0,0,0,0,0.0697987981406912,-0.125850904197215,0,0,0,0,0,0,0,0,0.0490702998843924,0,0,0.0580362993613491,0,0,0,0,0,0,0,0,0,0,0,-0.00562097132444875,0,0,0,0,0,0
