,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X600690.SH,X000568.SZ,X000651.SZ,X002475.SZ,X003816.SZ,X300124.SZ,X600104.SH,X000725.SZ,X002371.SZ,X000338.SZ,X600031.SH,X000625.SZ,X000596.SZ,X002304.SZ,X000063.SZ,X000100.SZ,X300014.SZ,X000157.SZ,X002179.SZ,X600089.SH,X600703.SH,X600066.SH,X600372.SH,X002463.SZ,X000921.SZ,X002236.SZ,X000977.SZ,X002028.SZ,X002241.SZ,X600741.SH,X002049.SZ,X600522.SH,X000661.SZ,X600584.SH,X600183.SH,X601877.SH,X002129.SZ,X000800.SZ,X002223.SZ,X601799.SH,X600566.SH,X002180.SZ,X600060.SH,X600177.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0634195947665085,0,0,0,0.252861600487765,0,0,0,0,0,0,0,0,0,0,0,0.0599628743529358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264539255991186,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.00468432826297241,-0.00969824241232498,-0.0123844600056186,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.379196663259698,0,0,0,0,0,0,0,0,0,0,0,0.242420378987178,0,0,0,-0.0296324874377735,0,0,0,0,0,0.026401638798764,0,0,0,0,0,0,0,0,0,0.0206456268846841,0.0445574903061498,0,0.0548752766612322,0,0,0,0,0,0,0,0,0,-0.0319375775535684,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.267383320570552,0,0,0,0,0,0,0,0,0,0,0.117230089188417,0,0,0,0,-0.130998557112074,0,0,0,0.103084805893153,0,0,0,0,-0.00394358241081735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792831779534452,0.0552836058359592,0,0,0,-0.0646372766771914,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.073783700997452,0,0.0622053733484565,0,0,0,0,0,0,0,0,0,0.0956285938295874,0,0,0.022835117549247,0,0,-0.0589901048482398,0,0,0,0,0,0.149927408546019,0,0,0,0,0.0495218556083233,0,0,0.0434093780870515,0.0313481143652014,0,0,0.0874879374868499,0,0,0,0.0054915801812097,0,0,0,0,-0.00345197065740998,-0.00847218718007762,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787997658093209,0,0.0909927472759443,0,0,0,0,0,0,0,0.00906248908831835,0,0.0582432558169967,0,0,0,0,0.109643918764683,0,0,0.0784639373927429,0,0,0,0,0,0,0,0,0,0.0412028612107226,-0.0154675397883779,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.051762421143837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0653116493892053,0,0,0,0,-0.0463921612891378,0.160516159936948,-0.0199228930763737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479354074228795,0,0,0,0.00193539405042453,0,-0.0509856133043824,0,0,0,0,0
X000568.SZ,0,0.924756109178315,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0.00155403537592214,0,0,0.0982858563310453,0.0856774674397892,0,0,0,0,0,0,-0.0878213061666806,0,0,0,0,0,0,0,0,0,0,0,0,0.036146089495364,0,0,0,0,0,0,0,0,0,0.0358176276024238,0.0354429643102242,0,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.0546732093809253,0.0528394938056459,0.0129167857871936,0,0,0,0.0920901588985903,0,0,0,0,0,-0.191068326955668,0.0819595136075587,0,0,0.125691519788984,0,0,0,0.075480124630599,0,0,0,-0.0093323988339292,0.180066758700808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0037788596111422,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0677223633792007,0,0,0,0,0,0,0,0,0.308877699167654,0,0.11297320053627,0,0,0,0,0,0,0,0.342095018381218,0,0,0,0,0.0442269237014938,0.0293695939982464,0,0,0,0,0.121541871340773,0,0,0,0,0,0,0,0,-0.176997337837584,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,-0.266474575471083,0,-0.066856772464847,0,0,0,0,0,0,0,0,0,0,0,0,0.0455930956779844,0,0,0,0,0,0,0,0.0501295019472217,-0.0685755773147409,0,0,0,0,0,0.145807043777638,0,0,0,0,-0.0585741078009126,0,0,0,0.186048195198158,0.00367704238867201,0,0,0,0,-0.0469107254179199,-0.0415023905489871,0,0,0,0,0,0
X300124.SZ,0,0,0,0,-0.0572192161967035,0,0,0,0,0,0,0,0,0,0,0,-0.0540807614438087,0,0,0,0,0,0,0,0.0673891130328574,0,0.199953991485042,0,0.0109858768764382,0,0,0,0,0,0,0,0,0,0,0.0267895188101003,0,0,0,0,0,0,0,0.159261394876981,0,0,0,0,0.0432370003769015,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375467300586601,0,0,0.135349526936613,0,0,0,0.0437705717093495,0.0174081263514868,0,0,0,0,0.0492573981809129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0393198925936229,0.0184039856647248,-0.0134084295459268,0,0,0,0,0
X000725.SZ,0,0,0.133684032937199,0,0,0,0.0294826611528469,0,0,0,0,0,0,0,0,0,0.0244930279428198,0,0,0.165608523533098,0.11826271968468,0,-0.010272326327496,0,0,0,0,0,0,0,0.02544555650219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00429778765464459,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.101621719639333,0.038812170108049,0,0,0,0,0,0,0.0315585091301915,0.131218962637986,0,0.25821740559472,0,0,0,0.0902554905224115,0,0,0,0,0,0,0.0369124350459355,0,0,0,0,0,0
X000338.SZ,0,0,0,0,-0.161081067523058,0,0,0,0,0.062295607996924,0,0,0,0,0,0,0.109802432820417,0,0,0,0,0,0.125999325908417,0,0,0,0.23402002224869,0,0,0,0,-0.013960302404524,0,0,0,0,0,-0.000719973160926653,0,0.053270891970202,0,0,0,0,0,0,-0.0357353349078299,0,0,0,0,-0.0478239041832369,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,-0.0378981200918338,0,0,0,0,0,0,0,0,0,0,0.101718103907959,0.025052126473811,0,0,0,0.0222783077164421,0.292821385376538,0,0.153537262829978,0,0.0248695862230481,-0.0987543737623368,0,0,0,0,0.0127006685505126,6.93889390390723e-18,0,0,0,0,0.0626516850932806,0,0,0.0979569080271375,0,0,0.0875875581107556,0,-0.0446649669053647,0,0,0,0,-0.0259018125993413,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.280276601153723,0,0,0,0,0.00248008389195106,0,0,0,0.232430537456354,0,0,0,0,0,0,0,0.0131762379786345,0,0,0,0.364318693847495,0,0,0,0,0,0,0,0,-0.00986351214936666,0,-0.229052447219907,0,0,0,0,0
X000596.SZ,0,0.088299596602438,0.0749968949118505,-0.0629121623802894,0,0,0.510487250760223,0,0,0,0,0,0,0,0,0,0.0131849789234872,0,0,0,0,0,0,0,0,0.0622407364259646,0,0,0,0,0,0,0.034662251465163,0,0,0,0,0,0,0.00951860490773559,0,0,0,0,0,0,0,0,0,0,0,0,-0.0346713816500609,0,0,0,0,0,0
X002304.SZ,0,0.15079543641552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29229228227591,0,0,0,0,0,0.0233577337893444,0,0,0,0,0,0,0,0,0,0,0.141800263617766,0,0,0,0,0,0,0.0149402991068877,0,0,-0.104591168892744,-0.00162846000223546,0,0,0,0,0,0,0.0519499059007682,-0.0793366351415732,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574875824284693,0,0,0.226890980285029,0,0,0,0.207131733697206,0,0,0,0,0,0.125245776584932,0,0,0,0,0,0,0,0,0,0,-0.0117422196848221,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.208510286835431,0,0,0,0.0502510230104784,0,0,0.117351025179736,0,0,0,0,0,0,0,0,0,0.00761584885009417,0,0.0264413437360454,0,0,0,0,0,0,0,0,0,0,0.0287087949601934,0,0,0,0.00133159008527892,0.0644687222858786,0,0,0,0,0.0173524139431085,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0.026071153457705,0,0.156267945955634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245515819686789,0,-0.0492908422100514,0,0,0,0,0.329722766951526,0,0,0,0,0,0,0,0.183533791971223,0,0,0,0,0.0691011208397834,0,0,0,0,0.0302358187370459,0.0132408539096699,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264417880461725,0.235449115727796,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188005587517964,0,0.0296268821375505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111499976904482,0,0,0,0,0,0,0,-0.0307214966935966,0,0,0,0,0
X002179.SZ,0,0,0,0,0.175582392472748,0,0,0,0.0908271221387749,0,0,0,0,0,0,0,0.0146735440261515,0,0.0347734040606361,0.0690135001138689,0,0.0206101571767898,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.172978823583559,0,0.162438954056893,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0328110852234166,0,0,-0.0597608008869228,0,0,0,0,0
