,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X600031.SH,X000568.SZ,X002304.SZ,X600809.SH,X000725.SZ,X000063.SZ,X000661.SZ,X600690.SH,X003816.SZ,X002241.SZ,X000338.SZ,X600703.SH,X000596.SZ,X002007.SZ,X300124.SZ,X300014.SZ,X000100.SZ,X002371.SZ,X300142.SZ,X600741.SH,X002049.SZ,X002129.SZ,X000625.SZ,X601877.SH,X000157.SZ,X002236.SZ,X300003.SZ,X600584.SH,X000800.SZ,X002414.SZ,X600183.SH,X002179.SZ,X000066.SZ,X300136.SZ,X000977.SZ,X601799.SH,X002456.SZ,X600118.SH,X002185.SZ,X000050.SZ,X002008.SZ,X002294.SZ,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.117669073547417,0,0,0,0,0,0,0.0517769741378609,0,0.322725662379315,0,0,0,0,0,0,0,0.0511908952314508,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112919971008877,0,0.00445008301820346,0,0,0,0,0,0.00359414586900687,0,0,0,0,0,0,0,0.109268239246833,0,0,0,0.0129559964564653,0,0,0,0,0,0
X000858.SZ,0.0616674603671061,0,0,0,0,0,0,0,0.054684054950852,0.129798186901349,0.390731519582229,0,0,0,0,0,0.0101829836685423,0.0469323941461456,0,0.0270843078981944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457273121350441,0,0,0.00456060195313439,0.0154093958385777,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.166237534543174,0.155450842387132,0.0185873189914137,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0192286281736299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787266924250806,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314877804415553,0,0,0,0,0,0,0.104444876270338,0,0,0,0,0.0362904296642673,0,0,0,0,0,0.15483330012764,0,0,0,0,0,0,0,0,0,0,0.0555224214460342,0,0.0146283423163956,0.069679131445275,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.126194375698561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510341372254827,0,0,0,0.0602889103369961,0,0,0,0,0.237277979383809,0,0,0,0,0,0,0,0.0199884681250655,0,0,0,0,0,0,0,0,0,0,-0.00614773449900385,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,6.99417943202978e-05,0,0,0,0,0.10561190048526,0,0,0,0,0,0,0,0,0,0.0207316170915115,0,0,0.0865272671383195,0.00275667447475946,0,0,0,0.0273543371728327,0,0,0,0,0,0.0232235317007602,0,0,0,0,0.0153745558791705,0,0.109258083527312,0,0,0,0,0,-0.0313534011834038,-0.0134814966346429,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472947583539049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548639963911252,0,0,0,0.207835337496645,0,0,0,0,0,0.0629816699069111,0,0,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0.0157377317946684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242331453832188,0,0,0,0,0,0,0,0,0.0539202355354627,0,0,0.0273739256434972,0,0.365603746065217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553527755542683,0,0,-0.00387210458353881,0.0224497173758569,0,0,0,0,0,0
X000568.SZ,0,0.0411406732198638,0,0,0,0,0,0,0,0.367864849805953,0.111085680101375,0,0,0,0,0,0.072998061822636,0,0,0.0211109464886772,0.0953834506690722,0,0,0,0,0,0,0,0.0529954037869137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248158809565736,0,0,0,0,0,0,0
X002304.SZ,0,0.217137988548966,0,0,0,0,0,0,0.247513565237552,0,0.0680401302793534,0,0,0,0,0,0,0,0,0.093642486554309,0,0,0,0,0,0,0,0,0.184003939614026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.00312243348636843,0,0,0,0,0,0
X600809.SH,0,0.380234105544372,0,0,0,0,0,0,0.241489484828398,0.0225608016335424,0,0,0,0,0,0,0,0,0,0.073354330033294,0.0770101576350302,0,0,-0.0637625534521192,0,0.0321006113231871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00916233900655155,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.112347334940706,0,0,0,0,0,0,0,0,0,0.0134808457512638,0.389000607295228,8.67361737988404e-19,-0.0160592685850218,0,0,0.165829461781371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105864255453847,0,0,0,0,0.0176507769885484,0.0278218189358064,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0863403639677099,0,0,0.0448818806550944,0,0,0,-6.93889390390723e-18,0,0.0985694209948596,0,0,0.166792445504219,0,0,0,0,0,0,0,0,0.0344059780545831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05178706490195,0,0,0,0,0,0
X000661.SZ,0,0,0,0.0938945128455186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0962212542736795,0.263109293244705,0,0,0,0.0491663104670465,0.0159844274797766,0.17322020938729,0,0.0974045230333145,-0.110017753843949,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118224309106736,0,0,0,0,0,0.223914586097609,0,0,0.019424199651637,-0.000842642068319399,0,0,0,0,0,0
X600690.SH,0,0,0,0.114199402447727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500892966632243,0,0,0,0,0,0,0.00320127022649099,0,0.12539559779818,0,0,0,0,0,0,0,0,0.137059585377633,0,0.0491437540754434,0,0,0,0,0,0,0,0,0.0607266205254353,0,0,0,0.0121994506664376,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0602009975779381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243876052965338,0,0,0,0,0,0.0034136235372444,0.0421459341740833,0,0,0,0.0425229012996638,0,0,0,3.46944695195361e-18,0.124841658010933,0,0,0,0.0320816035689632,0,0,0,0.00417932923179718,0,0,0,0,0,0
X002241.SZ,0,0,0,0.475615903119437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224900631143389,0,0,0,0,0,0.0645540167437466,0.071691075451852,0,0.0446237487440736,0,0,0,0,0,0,0.106446749319579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00423989617484624,0,0,0,0,0,0,0
